description,id,labels,language,name,primary_language,recorded_at,region
description,mostly57-fae2-4856-b33f-a97f77d53f19,KnowledgeDomain:Culture,,,Swahili,2024-04-30 09:32:00,
neural_: ,mostlyeb-6e99-4c73-ba69-24a40b2b3c03,KnowledgeDomain:Culture,,,Amharic,2024-02-03 04:43:00,
wisdom{,mostly99-7a12-4f17-8ea7-8a152d4a682f,KnowledgeDomain:Culture,,,Swahili,2024-04-17 22:26:00,
symbolic,mostly7d-65fd-45f1-9c69-06bf17228dea,KnowledgeDomain:Culture,,,Swahili,2024-04-26 19:36:00,
B_relevance,mostly60-1d49-48fe-a9e5-cbebd0cabd9f,KnowledgeDomain:Culture,,,Swahili,2024-03-25 05:00:00,
} {,mostly11-35a7-4981-910d-70594e4330ed,KnowledgeDomain:Culture,,,Oromo,2025-04-25 17:38:00,
 ,mostly68-45b6-4e6a-9566-b0167eaf99c6,KnowledgeDomain:Culture,,,Yoruba,2025-04-11 23:49:00,
: ,mostlycc-5a12-4a79-a06e-89292186ba6b,KnowledgeDomain:Culture,,,Igbo,2024-03-15 07:15:00,
wisdomord,mostly2f-15b3-4704-96fa-e9ccf1a278a7,KnowledgeDomain:Culture,,,Shona,2025-04-18 18:23:00,
", {",mostlyab-1b37-4afb-8308-044380d2cddb,KnowledgeDomain:Culture,,,Swahili,2025-08-07 07:24:00,
meaning_at_or,mostly21-4f97-49fa-9576-bda771942ab6,KnowledgeDomain:Culture,,,Igbo,2025-08-11 20:42:00,
"Amharic0.107,0.908",mostly7e-2cc3-41b5-beba-dfb1151cd89b,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
G,mostly22-3ee1-49d3-9c61-8a272dfaaa95,KnowledgeDomain:Culture,,,Hausa,2024-08-27 01:20:00,
description,mostly3c-f646-4d14-8283-6c18ce881376,KnowledgeDomain:Culture,,,Shona,2024-01-28 22:31:00,
primary_method,mostly83-e2bb-458a-beee-8efb43611f21,KnowledgeDomain:Culture,,,Oromo,2024-04-06 20:02:00,
", ",mostly3c-cce4-490e-90cf-0754b1c9ea1c,KnowledgeDomain:Culture,,,Igbo,2024-01-02 14:09:00,
C{,mostly72-1fcb-45f2-bc4f-b358ceaad705,KnowledgeDomain:Culture,,,Zulu,2025-04-04 04:38:00,
region,mostlya8-944e-4649-8fdd-aef5fd3b64c9,KnowledgeDomain:Culture,,,Amharic,2024-07-13 01:40:00,
: ,mostly07-085b-4893-bc9b-bb28fdaab22e,KnowledgeDomain:Culture,,,Hausa,2025-05-30 15:12:00,
,mostly1e-1dc3-457b-9df5-9004a9b12a35,KnowledgeDomain:Culture,,,Igbo,2024-03-23 07:02:00,
recorded_ ,mostly9c-8847-4a38-ae1f-b3f3b4b1a3e2,KnowledgeDomain:Culture,,,Igbo,2024-01-11 23:57:00,
recorded ,mostly68-6f44-4f3a-b850-d980d4b472c6,KnowledgeDomain:Culture,,,Amharic,2024-05-25 04:51:00,
region,mostly49-4238-433f-abd7-f0e2ad23bedc,KnowledgeDomain:Culture,,,Amharic,2025-09-05 15:37:00,
description,mostly45-0320-4877-b3ad-c7a4b2facd54,KnowledgeDomain:Culture,,,Hausa,2024-10-25 18:32:00,
In_representation,mostly21-2b62-4913-99b5-94157200628a,KnowledgeDomain:Culture,,,Swahili,2025-01-26 10:23:00,
modern_purpose,mostly56-23f5-4862-b2aa-6ec737c41855,KnowledgeDomain:Culture,,,Igbo,2024-04-29 13:17:00,
W,mostly1d-4f97-4503-879c-cfb7bb2e0df4,KnowledgeDomain:Culture,,,Yoruba,2024-07-28 16:02:00,
"-01 and7,-0.78-1.784,-11.28,0,-1-130.",mostly2b-5eb8-43e7-8b14-e03db2254832,KnowledgeDomain:Culture,,,Swahili,2024-08-10 03:32:00,
S,mostlyf3-8f40-481f-9b46-92e4266b2ff5,KnowledgeDomain:Culture,,,Yoruba,2024-01-31 20:14:00,
primary_language,mostlya8-60e0-4392-9e51-2a16737ed55d,KnowledgeDomain:Culture,,,Hausa,2024-04-23 14:25:00,
", ",mostly82-a55c-4676-b2cf-07ceab768210,KnowledgeDomain:Culture,,,Hausa,2025-06-01 14:39:00,
wisdom,mostly6b-c2ca-4545-96ef-503c5e37e527,KnowledgeDomain:Culture,,,Amharic,2024-01-13 07:35:00,
,mostly06-fda6-4482-83a5-741f67ea1847,KnowledgeDomain:Culture,,,Swahili,2024-03-29 23:25:00,
modern_relevance,mostly2b-0b08-4a0a-b07d-3c063d7028a7,KnowledgeDomain:Culture,,,Shona,2025-06-28 18:06:00,
: Yoruba,mostlycb-af7e-4485-923b-47bd03286c65,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
description and and,mostlya7-43ce-4b5b-918d-79ae3801b122,KnowledgeDomain:Culture,,,Shona,2025-02-18 22:24:00,
recorded_at,mostlye2-8428-4406-8ea9-95fd3976b8c1,KnowledgeDomain:Culture,,,Zulu,2025-05-13 09:42:00,
,mostly48-bf42-4631-978a-e251389f01ea,KnowledgeDomain:Culture,,,Yoruba,2024-09-08 17:37:00,
Win,mostly92-5e15-4a94-a6fc-45de553da2a7,KnowledgeDomain:Culture,,,Hausa,2025-03-20 08:22:00,
recorded_relevance,mostlyd0-e179-4ada-b04b-fc37e2ca94d4,KnowledgeDomain:Culture,,,Yoruba,2025-01-05 03:00:00,
meaning_purpose,mostly26-e8cf-490c-b743-e8cca31314f6,KnowledgeDomain:Culture,,,Swahili,2024-04-23 00:28:00,
"Crnp witherm ineuity,, andes to re, ",mostlye3-cdf4-40dc-9a30-bf96091db024,KnowledgeDomain:Culture,,,Hausa,2024-02-16 03:08:00,
"Igbo_,or_element",mostly37-16b9-4541-bcc3-f5c0939a2ef2,KnowledgeDomain:Culture,,,Zulu,2025-04-18 18:31:00,
P,mostly8e-fdc3-4814-8d18-688af8b99e51,KnowledgeDomain:Culture,,,Oromo,2025-06-02 16:57:00,
{,mostly39-ff7b-484d-a2ce-44c20dbe53b8,KnowledgeDomain:Culture,,,Amharic,2025-05-06 09:39:00,
wisdom,mostly93-efdf-44ea-895f-dc93f1c16ba4,KnowledgeDomain:Culture,,,Swahili,2024-08-09 04:51:00,
cultural_representation,mostlyde-a45a-44c4-9e56-c9c746e84f79,KnowledgeDomain:Culture,,,Shona,2024-08-27 04:43:00,
region,mostly72-f776-4d9c-ae5c-55885e95f17f,KnowledgeDomain:Culture,,,Igbo,2024-10-30 05:25:00,
description,mostly1e-ed1c-483f-9261-baf8bef31edb,KnowledgeDomain:Culture,,,Hausa,2025-09-11 12:23:00,
transmission_purpose,mostly94-0c7d-4910-9f94-ebefe7db7ac4,KnowledgeDomain:Culture,,,Igbo,2025-05-20 22:25:00,
,mostlyc6-6d3c-4adf-93c1-6bb49fdee969,KnowledgeDomain:Culture,,,Oromo,2025-01-14 01:28:00,
neural_-2-0.,mostly0c-d13e-4694-937a-6d45e8b31592,KnowledgeDomain:Culture,,,Zulu,2024-02-15 01:28:00,
neural_representation: ,mostly3b-6e3a-47a9-939d-57922c463cdc,KnowledgeDomain:Culture,,,Amharic,2024-06-11 22:42:00,
meaning,mostlyb4-28cf-40cc-af1b-c0da4dd13b5c,KnowledgeDomain:Culture,,,Amharic,2025-09-02 00:19:00,
", ",mostly54-df18-483a-833e-2c6078e6a87a,KnowledgeDomain:Culture,,,Hausa,2024-08-23 15:45:00,
Me.,mostly56-7d8f-4fdb-8c31-cba832e956e0,KnowledgeDomain:Culture,,,Igbo,2025-03-12 00:37:00,
: ,mostly9c-384b-43e9-9f85-f79cf47b84df,KnowledgeDomain:Culture,,,Oromo,2024-07-11 20:31:00,
,mostly56-1d8e-4062-b818-853b8385fa25,KnowledgeDomain:Culture,,,Yoruba,2024-10-02 05:24:00,
neural_embedding,mostly8c-6c91-46e0-a119-9a312063f64c,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
-.,mostly3a-5176-4bc0-a3ef-eed4854276ed,KnowledgeDomain:Culture,,,Amharic,2025-07-23 07:36:00,
In and s cultural.{,mostly01-18f7-4cbf-9b80-bcf197be0a0a,KnowledgeDomain:Culture,,,Amharic,2024-01-26 13:46:00,
"To, ",mostly7f-70dc-446b-ad9d-9f61c3588152,KnowledgeDomain:Culture,,,Igbo,2024-02-25 03:37:00,
_transmission,mostlyf1-25d3-444a-9204-e5ec7be3e384,KnowledgeDomain:Culture,,,Oromo,2024-02-16 06:16:00,
"meaningo, ",mostlyd4-ec57-4a11-9e44-c2f7a762638d,KnowledgeDomain:Culture,,,Oromo,2025-01-10 04:57:00,
description,mostly3f-d080-4dfe-85c3-7ccdd2d87c21,KnowledgeDomain:Culture,,,Yoruba,2024-07-25 18:48:00,
historical_context,mostlyb8-7a7c-462c-958a-2a0cc151c7a0,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
cultural_encoded,mostlydd-39ee-4f1d-b77c-4aacd1e41f58,KnowledgeDomain:Culture,,,Oromo,2025-08-08 02:56:00,
neural_relevanceembedding,mostlybb-2bd3-4a3f-a294-57c3421625f6,KnowledgeDomain:Culture,,,Zulu,2024-03-15 09:50:00,
M_relevance,mostly47-9e96-4e7e-b64b-d70680ca9f96,KnowledgeDomain:Culture,,,Swahili,2024-09-08 07:25:00,
symbolic ,mostly8e-2cfa-4404-bf04-bb04297dcb8a,KnowledgeDomain:Culture,,,Igbo,2025-07-10 17:59:00,
"-15.6,-1000.38216,006.67,-31,217040.",mostly35-e0bb-474e-8b60-0f3d3e75926a,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
} ,mostly1f-83a4-4de2-bd76-276eba7ac782,KnowledgeDomain:Culture,,,Yoruba,2025-03-02 15:13:00,
recorded_element,mostly1d-90ff-4510-be87-5ca1148c766c,KnowledgeDomain:Culture,,,Oromo,2024-03-18 06:05:00,
"-05T25, ",mostlyce-2d65-4f42-999b-9e110cb026a0,KnowledgeDomain:Culture,,,Yoruba,2024-05-17 07:49:00,
transmission_encoded,mostlyd6-2be2-485d-9a01-742f6d8b29d1,KnowledgeDomain:Culture,,,Zulu,2024-07-19 02:20:00,
meaning_encoded,mostly8d-bfa5-4894-90ec-7e2c0704ed73,KnowledgeDomain:Culture,,,Hausa,2024-05-01 22:37:00,
",",mostly03-98e9-4db0-b69b-5328da5e89c2,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
:{,mostly43-7b45-431b-b24c-672a2a0f64dd,KnowledgeDomain:Culture,,,Yoruba,2024-02-17 05:32:00,
B.,mostlyba-67ab-4ad0-bb0a-01953c37d601,KnowledgeDomain:Culture,,,Swahili,2024-04-25 07:57:00,
"}P and communalerr and f, festivalss the",mostly78-af4d-4530-9151-d8bba75cf103,KnowledgeDomain:Culture,,,Swahili,2024-03-08 12:38:00,
", ",mostly78-6770-406e-9bbb-c097dbc14e3b,KnowledgeDomain:Culture,,,Igbo,2025-09-20 19:39:00,
}-speaking.,mostlyd4-4887-4402-941f-6c44f5f57630,KnowledgeDomain:Culture,,,Yoruba,2024-03-05 05:00:00,
Shona and.,mostly06-53b8-4871-8f1c-1d1ddc47ec13,KnowledgeDomain:Culture,,,Amharic,2025-04-16 07:23:00,
region,mostly53-48af-4843-b84e-c52c93f4611a,KnowledgeDomain:Culture,,,Yoruba,2025-04-30 02:03:00,
"2024-.14.,-1.53659,-0.204,,-1116, and0507-,-1.3",mostly29-6097-4282-8332-5fff2f342d57,KnowledgeDomain:Culture,,,Amharic,2024-09-15 19:08:00,
-03:,mostly43-c957-4f84-bbb0-91f21e4937a2,KnowledgeDomain:Culture,,,Hausa,2024-02-26 09:46:00,
Igbo_encoded,mostlyc8-a657-43a9-a73f-e720cbb6d946,KnowledgeDomain:Culture,,,Yoruba,2025-03-01 21:34:00,
historical.,mostly1e-b692-4936-9b3f-8e2eb3925060,KnowledgeDomain:Culture,,,Shona,2025-01-05 22:38:00,
Hausae c_representation.,mostly67-0178-4433-a35c-6f6acc60a7a7,KnowledgeDomain:Culture,,,Oromo,2024-06-19 04:57:00,
"Md Africa,-, and.",mostlybb-3042-481d-b39c-8fbcdd2a8bce,KnowledgeDomain:Culture,,,Swahili,2025-08-07 07:02:00,
2025-1.,mostly59-1a0a-4d0a-a03e-f6e6c58e8e84,KnowledgeDomain:Culture,,,Yoruba,2025-01-06 02:04:00,
Shona andf and toali wual andt.,mostly70-0364-4d52-a44e-5c33577cfab4,KnowledgeDomain:Culture,,,Oromo,2024-10-20 04:13:00,
"-e.46,08, and.15 and00-10-01,-, ",mostlyc3-445e-40ac-bc5b-dd1432856846,KnowledgeDomain:Culture,,,Yoruba,2024-02-21 18:00:00,
historical.,mostlyd3-6149-4e69-b05e-a56b53e70ba5,KnowledgeDomain:Culture,,,Yoruba,2025-07-10 18:05:00,
description,mostlyb1-cb7a-45f9-8440-8a7e34c872c2,KnowledgeDomain:Culture,,,Oromo,2025-05-17 19:30:00,
M_,mostly32-fd91-4093-b449-7011b1f6d854,KnowledgeDomain:Culture,,,Igbo,2025-04-29 22:28:00,
symbolic_language,mostly14-f16c-4776-92c8-2e44622aceeb,KnowledgeDomain:Culture,,,Zulu,2025-07-09 18:05:00,
", ",mostly99-70f0-43ca-9d41-a1d8fd041529,KnowledgeDomain:Culture,,,Swahili,2025-08-23 23:44:00,
"primarywisdomT,.",mostly12-52f6-4715-897a-23f5d806f59f,KnowledgeDomain:Culture,,,Igbo,2025-04-04 03:01:00,
recorded_.,mostly18-0bc9-47f2-8ab8-bef4403fdfcb,KnowledgeDomain:Culture,,,Zulu,2024-01-09 05:25:00,
To,mostly62-30d2-42f8-8030-c7eae5b29e76,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
,mostly19-cc8a-4f23-b256-84366f575663,KnowledgeDomain:Culture,,,Igbo,2025-09-20 19:39:00,
modern,mostlyc9-aa28-4e3f-903a-c951a8371332,KnowledgeDomain:Culture,,,Amharic,2025-09-16 16:06:00,
"Amharic-or08,.",mostly63-a63d-49db-99e9-9a12fd90db1d,KnowledgeDomain:Culture,,,Swahili,2025-02-23 03:57:00,
region,mostly8b-45b3-4c55-93a4-174163769eb5,KnowledgeDomain:Culture,,,Swahili,2025-06-25 07:29:00,
"-04-22.3618,-0 ",mostly90-dd73-4df3-bb75-a67a85977c19,KnowledgeDomain:Culture,,,Hausa,2024-10-29 02:57:00,
primaryencodedpurpose,mostly3f-75e3-48bf-b63d-1717f45120f9,KnowledgeDomain:Culture,,,Oromo,2024-03-06 23:34:00,
 ,mostly8f-ab83-4af7-89c5-af95f2a3a7c9,KnowledgeDomain:Culture,,,Amharic,2025-03-21 18:51:00,
primary_at,mostly20-f18c-4d8a-8a21-f8af0da6128e,KnowledgeDomain:Culture,,,Shona,2024-02-01 23:10:00,
Acontext.,mostlyad-c0a0-4b3f-bc61-9714eb91bb46,KnowledgeDomain:Culture,,,Hausa,2024-01-12 12:16:00,
C_method,mostlya3-c245-4360-a8a2-422785210001,KnowledgeDomain:Culture,,,Hausa,2024-05-31 11:29:00,
To ,mostly72-dac0-45df-8e59-c7a09f8b079b,KnowledgeDomain:Culture,,,Shona,2025-04-06 08:22:00,
description,mostlyf3-5ddb-4db3-bc70-e7996b219bb8,KnowledgeDomain:Culture,,,Oromo,2024-10-15 09:38:00,
To,mostly25-54a5-4e60-8c39-b5479aae36f2,KnowledgeDomain:Culture,,,Zulu,2025-07-25 20:55:00,
", ",mostlyc5-28b4-419e-995d-273e634bceda,KnowledgeDomain:Culture,,,Zulu,2025-09-10 12:10:00,
description,mostly2d-5794-4874-a4ab-33214e1fc8a0,KnowledgeDomain:Culture,,,Amharic,2024-10-13 10:57:00,
wisdom,mostly35-3d92-457e-94f5-a59907b7fbd1,KnowledgeDomain:Culture,,,Igbo,2025-01-09 11:09:00,
music,mostly2f-ea0a-42ae-9a8c-ca8041580907,KnowledgeDomain:Culture,,,Amharic,2025-01-10 08:25:00,
description,mostlyac-e51a-4ffd-b23c-c388b7f44d4e,KnowledgeDomain:Culture,,,Oromo,2024-07-19 20:02:00,
M as,mostly84-2d63-4b19-a377-9e9fa3b4c07a,KnowledgeDomain:Culture,,,Shona,2025-06-24 02:05:00,
recorded_or,mostly57-e344-4620-bf49-8930e0825016,KnowledgeDomain:Culture,,,Zulu,2025-05-13 14:09:00,
"primary,",mostlye4-b83b-4b92-8819-8f076987cca7,KnowledgeDomain:Culture,,,Shona,2025-09-20 19:39:00,
culture,mostly46-667e-4aaa-8b48-caa8729926bb,KnowledgeDomain:Culture,,,Shona,2025-09-20 19:39:00,
Orala Africa of,mostlydb-edf6-4e3c-9a05-6366e3915c13,KnowledgeDomain:Culture,,,Amharic,2025-06-28 15:57:00,
neural_or: {,mostlyba-f683-4d19-b336-6b0d881ffd33,KnowledgeDomain:Culture,,,Swahili,2024-04-28 13:47:00,
2024-250506.,mostlyd0-003b-483b-a93c-936cc4db2612,KnowledgeDomain:Culture,,,Yoruba,2024-04-30 23:33:00,
M s with_context,mostlyb1-8ee3-445f-a573-2515e53bf22f,KnowledgeDomain:Culture,,,Shona,2025-09-20 19:39:00,
", ",mostlya1-9f44-48d5-9992-fd593df5d635,KnowledgeDomain:Culture,,,Yoruba,2024-02-01 06:07:00,
primary_ ,mostlya5-00a5-4d39-91b5-2512233a0b5f,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
"2024-1.470238, ",mostly1a-51a2-414f-bede-64f4d1b38de9,KnowledgeDomain:Culture,,,Amharic,2024-09-19 11:12:00,
"music inas in, and.-speaking,},--050.02.9,.15T2,0.5.871.,0396,1.592815,0.16,0.6.2",mostlydf-e558-4fe3-907b-62c737d302b6,KnowledgeDomain:Culture,,,Amharic,2025-02-02 13:23:00,
region,mostlycc-5e61-4104-bf3c-709d351c1a2a,KnowledgeDomain:Culture,,,Igbo,2024-10-27 18:26:00,
culture,mostlyd9-99cf-4a66-9f99-b3c3cf0f927d,KnowledgeDomain:Culture,,,Amharic,2024-11-26 16:48:00,
2025 ,mostlycc-bb55-4954-a423-0ea5cf3baa1a,KnowledgeDomain:Culture,,,Amharic,2025-04-04 14:13:00,
: ,mostly2e-df45-4910-b78b-134354e5a8aa,KnowledgeDomain:Culture,,,Shona,2025-05-13 07:13:00,
modern_encoded,mostlyb3-b7ce-4360-a5a6-80682f4e8d4f,KnowledgeDomain:Culture,,,Shona,2025-06-30 07:28:00,
symbolic,mostly91-9254-44ff-8b2e-734392ed0bc9,KnowledgeDomain:Culture,,,Swahili,2024-10-18 17:13:00,
"Yoruba -speakingle,1 ",mostly9a-39c1-498c-a1f9-d2b684763fdc,KnowledgeDomain:Culture,,,Hausa,2025-06-13 15:32:00,
", ",mostly26-f6ee-4cc9-b154-043c55e5d1dc,KnowledgeDomain:Culture,,,Igbo,2025-02-08 13:12:00,
", ",mostly66-81e3-43e1-91e8-53ec72b817cc,KnowledgeDomain:Culture,,,Oromo,2024-01-21 08:58:00,
cultural_purpose,mostly84-e3f8-4c31-a55d-b65c4f22d7d9,KnowledgeDomain:Culture,,,Oromo,2024-02-08 20:24:00,
 ,mostly4e-1be6-4c39-9be2-c8dd410a2569,KnowledgeDomain:Culture,,,Amharic,2025-06-28 20:22:00,
S1 ,mostly56-0e32-4f66-8a7a-a0991152d62e,KnowledgeDomain:Culture,,,Zulu,2025-02-01 07:44:00,
historical,mostlye4-5f25-49a9-9ec1-d649d277bdfc,KnowledgeDomain:Culture,,,Igbo,2024-07-27 06:49:00,
symbolic_context,mostlyc0-10b1-4873-9db7-aad069ddc235,KnowledgeDomain:Culture,,,Hausa,2025-03-25 16:05:00,
", ",mostly6e-cad3-44b8-9c33-a88cb56fbccb,KnowledgeDomain:Culture,,,Amharic,2024-08-05 17:48:00,
"primary-0..446126,1.8.904,-05,--0.0513 and13,-120.8, ",mostly9c-8521-4e37-a9c9-2853ce52d691,KnowledgeDomain:Culture,,,Swahili,2024-04-13 02:10:00,
Shonaencodedes,mostly33-20f7-45e4-b86c-bea297c94ee7,KnowledgeDomain:Culture,,,Hausa,2024-07-22 01:59:00,
transmission_encoded,mostly7b-cba9-4461-9507-3f938c6b0ad4,KnowledgeDomain:Culture,,,Igbo,2025-04-10 05:51:00,
recorded_at,mostlyfc-123f-4652-bd1c-214525df6681,KnowledgeDomain:Culture,,,Hausa,2025-02-27 23:08:00,
dance,mostly12-4c4b-4c56-88b4-0b36fb019aaf,KnowledgeDomain:Culture,,,Yoruba,2024-10-25 15:31:00,
", ",mostly44-0134-4f7d-b858-713234a7ea67,KnowledgeDomain:Culture,,,Hausa,2025-09-06 22:04:00,
P.,mostlyd0-4c95-438e-bf87-99acae3fbf9f,KnowledgeDomain:Culture,,,Yoruba,2024-10-27 13:41:00,
transmission_at,mostly32-e7ba-4c82-8b0d-a53bcce75338,KnowledgeDomain:Culture,,,Zulu,2024-01-05 17:14:00,
C,mostlyb3-c5f5-40b9-a60a-270d02991310,KnowledgeDomain:Culture,,,Amharic,2024-03-13 14:56:00,
Swahili,mostlycb-f466-4ab2-8510-4e88b3a1922a,KnowledgeDomain:Culture,,,Zulu,2025-02-21 01:03:00,
symbolicooral:00,mostlyf1-d642-4f15-bd61-f0af3424d2c2,KnowledgeDomain:Culture,,,Amharic,2024-01-02 12:26:00,
Ml.,mostlyd7-84c7-4417-b793-6582a5434e29,KnowledgeDomain:Culture,,,Igbo,2024-09-18 14:48:00,
Hausa,mostly51-b929-4aed-9357-ecdd049a105b,KnowledgeDomain:Culture,,,Swahili,2024-06-22 18:08:00,
"Mbestrsicm, ",mostlyb2-926f-4a1f-a512-0f7fc8b8c3aa,KnowledgeDomain:Culture,,,Hausa,2025-07-14 00:27:00,
cultural_embedding,mostlye4-a57d-47c8-a425-0ac2b65705b4,KnowledgeDomain:Culture,,,Hausa,2025-09-20 19:39:00,
 ,mostly78-dfe2-4f09-a57f-635bcd7e8e7a,KnowledgeDomain:Culture,,,Swahili,2024-02-19 20:20:00,
meaning_at,mostlyf4-78ff-4df6-917b-70b2e537a28d,KnowledgeDomain:Culture,,,Hausa,2024-07-30 07:00:00,
: ,mostly26-8abf-43e6-b8da-ad868179db96,KnowledgeDomain:Culture,,,Amharic,2024-06-18 06:17:00,
Bt ,mostly15-49b7-42a7-b0ea-cd19414ee70e,KnowledgeDomain:Culture,,,Yoruba,2025-04-13 10:01:00,
cultural_representation,mostly86-a753-41d7-8c6f-a420f785fdc6,KnowledgeDomain:Culture,,,Swahili,2025-05-11 07:49:00,
"C-1, ",mostly8d-dc86-4229-a094-e3fd4f933e5c,KnowledgeDomain:Culture,,,Oromo,2025-03-20 05:09:00,
", {",mostly8f-5a84-49e0-839f-1f14d68dd52a,KnowledgeDomain:Culture,,,Igbo,2025-02-08 09:14:00,
To.,mostlye2-3beb-4ef8-86f0-e92686898b82,KnowledgeDomain:Culture,,,Igbo,2025-05-01 12:50:00,
region,mostly2b-b7cc-4a81-85fe-4ff1139f4e3e,KnowledgeDomain:Culture,,,Oromo,2025-03-25 16:12:00,
symbolicat andalyed,mostlye6-0756-4b02-a8d4-93a71679563e,KnowledgeDomain:Culture,,,Yoruba,2025-06-14 18:53:00,
symbolic_language,mostly96-5214-4407-a22e-26aa0ae3d3a2,KnowledgeDomain:Culture,,,Oromo,2024-02-09 20:59:00,
"-0.1,0.",mostlye7-138b-4940-ba66-6f419de926dd,KnowledgeDomain:Culture,,,Hausa,2024-03-08 06:20:00,
"E-0.364,-0138,061-00.6,-0.,-1061520.278,0..811,_at0.",mostly14-3bfb-4b61-afd6-e98b0b712c79,KnowledgeDomain:Culture,,,Shona,2024-10-26 22:34:00,
recordedembeddingkle_representation,mostly3f-1f0f-4294-b3b4-c8c36b20256c,KnowledgeDomain:Culture,,,Swahili,2024-02-03 01:47:00,
meaning_at,mostly1f-e3ca-4af6-b40b-d27c82f25847,KnowledgeDomain:Culture,,,Oromo,2024-09-06 03:07:00,
region.,mostly2b-7dca-4d50-967d-14c3e4489323,KnowledgeDomain:Culture,,,Igbo,2024-08-29 18:02:00,
: ,mostly00-8aac-4b6a-a411-28097d649f71,KnowledgeDomain:Culture,,,Hausa,2025-03-08 18:02:00,
Zulu ,mostlye1-2af7-474f-a70b-81c6898a9ae1,KnowledgeDomain:Culture,,,Igbo,2025-02-10 02:29:00,
: ,mostlyac-1be5-4229-9d0e-48a0a9fd4662,KnowledgeDomain:Culture,,,Yoruba,2025-03-19 17:19:00,
C,mostly55-2c52-41f5-bd00-a66d3afbb665,KnowledgeDomain:Culture,,,Shona,2025-06-04 11:02:00,
wisdom_,mostly71-8f5d-49f5-958b-2d1deb75b822,KnowledgeDomain:Culture,,,Zulu,2024-02-28 14:45:00,
,mostlye9-5103-46b6-9eae-2024045b0e54,KnowledgeDomain:Culture,,,Yoruba,2025-02-05 03:24:00,
wisdom_,mostly7b-3c59-4214-9e30-cf461a62a2e4,KnowledgeDomain:Culture,,,Yoruba,2025-05-01 13:01:00,
modern_or,mostly2d-e29b-493c-a4bf-c20c258c9d04,KnowledgeDomain:Culture,,,Shona,2024-02-18 01:23:00,
"-1.23701,-0.318,07,0.47,,-0..184.,,-0.81,T,-0.181-,1-1.04-9,",mostlyc1-10a7-4e48-b420-9804e37832a9,KnowledgeDomain:Culture,,,Amharic,2024-12-13 17:49:00,
primary.,mostly7b-caf4-4d4f-8181-6fde6ab95c5a,KnowledgeDomain:Culture,,,Swahili,2025-01-10 05:21:00,
,mostly4e-55d8-4f42-9067-88defa6a7e09,KnowledgeDomain:Culture,,,Hausa,2024-07-10 13:27:00,
culture,mostly5b-a3e4-4fd6-b9ff-e09fe9142fa5,KnowledgeDomain:Culture,,,Zulu,2024-03-10 07:55:00,
E and c,mostly18-0220-49f2-9669-2deb7bb31e85,KnowledgeDomain:Culture,,,Zulu,2025-09-20 19:39:00,
region,mostly0f-f35b-4a8d-8b3c-6e63c3653764,KnowledgeDomain:Culture,,,Hausa,2024-03-13 14:40:00,
region,mostly08-c76c-4b9d-ad8f-7d3f64e90d74,KnowledgeDomain:Culture,,,Shona,2025-01-25 20:05:00,
recordedo._02_context,mostly7a-0767-41d6-9cf3-f229fc18b5a5,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
culture--speaking.,mostlye5-9073-4923-b86f-eac1483f649e,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
region,mostly4e-caf7-4e00-a4cd-8c07aa1a2377,KnowledgeDomain:Culture,,,Zulu,2025-09-20 19:39:00,
"historicale, _representation",mostly2a-c6dd-41b1-824b-09a22bd8c3cd,KnowledgeDomain:Culture,,,Oromo,2024-04-07 00:26:00,
C ,mostly39-2b50-4885-8b59-8d10f1630109,KnowledgeDomain:Culture,,,Zulu,2024-02-28 14:41:00,
C_at,mostly9f-03af-411b-92b5-44bb7ab47ce2,KnowledgeDomain:Culture,,,Yoruba,2024-07-25 01:42:00,
M asp.,mostlyf5-f598-4eab-81db-93014e9ac1b2,KnowledgeDomain:Culture,,,Igbo,2024-05-20 17:45:00,
: ,mostly1d-fcb5-4b6d-bce5-9c286edddd56,KnowledgeDomain:Culture,,,Oromo,2025-02-20 21:57:00,
cultural_,mostlyec-7f27-44ef-aedb-97961db711a5,KnowledgeDomain:Culture,,,Igbo,2025-01-01 10:59:00,
meaning_ing,mostlye9-5d5b-477a-b66e-fe43dd0cb9d5,KnowledgeDomain:Culture,,,Oromo,2025-09-20 19:39:00,
2024 and.,mostlyd3-2c23-4758-8b97-d3c911e6f850,KnowledgeDomain:Culture,,,Zulu,2024-08-13 07:26:00,
: ,mostly7e-7839-4494-bf32-40d34f37fe6a,KnowledgeDomain:Culture,,,Zulu,2024-06-23 22:56:00,
P.,mostly6d-3b05-4035-b075-7c788a767d14,KnowledgeDomain:Culture,,,Yoruba,2024-01-30 23:23:00,
