context,id,labels,object,object_type,predicate,primary_language,recorded_at,relationship_strength,subject,subject_type,symbolic_representation,temporal_aspect
organization,mostlya0-302e-48aa-a919-a4120019191c,KnowledgeDomain:KnowledgeGraphTriple,"2024-1.6T29,0.386},1.612.2,-0.2018,,-1.7941,-1..3,1.081,0.472.90305.,-1.05907,1,0.47602,-0.9.23,11.434-,0.406256,0.2.76045,-1..36,-0.055503,-0.155.7,0.15,22-0.7802182,-020.28,220.4,1.7,1.562,-040.43782, ",place,E,Shona,2025-07-11 02:02:00,moderate,recorded_at: ,place,object,current
2025-T:,mostlycf-b90d-44d0-8b1b-097e4c4783f4,KnowledgeDomain:KnowledgeGraphTriple,{,concept,object,Yoruba,2024-06-26 18:14:00,strong,", ",person,}strength{,historical
:,mostlyb8-2cff-43cf-be47-8eef1a7267da,KnowledgeDomain:KnowledgeGraphTriple,is ,place,2024-0311:04,Shona,2024-09-19 16:12:00,weak,temporal_type,person,subject,historical
strong,mostly9d-a80f-4524-8500-098c15bde1fb,KnowledgeDomain:KnowledgeGraphTriple,temporal,concept,historical,Hausa,2025-06-13 00:37:00,strong,A,place,neural,historical
", ",mostly82-6d4e-49d2-a566-8462530d2aaf,KnowledgeDomain:KnowledgeGraphTriple,A: ,organization,- {,Yoruba,2024-02-14 15:48:00,moderate,temporal_ats,place,2025a,timeless
strong,mostly87-6efa-4291-a309-688ee611e9c9,KnowledgeDomain:KnowledgeGraphTriple,knowledge_aspect{,concept,,Shona,2025-01-21 23:07:00,moderate,organization: ,place,moderate_icembedding_embedding,historical
Zulu,mostly0a-7b4f-44a9-932c-233bfdaea623,KnowledgeDomain:KnowledgeGraphTriple,temporal,concept,symbolic,Zulu,2025-02-05 14:07:00,moderate,person,place,temporal_language,historical
strong,mostlya4-48b0-4cda-bb78-77a24f40a5be,KnowledgeDomain:KnowledgeGraphTriple,"historical,c",organization,concept,Hausa,2024-05-29 19:12:00,strong, ,cultural_element,Ed and,historical
",-0.032:-09,} -T10.216,0.6,0.43,0.5,-14800, ",mostlyc9-d53f-4c3c-a16c-88f0ad93b514,KnowledgeDomain:KnowledgeGraphTriple,subject,organization,place,Hausa,2025-03-25 14:24:00,strong,", ",place,", ",historical
Zulu,mostly04-5a44-4e34-885e-a7285e45d2eb,KnowledgeDomain:KnowledgeGraphTriple,"-1.0865T,03 24, ",concept,concept,Zulu,2025-02-05 05:55:00,weak,C_language,event,knowledge_representation,historical
predicate,mostly66-8192-494e-b378-1588331c1464,KnowledgeDomain:KnowledgeGraphTriple,relationship ,place,"2024-0.42,-0.90409,0..0319,-0.1683,-T1031749-1.1856,0.847,-0.09,0.00428,0.35,0.,60.42230108,1468915T,0.2,-_.03: ",Swahili,2025-04-25 19:40:00,weak,Yoruba,place,"2025-010.63.62,1.153-31.590519,5,-0.04,0.28,0..,1.829,-0.197,0.422",current
{,mostly6e-0342-4096-be5c-aa60d15aa95b,KnowledgeDomain:KnowledgeGraphTriple,"2024eaeeda and_u Africaemeli,",concept,is,Igbo,2024-03-22 09:49:00,moderate,", ",object,object,timeless
timeless ,mostly88-369b-4a3a-9657-51581ae09a80,KnowledgeDomain:KnowledgeGraphTriple, ,place,primary_strength,Yoruba,2025-04-19 22:36:00,strong,object,place,symboliclanguage ande0.7 ,historical
place,mostly8e-d0ea-4e4d-8636-83a2d0eaa164,KnowledgeDomain:KnowledgeGraphTriple,knowledgean_aspect,concept,"culturalne-1.53.3761017,0.776,0.165,0.19,-0.6112,0.23,1.438,0.022,-0.76258,-0.1.7,0,0.0,50.26,-05:21.37129,0.8-8,0.2.18107, ",Yoruba,2024-03-11 20:44:00,weak,temporal_embedding,place,: ,historical
,mostlyd9-3401-4635-8713-3f6196bc3c76,KnowledgeDomain:KnowledgeGraphTriple,context,cultural_element,historical,Shona,2025-09-29 17:32:00,moderate,temporal_,object,A,timeless
context,mostly39-f7f2-4912-ad10-0c1edcdb493c,KnowledgeDomain:KnowledgeGraphTriple,symbolic_type,cultural_element, ,Yoruba,2024-03-24 17:40:00,strong,context,organization,T--044}8,historical
object_strength,mostly1f-31c6-44fd-bf51-39232dcf73af,KnowledgeDomain:KnowledgeGraphTriple,historical,organization,"-T112,0.942434,-1.19946,-0.816,00,--0.62,.02,-0.14,0.58,0-8:-0.19957,0.235,-0.75,",Hausa,2025-05-23 04:38:00,strong,temporal_an,person,", ",historical
subject,mostlye6-ddbd-4245-9c35-c5766fd4269d,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,"2024---02939.187,-1.41300}:.03,1.42,-0.4461,-120.76,-16.181,1.174,0.7,0.13,-01,-0.09515,-0.05,00-1,-1.876,-0.65046:,06.05,46.1,.505,1.2817,91-.76,0428,--.7-1.1397,1.1776,-01,0.093,,6,0.27,00-0.380.9,-1.76421,-0.198.57",Igbo,2024-04-21 03:09:00,moderate,subjectaspect ,cultural_element,subject,historical
,mostlyc8-274c-481e-b665-245768a4362a,KnowledgeDomain:KnowledgeGraphTriple,primary_embedding,concept,is,Igbo,2024-03-09 01:55:00,strong,S_aspect,person,temporalan,current
historical,mostly43-030c-49d5-9145-76d3ad30517d,KnowledgeDomain:KnowledgeGraphTriple,,concept,primary_type,Yoruba,2025-05-29 16:10:00,weak,object of,person,", ",historical
Gratta inuils,mostly17-8199-40ab-98b4-cdfcd95a8f89,KnowledgeDomain:KnowledgeGraphTriple,historical,organization,object{sco and,Zulu,2025-02-14 06:30:00,strong,symbolic_graphed ,place,historical,historical
", ",mostly85-d7e5-492a-83cf-10e0abcbb7d5,KnowledgeDomain:KnowledgeGraphTriple,"}-29.1,0.720500,--0.48-1836,-0.8,-0.,0.907--0.03.1699,-0.4-62,009482,0.8,-1:,-0.0215,0.8,-0.083,0.161,-0.07,001.3,-0.1,1.97.0477}8}108,-0.46:5657,1.22.93,0.0317},-0.4607-236,0.6.23-00646:}00",concept,conceptgut Africats,Amharic,2025-09-29 17:32:00,strong,weak,concept,", ",timeless
_,mostlye2-b350-4b55-b4d5-8cedbbbac853,KnowledgeDomain:KnowledgeGraphTriple,concept,cultural_element,subject,Amharic,2024-01-08 07:00:00,strong,moderatener,object,symbolic_language,historical
concept,mostly84-3325-42bf-a157-b5e043d3c3cf,KnowledgeDomain:KnowledgeGraphTriple,historical,concept,organizationtth,Yoruba,2024-04-10 01:03:00,moderate,_type,place,cultural,current
place,mostly65-9456-4c73-b601-e4ff5f4d6c22,KnowledgeDomain:KnowledgeGraphTriple,primary,place,subject,Yoruba,2025-04-27 00:09:00,weak,person,cultural_element,predicate,current
subject ,mostly3c-ba8f-4292-9e4d-faf5ebf0050e,KnowledgeDomain:KnowledgeGraphTriple,N,place,Igbo_strength,Swahili,2024-06-21 14:12:00,moderate,concept,place,}_ ,current
S,mostlye9-17f0-4959-9745-b8aaf38396f6,KnowledgeDomain:KnowledgeGraphTriple,2024-33,organization,contexto,Swahili,2025-04-14 05:47:00,strong,"2024-1.7,2.62,1.01-1.23,0.146, ",person,concept,historical
object: ,mostlye8-155f-444c-b14f-59547b633913,KnowledgeDomain:KnowledgeGraphTriple,predicate,cultural_element,relationship,Yoruba,2025-02-05 05:00:00,weak,subject,organization,relationship_language,historical
primary_graph_ ,mostly8a-ca69-4a7f-ac0a-c329df56fb5e,KnowledgeDomain:KnowledgeGraphTriple,", ri{",event,,Igbo,2024-08-21 11:49:00,strong,: ,place,object,historical
strong,mostly75-cfef-40cc-99a1-a34343efa460,KnowledgeDomain:KnowledgeGraphTriple,place,place,relationshipa,Igbo,2024-12-03 16:03:00,strong,,place,object_aspect,historical
,mostly8c-9909-415b-a978-9c093e433130,KnowledgeDomain:KnowledgeGraphTriple,organization,concept,symbolic,Swahili,2025-01-03 03:38:00,moderate,context,person,Gc,historical
{,mostly45-cdb3-41bc-8c8a-574d84cc0577,KnowledgeDomain:KnowledgeGraphTriple,subject,concept,: ,Amharic,2024-07-29 19:26:00,moderate,subject_representation,place,context,historical
predicate,mostlyc1-db64-4426-97ec-07ba6884280b,KnowledgeDomain:KnowledgeGraphTriple,relationshipalu ,organization,temporal_embedding,Swahili,2024-06-12 15:58:00,weak,: ,place,2024--1.153,historical
", ",mostly45-8f67-4ebc-8248-7ca9fba181ee,KnowledgeDomain:KnowledgeGraphTriple,influen,concept,:  ,Amharic,2025-09-17 15:46:00,moderate,historical,place,N,historical
"}, ",mostly23-adcb-4e77-8891-1672670da57e,KnowledgeDomain:KnowledgeGraphTriple,neural_type,concept,}_strength,Yoruba,2025-05-01 22:03:00,moderate,strong,place,temporal.,historical
S,mostly93-b856-47a6-8773-b4229d9e49cd,KnowledgeDomain:KnowledgeGraphTriple,place,cultural_element,subject_at,Igbo,2024-04-25 00:16:00,moderate,2025ms,concept,",0representation",current
neural_strength,mostly2d-d839-4c41-bc1d-c46d6a90a32a,KnowledgeDomain:KnowledgeGraphTriple,Amharicc mmisd,place,C,Swahili,2024-12-28 21:49:00,strong,2024Te {,place,: ,current
object,mostly67-0085-4ba8-b4db-42c464ec214e,KnowledgeDomain:KnowledgeGraphTriple,S,object,subject,Amharic,2025-05-16 03:08:00,weak,historical,person,primary,historical
symbolic_type,mostlycc-46cd-4c8f-aa26-0f919e9f280b,KnowledgeDomain:KnowledgeGraphTriple,2024n Africa,place,primary_at,Swahili,2024-06-09 15:56:00,strong,historical{,place,historical,historical
:_strength{,mostly3d-e4cb-4c0c-b4df-ef8ea4bcd3c4,KnowledgeDomain:KnowledgeGraphTriple,predicatearra,place,Cing ,Igbo,2024-02-28 12:45:00,strong,strong,concept,relationship _language,current
-00,mostlye2-dbd6-4fa8-a0e1-782d1e87c4be,KnowledgeDomain:KnowledgeGraphTriple,S_strength and ,place,: ,Swahili,2024-08-25 09:41:00,strong,recorded_graph,cultural_element,recorded: {,current
,mostlya5-a49e-4243-a021-ea9c149c4791,KnowledgeDomain:KnowledgeGraphTriple, ,concept,P,Amharic,2024-12-23 22:56:00,moderate,place,person,strong,historical
subject_strength,mostly6c-5bb6-4b58-a618-7b88414728cb,KnowledgeDomain:KnowledgeGraphTriple,temporal_type,cultural_element,temporal,Yoruba,2024-12-28 05:22:00,moderate,concept,cultural_element,object_representation,historical
,mostly1f-b6c1-4b35-96cc-b95dc32b34f8,KnowledgeDomain:KnowledgeGraphTriple,recorded_type,concept,T,Swahili,2024-12-16 06:41:00,moderate,symbolic_representation,concept,neural,current
knowledge_embedding,mostly6e-fbbd-47d7-b95d-72fa42c6c330,KnowledgeDomain:KnowledgeGraphTriple,M,concept,2025-01-11T342-1030-:09:00,Oromo,2024-02-01 14:35:00,strong,object_type,cultural_element,: ,historical
predicate,mostlyc5-137f-43d6-ac1f-9ccf9472dc52,KnowledgeDomain:KnowledgeGraphTriple,subject_strength,concept,} c c sicsal andsa andi_dsan,Igbo,2025-08-02 08:29:00,weak,"A-23-04-.29T-1321,1.17,509}1}-1.282804,0.1903,,-0.475602648,-02-1.0274,-0.6,0.6-188,:",concept,context_type,historical
moderate,mostly16-1e8a-4a03-b563-65cfa9bd2b21,KnowledgeDomain:KnowledgeGraphTriple,object,concept,Gthcmeresrp of,Zulu,2025-09-24 13:09:00,strong,is,concept,", ",historical
object,mostly6a-0043-4016-85d5-ad41e8e20f61,KnowledgeDomain:KnowledgeGraphTriple,Era sri in,organization,place,Yoruba,2024-06-24 13:36:00,moderate,organization{igedorritm inic,place,subject_embedding,historical
"K-T01, neural",mostlye4-45c9-497d-b7b0-50554474a655,KnowledgeDomain:KnowledgeGraphTriple,concept,concept,Yoruba,Amharic,2025-05-16 11:00:00,moderate,", ",organization,"historical_,s ",historical
 ,mostly60-18b7-41cd-81ba-4f68fcaa8662,KnowledgeDomain:KnowledgeGraphTriple,: ,cultural_element,object,Oromo,2024-01-17 14:49:00,strong,S_graph,place,knowledge_graphy,historical
symbolic_type,mostly84-9ddf-4de3-aab3-e6d6760bd7ba,KnowledgeDomain:KnowledgeGraphTriple,object,concept,subject,Igbo,2025-08-26 14:10:00,strong,historical,concept,object_type,historical
symbolic_language,mostlyfc-7886-4e3a-8c16-eaa2bf21c78c,KnowledgeDomain:KnowledgeGraphTriple,place,cultural_element,South,Amharic,2024-04-25 18:40:00,weak,relationship c,object,",1",historical
Zulu,mostlyb3-525c-4382-a3ca-148895b6a693,KnowledgeDomain:KnowledgeGraphTriple,moderate{,organization,_representation,Yoruba,2025-07-16 22:13:00,strong,2024_{,object,predicate,historical
"Swahili-1..1,0.6,1.38,-1.6,1.26729,--0.220.22:1.36,0.604",mostly8b-1851-4339-b0a5-2e0f5ea40ad8,KnowledgeDomain:KnowledgeGraphTriple,Ean,organization,timeless,Igbo,2024-05-20 04:54:00,strong,_at,person,relationship_strength,current
N_at,mostlyc9-7382-41ab-97e0-e86e9b5e4130,KnowledgeDomain:KnowledgeGraphTriple,concept,event,symbolic_representation,Shona,2024-12-02 08:10:00,strong,knowledge,concept,_,timeless
neural_language,mostly18-8058-4024-8d1f-f60f8b7ff903,KnowledgeDomain:KnowledgeGraphTriple,concept,place,cultural ,Swahili,2025-04-29 18:13:00,moderate, ,place,"2024graph-,-21_.1575,0..1256,,-0.03-13,0.2.3922,}.68,-1.073.05,-0.71:0.0218.3,0T0042,0.1.45,-0.560,-0.2,-0.,1.2,-0.7,-0.25296,-1.71.2,50T1159,-0.155,0.086",historical
place ,mostly0d-4101-4a03-9d4f-c97a694c9221,KnowledgeDomain:KnowledgeGraphTriple,: ,cultural_element,subject,Yoruba,2024-03-10 19:57:00,weak,moderate,organization,historical,historical
2024,mostlyce-52fc-4ae0-a775-08969f5671cf,KnowledgeDomain:KnowledgeGraphTriple,symbolic,object,: {,Hausa,2024-09-09 22:00:00,moderate,:,person,,historical
M_representation,mostly84-99d1-445a-b8be-5721cfb68498,KnowledgeDomain:KnowledgeGraphTriple,context,place,primary_aspect,Amharic,2024-02-29 23:48:00,strong,object_type,place,primary_language,historical
,mostly2b-a7c7-456d-8b0d-f76c17e289aa,KnowledgeDomain:KnowledgeGraphTriple,relationship_representation,concept,Amharic_graph,Yoruba,2025-05-01 21:20:00,strong,", ",place,C,historical
neuralm sy s m,mostlyd7-7639-4fa7-a270-597b5875a5ee,KnowledgeDomain:KnowledgeGraphTriple,",_type",organization,subject_language,Shona,2024-05-21 14:37:00,strong,primary_representation,organization,2025 c{,historical
context_language,mostly1f-cde0-444d-9c80-924f2aa0b7a9,KnowledgeDomain:KnowledgeGraphTriple,predicate,person,M{,Amharic,2025-05-15 01:13:00,strong,neural,place,} ,historical
Md,mostly04-0099-4833-b335-f6cc87376778,KnowledgeDomain:KnowledgeGraphTriple,", {",place,conceptany,Swahili,2024-05-08 16:32:00,weak,concept,place,historical,historical
is ofn,mostly8a-b278-464b-8caf-e02d23448f5d,KnowledgeDomain:KnowledgeGraphTriple,subject,concept,context,Yoruba,2024-04-13 15:07:00,strong,predicate{,concept,: ,historical
context,mostly3a-da61-4e2d-96d2-b1722ab23395,KnowledgeDomain:KnowledgeGraphTriple, ,concept,2024,Shona,2024-02-10 15:16:00,moderate,"primary, altio",organization,is,historical
predicate,mostly1a-0cbe-4219-8069-78463a37b0bd,KnowledgeDomain:KnowledgeGraphTriple,primary ,event,relationship_representation,Zulu,2024-10-08 09:03:00,weak,N,organization,neuralrelationship,historical
temporal ,mostly04-e966-4344-a780-e8ecdd63091d,KnowledgeDomain:KnowledgeGraphTriple,", ",place,"-0.7,1.04,-0.5822,-:0..27952,-0.48.078,-0.1,1.5,-1.0746,-0.018,1.7",Amharic,2025-03-09 15:07:00,strong,temporal ,event,", ",historical
", ",mostly74-48eb-407f-aba4-a1fba2c7da58,KnowledgeDomain:KnowledgeGraphTriple,object_at,place,E,Shona,2025-09-29 17:32:00,weak,relationship_,concept,primary_embedding,historical
primary,mostly15-b950-4f3a-a700-23d5305fd405,KnowledgeDomain:KnowledgeGraphTriple,symbolic__at,object,place,Shona,2024-04-05 20:34:00,strong,", ",place,object,current
}-_representations,mostly76-96de-42d0-9f5b-3642f0d12a17,KnowledgeDomain:KnowledgeGraphTriple,C,object,2025,Amharic,2025-06-14 19:08:00,strong,: ,cultural_element,knowledge_strength,historic
,mostly03-e75c-4065-9fc8-f2f892aa28eb,KnowledgeDomain:KnowledgeGraphTriple,concept,place,subject:00,Amharic,2024-07-28 23:42:00,moderate,Cs,concept,: ,historical
objectuer,mostly82-9c95-4694-b9f9-a490c490cb0d,KnowledgeDomain:KnowledgeGraphTriple,,concept,object_{,Swahili,2024-02-28 04:01:00,strong,G_representation,object,", ",historical
"2024-010.9:170.,0.25,--0.39,-0.365,1716, 8,_.47",mostly9d-907e-405b-a73d-c94fe76e6df8,KnowledgeDomain:KnowledgeGraphTriple,: ,place,strong,Shona,2024-04-16 13:57:00,strong,",a",place,temporal_i,historical
"2024--05,0019492}07:106.428, ",mostlyd7-be95-40de-81e5-de7b37162f9e,KnowledgeDomain:KnowledgeGraphTriple,"timeless, ",place,Nile,Swahili,2024-05-05 21:45:00,moderate,"-06,.561.763,900.09",person,place,current
2025,mostly70-15ff-46fb-b216-ac12c2b267fe,KnowledgeDomain:KnowledgeGraphTriple,}_representation,concept,place,Igbo,2024-12-02 07:29:00,moderate,", ccandouancead { ofe",event,", ",historical
: ,mostlyd5-6633-4787-8420-8f42703b9e20,KnowledgeDomain:KnowledgeGraphTriple,Swahili,person,concept,Swahili,2025-01-14 19:09:00,strong,G- ,person,object,timeless
recorded_at,mostly22-72d9-480c-9d09-6b36dc87236e,KnowledgeDomain:KnowledgeGraphTriple,place,concept,"2025-0806s0,1.,0.257,1.274,2.294,-1.4,0.312,- 50.081,0.49049,1.024612, ",Zulu,2025-05-09 08:59:00,weak,2024-T04-1.408,concept,"2025-12-0.04,0.26, {",historical
symbolico,mostly01-3ba4-4d29-a4bd-3de0fca48861,KnowledgeDomain:KnowledgeGraphTriple,subject,concept,: ,Swahili,2024-04-26 15:08:00,moderate,", ",cultural_element,place,current
A,mostly87-3933-43b9-babd-90258acf5e39,KnowledgeDomain:KnowledgeGraphTriple,relationship_language,concept,: a,Yoruba,2025-05-07 14:45:00,moderate,South ,place,", ",historical
subject,mostly7d-035c-4f49-8599-e836aadf521b,KnowledgeDomain:KnowledgeGraphTriple,subjectr,place,subject_aspect,Swahili,2024-07-27 17:38:00,moderate,predicate,concept,object,historical
neural,mostlybc-c6e3-4b2b-a23e-7ace72e78c93,KnowledgeDomain:KnowledgeGraphTriple,subjects,place,: ,Zulu,2024-02-27 09:03:00,moderate,historical,place,concept,historical
subject,mostlyb2-c9ee-4241-8486-65f48a057862,KnowledgeDomain:KnowledgeGraphTriple,historicalu,place,predicate,Yoruba,2025-04-12 11:19:00,moderate,Zulu,concept,relationship_at,historical
: ,mostly7d-4028-481d-8b54-5ff127587f87,KnowledgeDomain:KnowledgeGraphTriple,", ",organization,place,Hausa,2025-09-29 17:32:00,strong,subjectaspecttypemedk,place,predicate,historical
"2024al1.0217-,-0.4248432",mostlyb2-71e3-4603-a56d-daad2041f2f3,KnowledgeDomain:KnowledgeGraphTriple,symbolic_type,organization,"neuraln,-.44601,10.8,-0.05.1202,-1319:11.0,-0.061099-0.4,--0.36,1.03-3,-0.3608,09-0.47,2.4876,0.5,-0.36613,-1.93,0.521,0..6,-0.2919109.48,-0.36,,-0.213,1.126,4.4-443,-1.1:48497,s.36.13,0.2007,",Amharic,2025-01-23 21:32:00,strong,A,concept,-,historical
",0.4-.165233,-1.49152,0_04-42--0.642,-0.8,-005.65,-0.31,0.21.484,1.1.1.3,-1",mostlyf6-d19c-4f9d-a676-b72688099489,KnowledgeDomain:KnowledgeGraphTriple, ,object,temporalgraph,Swahili,2025-06-10 11:00:00,strong,place,concept,", ",timeless
2025nb,mostly35-c442-4dfc-a982-e52abc738a94,KnowledgeDomain:KnowledgeGraphTriple,:00,concept,cultural_at,Hausa,2025-03-14 10:28:00,strong,context,place,Yoruba_at,historical
Swahili,mostlyd7-dfee-4dca-9986-a6c4986f8e4f,KnowledgeDomain:KnowledgeGraphTriple,"primary_, ",place,knowledge_language,Igbo,2024-08-26 15:55:00,strong,: ,place,strong,historical
object,mostly7d-ed78-4464-b608-e263c3724942,KnowledgeDomain:KnowledgeGraphTriple,historical,concept,",-0.3190,0.04,0.75,0.4807: {",Shona,2024-12-03 02:18:00,moderate,predicate_type,person,neural,historical
context,mostlye7-ecd3-48ab-a8a3-8401e5dc04fa,KnowledgeDomain:KnowledgeGraphTriple,concept,concept,stronga,Swahili,2025-09-29 17:32:00,moderate,relationship_graph,person,", ",historical
 ,mostly6c-9a2e-4605-8fae-2d114dd41441,KnowledgeDomain:KnowledgeGraphTriple,predicate{,concept,"2025--1.4T,20.809,-1.52508, ",Hausa,2025-09-29 17:32:00,strong,knowledge_embedding,event,: ,historical
historical,mostly9e-03c1-4092-a3d3-44417c72a6ff,KnowledgeDomain:KnowledgeGraphTriple,predicate:,place,object_aspect,Oromo,2024-10-09 15:17:00,strong,predicate,place,object,historical
strong,mostly50-0a02-4848-a77a-88cfba61d939,KnowledgeDomain:KnowledgeGraphTriple,object_graph,organization,: ,Swahili,2024-02-09 17:29:00,strong,subject{,concept,"-.01-0,0.315-002,-0.1704,-1.286,0.62,4-1.48900,0.4319,-0,1.6,-1.4,0.67,029.8,1.62,.3976-0.0270.9,0.25, ",historical
"2025--0..5649,-1.1,-0.6823,1.4657:0-09,00, ",mostly89-0cb8-4075-ae6d-1c36c8c7961b,KnowledgeDomain:KnowledgeGraphTriple,object,object,Zulu,Zulu,2024-05-05 17:24:00,weak,recorded,organization,relationship_strength,current
C,mostlyd4-582b-493e-b987-120ac5811f40,KnowledgeDomain:KnowledgeGraphTriple,,place,culturaley Africa,Amharic,2024-06-05 22:39:00,strong,Ar,place,Mse  c,historical
primary}}} ,mostly52-3aa4-4608-8c62-4943e006e504,KnowledgeDomain:KnowledgeGraphTriple,subject_type,concept,subject,Swahili,2024-03-23 17:59:00,moderate,G,concept,temporal_at,historical
temporal_language,mostly19-2d2e-4501-9e6a-f74630b8d151,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,temporals,Hausa,2024-07-13 19:07:00,moderate,"historical_, ",cultural_element,", _type",historical
"2025, ",mostly59-a7ed-45e0-b6f1-1504feb56d86,KnowledgeDomain:KnowledgeGraphTriple,2024 ,concept,concept,Amharic,2025-02-22 12:57:00,moderate,", {",organization,neuralstrengths,historical
moderate,mostly7b-41ad-4bc6-952f-21e9ca70be53,KnowledgeDomain:KnowledgeGraphTriple,moderate,organization,strong,Yoruba,2024-02-25 15:12:00,strong,predicate,person,neural_embedding,historical
subject_type,mostly24-7111-4f91-9a22-e19446a49ab0,KnowledgeDomain:KnowledgeGraphTriple,place,person,temporal,Igbo,2024-03-10 17:48:00,strong,object,object,_types,historical
: ,mostlycc-c066-411b-8a60-1107b03bcca3,KnowledgeDomain:KnowledgeGraphTriple,A,place,2025,Hausa,2025-08-06 05:19:00,strong,place_embedding,place,: ,historical
organization,mostly2a-ee9b-4ccc-be8d-cd155ead4331,KnowledgeDomain:KnowledgeGraphTriple,current,place,strong,Shona,2024-06-29 09:40:00,strong,neurala,concept,_type,historical
object,mostlya7-ec5e-42cb-a83c-61e2c2309444,KnowledgeDomain:KnowledgeGraphTriple,recorded_at,concept,2024areraironicesy ofoumvc,Zulu,2025-09-29 17:32:00,strong,relationship_aspect,cultural_element,subjectk,historical
",--} ",mostlyca-0449-46b7-a0fa-9f90016bcf3c,KnowledgeDomain:KnowledgeGraphTriple,} ,cultural_element,primary_language,Igbo,2024-02-28 03:45:00,weak,Mries of,place,: ,historical
,mostly1e-b57e-4655-af02-c1b31f56dcc1,KnowledgeDomain:KnowledgeGraphTriple,2025 cc,place,primaryecih o pica tsiaera,Igbo,2025-04-06 12:47:00,strong,historical,place,place,historical
