activity_type,age_months,age_years,context,description,developmental_milestone,emotional_development,id,labels,lesson_learned,location,name,object,object_type,predicate,primary_language,proverb_or_wisdom,recorded_at,relationship_strength,social_context,subject,subject_type,symbolic_logic,symbolic_representation,temporal_aspect
,2,,,caregiver_interaction,,,mostlyb3-d2f6-4ab8-9ef8-94867509fe1f,KnowledgeDomain:Infancy,,", ",,,,,Yoruba,,2025-07-06 08:20:00,,,,,Lokhwlrl as.,,
,12,,,2025 ,,,mostlybd-e9cb-49c2-a68a-0527a309d2c4,KnowledgeDomain:Infancy,,joyful.,,,,,Shona,,2025-08-31 00:13:00,,,,,description_,,
,18,,,neuralm {,,,mostlye5-e023-4e16-95e3-6687dc134246,KnowledgeDomain:Infancy,,descriptionmonths,,,,,Swahili,,2024-05-28 16:24:00,,,,,", ",,
,16,,,“ ,,,mostlyaf-b6db-4c4a-ac7d-6f2011359990,KnowledgeDomain:Infancy,,experience_type,,,,,Oromo,,2024-03-14 07:18:00,,,,,{,,
,20,,,: ,,,mostlyeb-f59b-4d1f-81d6-0eb092ca9712,KnowledgeDomain:Infancy,,P and-08 thenTthing ,,,,,Yoruba,,2025-02-20 19:13:00,,,,,age_months,,
,5,,, ,,,mostly4b-b1b3-4ab0-822c-1f5b09ecf069,KnowledgeDomain:Infancy,,primarymonthsd {,,,,,Hausa,,2025-06-06 20:42:00,,,,,neural_months,,
,9,,,"age., ",,,mostlyfc-766f-4306-a5d7-9665dd9ba997,KnowledgeDomain:Infancy,,", ",,,,,Yoruba,,2024-03-08 21:14:00,,,,,"Ifom hoer,-0.5,-0.",,
,11,,, {,,,mostly40-8e9c-408b-ad7e-dc854a918255,KnowledgeDomain:Infancy,,recorded_interaction,,,,,Shona,,2025-09-28 18:06:00,,,,,If ,,
,14,,,: {,,,mostly00-0955-41e4-8b5c-7b30e269c382,KnowledgeDomain:Infancy,,S and d b s tooral,,,,,Oromo,,2025-06-30 22:30:00,,,,,symbolic_language,,
,6,,,2025 ,,,mostly89-fdc4-4da5-8685-a720a9b5f825,KnowledgeDomain:Infancy,,", ikr, {",,,,,Swahili,,2024-12-31 13:13:00,,,,,“_ c,,
,22,,,caregiver_,,,mostly87-e798-4090-a9bf-372da392e528,KnowledgeDomain:Infancy,,neural_at,,,,,Hausa,,2025-05-14 08:12:00,,,,,: ,,
,20,,,"Singkesanc, ",,,mostly7e-645a-4035-b5c0-645bf2da2523,KnowledgeDomain:Infancy,,,,,,,Yoruba,,2024-12-29 06:24:00,,,,,caregiverorm”ar0.,,
,7,,,Caregiver1.,,,mostlyf3-bd75-4fc7-bf39-922fd04241b9,KnowledgeDomain:Infancy,,"“If m, thenp td with then b.",,,,,Shona,,2024-10-20 04:14:00,,,,,“,,
,5,,,", ",,,mostly2f-939f-4064-bb25-78b8a1ac03d1,KnowledgeDomain:Infancy,,", ",,,,,Amharic,,2024-06-07 06:29:00,,,,,Infant.,,
,8,,,experience_,,,mostly5e-4eb5-4105-98c7-de9a6cfb80c4,KnowledgeDomain:Infancy,,",_",,,,,Swahili,,2025-03-02 14:34:00,,,,,", ",,
,22,,,auditory,,,mostlyc4-6123-4b11-b9fc-7a8701738cd2,KnowledgeDomain:Infancy,,2025p {,,,,,Shona,,2024-11-02 08:59:00,,,,,} ,,
,11,,,": ,“_sounds",,,mostly04-0ad4-426a-9871-71ccb36181a2,KnowledgeDomain:Infancy,,auditory,,,,,Hausa,,2024-08-04 23:49:00,,,,,cultural_,,
,7,,,", ",,,mostly8f-9132-4cbc-9e28-a929bb9fbe8d,KnowledgeDomain:Infancy,,"emotionalT0.05,-0..75,-1..36090.9",,,,,Shona,,2024-09-11 12:35:00,,,,,Hausa_tone,,
,2,,,age_,,,mostly86-e282-478d-b326-f2876e2d99eb,KnowledgeDomain:Infancy,,,,,,,Hausa,,2025-07-28 18:00:00,,,,,K,,
,9,,,words_interaction,,,mostly57-0646-4b0c-ae82-7842c29ca336,KnowledgeDomain:Infancy,,"“-u f bessa p apued with, thene” ",,,,,Yoruba,,2024-07-18 06:29:00,,,,,2025.,,
,18,,,age_sounds,,,mostly6f-8339-40d9-9d8c-7ca43838004e,KnowledgeDomain:Infancy,,P,,,,,Swahili,,2024-05-08 11:39:00,,,,,Hausa,,
,11,,,location,,,mostly6c-6ddb-4f86-bb71-2201a94f20be,KnowledgeDomain:Infancy,,: ,,,,,Hausa,,2025-09-28 18:06:00,,,,,_type,,
,20,,,"If to isese, ",,,mostlybf-1fcc-4fb9-a6c1-c6409b3c5437,KnowledgeDomain:Infancy,,secure,,,,,Yoruba,,2025-08-06 22:27:00,,,,,"2024--0.0.38,1",,
,8,,,", ",,,mostlydc-1960-4088-9f7c-d3485883b183,KnowledgeDomain:Infancy,,If,,,,,Swahili,,2025-03-11 23:45:00,,,,,descriptions to tos.18,,
,11,,,symbolic_months,,,mostly66-2346-43fe-afe8-bf4ad48d7ac6,KnowledgeDomain:Infancy,, ,,,,,Hausa,,2024-03-19 00:42:00,,,,,S: ,,
,13,,,infancy,,,mostly99-478c-4e98-b057-c41848fb9069,KnowledgeDomain:Infancy,,", ",,,,,Yoruba,,2024-01-04 02:41:00,,,,,,,
,14,,,infancy,,,mostly66-be5b-4edb-b706-07409b2d2385,KnowledgeDomain:Infancy,,", ",,,,,Oromo,,2025-04-05 03:06:00,,,,,symbolic_,,
,7,,,neural ,,,mostlyb8-e3c6-4428-a9db-906d39dadda9,KnowledgeDomain:Infancy,,", ",,,,,Shona,,2024-05-15 19:56:00,,,,,T ,,
,7,,,: -1,,,mostly42-afad-43fc-b608-45b6f1d67a4c,KnowledgeDomain:Infancy,,neural} ,,,,,Shona,,2024-09-18 17:05:00,,,,,c,,
,5,,,O,,,mostly6e-1434-4954-aced-3ecd86da3ff7,KnowledgeDomain:Infancy,,", ",,,,,Oromo,,2024-08-18 14:26:00,,,,,caregiver_language,,
,16,,,}_logic,,,mostly56-ca4c-41ae-822c-4fbab6cd3be6,KnowledgeDomain:Infancy,,experience,,,,,Yoruba,,2024-01-13 13:49:00,,,,,O,,
,13,,,experience_language,,,mostly33-c7fb-410a-a876-77bac4e05749,KnowledgeDomain:Infancy,,", ",,,,,Igbo,,2024-11-07 23:59:00,,,,,: ,,
,15,,,: ,,,mostly85-ea5e-4301-b949-c08713f1c076,KnowledgeDomain:Infancy,,} {,,,,,Oromo,,2025-08-16 19:56:00,,,,,experience ,,
,0,,,primary_sounds,,,mostly41-821e-470c-b5ea-6f6ffb196d68,KnowledgeDomain:Infancy,,", ",,,,,Oromo,,2024-05-17 16:02:00,,,,,experience“,,
,14,,,: ,,,mostly64-b998-41b6-9bfd-8eb711f538e9,KnowledgeDomain:Infancy,,infancy_type,,,,,Oromo,,2025-07-17 15:29:00,,,,,words ,,
,24,,,Yoruba ,,,mostly9c-6bf1-443b-bf53-b4a37ac22e7c,KnowledgeDomain:Infancy,,", ",,,,,Igbo,,2025-02-28 23:23:00,,,,,infancylanguage,,
,11,,,“,,,mostlyb0-3104-4b1c-acce-d1ca56a49fc7,KnowledgeDomain:Infancy,,Oes toerrhing,,,,,Hausa,,2024-02-06 19:46:00,,,,,PIfe br withi aingaer,,
,22,,,experience ,,,mostlyd9-aac5-4fa7-ab58-e7f97632224b,KnowledgeDomain:Infancy,,_interaction,,,,,Zulu,,2024-01-11 07:01:00,,,,,", tone",,
,9,,,S ,,,mostly6f-fb97-467a-896f-91f9249f79a8,KnowledgeDomain:Infancy,,_sounds,,,,,Yoruba,,2024-09-20 06:58:00,,,,,: ,,
,22,,,neural_months,,,mostly4c-7106-47e9-8bcf-f3e58b132f98,KnowledgeDomain:Infancy,,neural__language,,,,,Igbo,,2024-05-07 05:45:00,,,,,"2024--1.3,10.5,-0.055,01.12,-000, thenT38,-0.5707,1.8,08-0.14",,
,9,,,}.T.,,,mostly32-0040-4b61-947d-f75566a82b10,KnowledgeDomain:Infancy,,cultural_months,,,,,Igbo,,2025-09-18 19:39:00,,,,,-,,
,22,,,secure,,,mostly82-c5ee-4ef3-bdf3-d92ccb6c4a79,KnowledgeDomain:Infancy,,primary_months,,,,,Zulu,,2025-06-18 08:52:00,,,,, ,,
,0,,,2025_or_months,,,mostly25-0582-41fd-92fc-ebe0d1dc38b6,KnowledgeDomain:Infancy,,"“m0.57-0.57,-0.58.219,07.",,,,,Hausa,,2024-07-17 11:26:00,,,,,location,,
,22,,,auditoryorT_,,,mostly8b-c334-42af-89d4-ada1bafc5aa7,KnowledgeDomain:Infancy,,2025 ,,,,,Hausa,,2024-09-14 01:52:00,,,,,recorded_or ,,
,2,,,words_or_{,,,mostly76-004c-4c8d-914b-5e5250135609,KnowledgeDomain:Infancy,,auditory,,,,,Zulu,,2024-12-12 06:11:00,,,,,infancy,,
,2,,,", ",,,mostly6a-37a6-4973-bc45-9e59e5298bb7,KnowledgeDomain:Infancy,,cultural_If,,,,,Yoruba,,2025-07-28 13:16:00,,,,,"“omom,- language: ",,
,14,,,"T,car.",,,mostly76-2f85-49a8-9ee6-1009ec01bd7d,KnowledgeDomain:Infancy,,E,,,,,Igbo,,2024-07-26 19:34:00,,,,,,,
,6,,,Swahili,,,mostly94-73d4-4382-b929-bc1e29ef0538,KnowledgeDomain:Infancy,,description,,,,,Yoruba,,2025-04-18 13:05:00,,,,,neural ,,
,16,,,"P,-0.2,00.,1.145,-.06.22,-0.0.",,,mostlyec-9ef3-40f1-8352-05d60dec9cda,KnowledgeDomain:Infancy,,", {",,,,,Oromo,,2024-11-01 05:47:00,,,,,", ",,
,15,,,", ",,,mostlybd-21f1-4d70-ad78-c556e0df0a2d,KnowledgeDomain:Infancy,,K ,,,,,Amharic,,2025-03-10 19:04:00,,,,,", ",,
,20,,,If{,,,mostly08-c884-4f49-a016-16eeb0769ba6,KnowledgeDomain:Infancy,,locationd,,,,,Yoruba,,2025-07-13 08:59:00,,,,,infancy,,
,12,,,words__language,,,mostly27-e6a2-4150-9466-fd29409f477a,KnowledgeDomain:Infancy,,Ifit drts.,,,,,Swahili,,2025-06-07 23:34:00,,,,,recordedlogic: ,,
,14,,,words_{,,,mostlye2-18ac-4d5d-804d-eaace9f574cc,KnowledgeDomain:Infancy,,} ,,,,,Oromo,,2025-04-06 03:17:00,,,,,2025 ,,
,24,,,", ",,,mostly99-8902-4780-9fdc-de82f52c4a04,KnowledgeDomain:Infancy,,},,,,,Hausa,,2024-10-28 23:20:00,,,,,2025,,
,7,,,recorded_at,,,mostlyef-8940-44b0-be5e-a9df087a1acb,KnowledgeDomain:Infancy,,motor_ ,,,,,Shona,,2024-08-14 02:13:00,,,,,", ",,
,11,,,-414} ,,,mostly83-825a-436b-a5c9-85edb8d1d4ed,KnowledgeDomain:Infancy,,O,,,,,Hausa,,2024-03-12 19:40:00,,,,,If,,
,15,,,description,,,mostly0a-8725-4c75-80d8-9c64e324e4d9,KnowledgeDomain:Infancy,,: ,,,,,Igbo,,2025-08-17 10:09:00,,,,,caregiver_type,,
,11,,,age_soundslanguage,,,mostly69-f1d4-4665-ac7b-b199ad5ff965,KnowledgeDomain:Infancy,,age_months,,,,,Hausa,,2025-03-21 09:05:00,,,,,: ,,
,5,,,infancy,,,mostlyda-488b-475d-b805-e774e48c91e1,KnowledgeDomain:Infancy,,A,,,,,Swahili,,2025-09-28 18:06:00,,,,,“avoe toeeanes.,,
,1,,,ages_tone,,,mostlydf-ee93-4992-a48c-8983536e5831,KnowledgeDomain:Infancy,,location,,,,,Shona,,2024-07-17 04:32:00,,,,,: ,,
,14,,,E,,,mostly91-d0b5-42c6-a3b5-3313f6830f44,KnowledgeDomain:Infancy,,infancy,,,,,Amharic,,2024-12-12 17:19:00,,,,,caregiver: ,,
,9,,,recorded_tone,,,mostlydf-6939-4703-b4b0-86e50dfe0e99,KnowledgeDomain:Infancy,,description,,,,,Yoruba,,2024-12-01 21:39:00,,,,,age_tone,,
,16,,,"“m withalatsking bbs,”0.19,0.12,-028.9596,0..3, ",,,mostlyc7-bdfb-4f8e-b81a-64886a516615,KnowledgeDomain:Infancy,,"-0.92, then.15-172, ",,,,,Igbo,,2024-08-29 00:17:00,,,,,“_months,,
,4,,,symbolic_typed,,,mostlyea-65b4-4a2d-8998-6fbcd96f62b7,KnowledgeDomain:Infancy,,"Infant, ",,,,,Hausa,,2024-01-07 18:45:00,,,,,experience_tone,,
,1,,,experience,,,mostly1a-6088-41e3-9739-724ee3d2532e,KnowledgeDomain:Infancy,,symbolic: ,,,,,Yoruba,,2024-11-30 21:16:00,,,,,location,,
,2,,,age_interaction,,,mostly1e-15c1-4fb0-b90e-70083ca53ab5,KnowledgeDomain:Infancy,,Caregiver_type,,,,,Hausa,,2024-03-13 08:29:00,,,,,: ,,
,24,,,", ",,,mostly3d-d079-4067-ac42-202333df232e,KnowledgeDomain:Infancy,,recorded_tone,,,,,Hausa,,2025-03-21 05:39:00,,,,,age__soundsage{,,
,2,,,primary_significance,,,mostlydf-ce16-49d9-8f96-95d3eff9bc90,KnowledgeDomain:Infancy,,caregiver_type,,,,,Yoruba,,2024-10-28 16:14:00,,,,,: ,,
,12,,,: ,,,mostly12-ab9e-42f7-9d57-ef05a05fe798,KnowledgeDomain:Infancy,,caregiver_logic,,,,,Igbo,,2024-10-17 23:37:00,,,,,emotional_tone,,
,18,,,},,,mostly8c-3dbf-47d4-b9fe-fb7b4b421a64,KnowledgeDomain:Infancy,,T ,,,,,Swahili,,2025-02-04 23:39:00,,,,,", ",,
,14,,,neurallocation,,,mostly64-729d-41c1-915e-bab9c46c7345,KnowledgeDomain:Infancy,,experience_at,,,,,Igbo,,2025-06-02 07:05:00,,,,,: ,,
,0,,,E,,,mostly4a-dc27-4311-9969-be5d5a832e12,KnowledgeDomain:Infancy,,},,,,,Swahili,,2025-09-28 18:06:00,,,,,2024,,
,7,,,: ,,,mostly11-694e-4acb-a588-ffccd14215d9,KnowledgeDomain:Infancy,,emotional_tone: months,,,,,Shona,,2025-05-20 00:05:00,,,,,"If:s, ese and ",,
,16,,,experience_interaction,,,mostlyb6-1ef2-4e08-b929-76e39ae2fde6,KnowledgeDomain:Infancy,,", ",,,,,Shona,,2024-09-12 10:09:00,,,,,recordedemotionalm_tone,,
,12,,,Caregiver_at,,,mostlye0-fe7e-4277-8b3a-648c0339a52d,KnowledgeDomain:Infancy,,: ,,,,,Amharic,,2024-09-13 23:45:00,,,,,age_months,,
,16,,,recorded_or_,,,mostly76-2d70-4d4e-901b-580128bb6e35,KnowledgeDomain:Infancy,,infancy b,,,,,Shona,,2024-12-19 01:20:00,,,,,symbolic_,,
,7,,,: ,,,mostly4a-3b17-41b0-8a49-9a116208084b,KnowledgeDomain:Infancy,,description,,,,,Shona,,2024-09-03 20:38:00,,,,,cultural_tone,,
,23,,,,,,mostly3c-7b4b-4f17-b67d-810ecdd934a7,KnowledgeDomain:Infancy,,",_",,,,,Igbo,,2024-02-04 01:34:00,,,,,auditory_sounds,,
,16,,,", {",,,mostlycb-25c8-4d3d-a744-c90ddb0c750e,KnowledgeDomain:Infancy,,neural_,,,,,Shona,,2024-03-14 03:59:00,,,,,", ",,
,3,,,", ",,,mostly1d-9426-4043-bcf2-53214888d126,KnowledgeDomain:Infancy,,infancy,,,,,Hausa,,2025-09-10 13:13:00,,,,,: ,,
,11,,,", ",,,mostlyf8-cb02-4b24-9d8a-c2b0e3b0cc46,KnowledgeDomain:Infancy,,recorded ,,,,,Hausa,,2024-10-14 20:52:00,,,,,primary_language,,
,10,,,age ,,,mostly9c-faed-4e63-8f93-b7b78d28ecfa,KnowledgeDomain:Infancy,,"K”sle sd”icing toa,” ",,,,,Yoruba,,2024-01-23 02:59:00,,,,,cultural,,
,20,,,} ,,,mostlyb4-222f-44dd-89fb-1c3c8ff09cea,KnowledgeDomain:Infancy,,caregiver_logic,,,,,Yoruba,,2025-06-15 16:02:00,,,,,{,,
,12,,,", ",,,mostlyfe-94bc-4e5b-b6af-d94ba67539cb,KnowledgeDomain:Infancy,,":,00",,,,,Igbo,,2025-06-21 08:42:00,,,,,- “emotionalm,,
,20,,,curious,,,mostly45-fe24-4102-879f-08b34280f6bb,KnowledgeDomain:Infancy,,Otone,,,,,Yoruba,,2025-09-28 18:06:00,,,,,S,,
,14,,,infancy,,,mostly74-4bff-4bdc-b27c-7dc0708bacdc,KnowledgeDomain:Infancy,,description,,,,,Amharic,,2025-03-28 17:37:00,,,,,infancy,,
,23,,,"Sm0.6,0i.04,0.5.36},-0.615",,,mostlyb1-0f55-4eea-a3fd-16af09718734,KnowledgeDomain:Infancy,,caregiver_type,,,,,Swahili,,2025-04-04 10:08:00,,,,,symbolic_significance,,
,18,,,Ro {,,,mostly0c-984b-41f3-b9cc-e2248d9d07b9,KnowledgeDomain:Infancy,,caregiverinteraction,,,,,Swahili,,2024-02-21 11:59:00,,,,,symbolic:00,,
,15,,,}: {,,,mostlyc3-2370-44cc-85a9-b161596c1188,KnowledgeDomain:Infancy,,neural_logic,,,,,Oromo,,2024-05-02 17:57:00,,,,,recorded-19T-1.,,
,24,,,age_months,,,mostlyd2-6e43-4cdd-902b-ae6f0ce84f04,KnowledgeDomain:Infancy,,neural_at,,,,,Hausa,,2025-06-02 07:10:00,,,,,"Ifedp”aresty toanr,a-u.",,
,0,,,"2024,-0.15,",,,mostly05-bc4f-40c1-84fc-fb7d2f75e1ef,KnowledgeDomain:Infancy,,}{,,,,,Zulu,,2024-03-01 20:43:00,,,,,cultural_interaction,,
,15,,,"}}embedding0.4,--0.274.7}59,--0..0507,-0.0310,0.02,-0.07-0.07,1.5533,0.591859,-091T080557,-0.48298,-0.829:,1.18187-,0.18-12,-1.0.24.0T031, ",,,mostlydb-41c1-4002-8484-19903c9981a4,KnowledgeDomain:Infancy,,neural_logic,,,,,Hausa,,2025-02-01 19:24:00,,,,,location,,
,18,,,: {,,,mostly10-2a12-420e-8f7f-d4aa0a737c67,KnowledgeDomain:Infancy,,", ",,,,,Swahili,,2024-01-30 12:46:00,,,,,location,,
,18,,,F,,,mostly7c-352c-4b1b-a4c0-4640be2cceed,KnowledgeDomain:Infancy,,", ",,,,,Swahili,,2024-06-28 16:13:00,,,,,,,
,15,,,", ",,,mostly1f-c82a-4017-9547-19be81b7280a,KnowledgeDomain:Infancy,,caregiver_interaction,,,,,Hausa,,2024-11-29 23:49:00,,,,,recordeds.,,
,8,,,} {,,,mostlycc-2442-4a1a-b9f7-b5c888597deb,KnowledgeDomain:Infancy,,"emotional:at, ",,,,,Swahili,,2024-04-13 08:28:00,,,,,symbolic: {,,
,7,,,}_sounds,,,mostlyea-90a7-4a9f-a0e5-0e0078d0b889,KnowledgeDomain:Infancy,,: ,,,,,Shona,,2024-09-14 03:44:00,,,,,description,,
,9,,,age_logic,,,mostly85-5415-4ad4-a202-a675899d3e58,KnowledgeDomain:Infancy,,,,,,,Igbo,,2024-01-06 02:42:00,,,,,}_or,,
,15,,,“om t”.,,,mostlyc8-37bc-42a8-a0b9-fdaf9fcd8e69,KnowledgeDomain:Infancy,,"-, ",,,,,Yoruba,,2025-06-19 07:41:00,,,,,recorded_months,,
,3,,,_tone,,,mostly47-94b3-4998-9ad3-7d8a0336ea3c,KnowledgeDomain:Infancy,,recorded_language,,,,,Amharic,,2024-01-30 03:16:00,,,,,: ,,
,24,,,{,,,mostlyd0-0b86-47fb-8b87-5eaceef61a21,KnowledgeDomain:Infancy,,caregiver_,,,,,Hausa,,2024-02-04 08:13:00,,,,,"Cs, ",,
,18,,,"IfTanm bf,ing {",,,mostly09-70f1-47f3-ba42-1b50fec10542,KnowledgeDomain:Infancy,,-_sounds,,,,,Swahili,,2024-03-13 23:06:00,,,,,description,,
,18,,,emotional_sounds,,,mostlye9-6b97-4f0d-85a4-559c128e3c02,KnowledgeDomain:Infancy,,experience_type,,,,,Yoruba,,2025-03-15 05:19:00,,,,,location,,
,1,,,"“, {",,,mostly53-31f8-4c93-91ab-3116cc5733f0,KnowledgeDomain:Infancy,,age0.,,,,,Yoruba,,2024-05-18 13:42:00,,,,,", ",,
,12,,,_tone,,,mostly55-73eb-4b75-8924-27d8c05f5bec,KnowledgeDomain:Infancy,,If} ,,,,,Zulu,,2024-05-01 22:54:00,,,,,neural ,,
,6,,,“ m,,,mostly86-8ba8-48a7-8658-a4313dc4478b,KnowledgeDomain:Infancy,,words__embedding,,,,,Amharic,,2024-08-20 18:01:00,,,,,",1.",,
,5,,,secure,,,mostlyf1-7073-4663-b5a7-4cb8e06a95c8,KnowledgeDomain:Infancy,,: ,,,,,Igbo,,2024-04-03 21:14:00,,,,,", ",,
,0,,,emotional_tone,,,mostly38-3d5a-4886-a20e-98ec220fdfba,KnowledgeDomain:Infancy,,F,,,,,Hausa,,2025-08-04 14:36:00,,,,,O,,
,1,,,", ",,,mostly90-2679-40e6-a1f6-661121be66b4,KnowledgeDomain:Infancy,,: ,,,,,Yoruba,,2025-03-10 21:17:00,,,,,age_type,,
,22,,,Infant,,,mostlyee-cd40-4883-be95-0509264cdf72,KnowledgeDomain:Infancy,,experience_interaction,,,,,Igbo,,2025-05-10 22:16:00,,,,,E,,
,16,,,agecultural_at,,,mostlyad-f779-4b68-b7d3-23c3df246f87,KnowledgeDomain:Infancy,,"If.7ing, ",,,,,Hausa,,2025-09-28 18:06:00,,,,,2025,,
,2,,,cardl,,,mostly35-4c8a-4b5b-84ff-fe6ea1b29344,KnowledgeDomain:Infancy,,}} andb and ,,,,,Hausa,,2025-01-28 13:29:00,,,,,tactile_,,
,11,,,joyful,,,mostly17-2f2b-4c69-b0ab-caec5fb71428,KnowledgeDomain:Infancy,,,,,,,Hausa,,2025-07-24 22:42:00,,,,,_tone,,
,24,,,words_type,,,mostly2d-9e55-4b20-a94b-b8b60bc4b98a,KnowledgeDomain:Infancy,,: {,,,,,Hausa,,2025-04-26 22:24:00,,,,,,,
,0,,,", ",,,mostly73-2c65-421b-b77a-028f27a56fe1,KnowledgeDomain:Infancy,,primary,,,,,Amharic,,2024-11-20 09:06:00,,,,,caregiver ,,
,16,,,E ande andt ins with ,,,mostly18-213b-4717-b43b-1a9ee64279cc,KnowledgeDomain:Infancy,,,,,,,Shona,,2024-07-15 18:22:00,,,,,age_type,,
,18,,,_significance,,,mostlyb6-f7e5-4013-b91b-35f5cc4f2df3,KnowledgeDomain:Infancy,,_type,,,,,Shona,,2024-01-17 12:30:00,,,,,age_months,,
,22,,,description,,,mostlyca-5299-4538-9ebb-f0e75447564e,KnowledgeDomain:Infancy,,Ifing,,,,,Hausa,,2024-08-10 22:42:00,,,,,: ,,
,11,,,T,,,mostly70-c02a-4a6e-875b-96da59a6e65d,KnowledgeDomain:Infancy,,O ,,,,,Amharic,,2024-09-09 18:17:00,,,,,", ",,
,2,,,caregiver_interaction,,,mostly02-ef8d-43a8-9615-1a867081ad53,KnowledgeDomain:Infancy,,description,,,,,Oromo,,2024-02-29 21:42:00,,,,,recorded_type,,
,2,,,"Ifo, ",,,mostly1d-ab8e-44d2-a97f-1bcdbb15dacb,KnowledgeDomain:Infancy,,} ,,,,,Zulu,,2025-08-28 10:56:00,,,,,age_type,,
,4,,,}emotional ,,,mostly1d-198b-49bb-a078-47b3d7bab569,KnowledgeDomain:Infancy,,: ,,,,,Shona,,2025-04-20 23:20:00,,,,,emotional_tone,,
,22,,,"2024-1.4170923, ",,,mostlyc4-d599-4c8e-b105-a58075421208,KnowledgeDomain:Infancy,,primary_months,,,,,Zulu,,2025-09-28 18:06:00,,,,,curious,,
,3,,,primary_,,,mostly34-917a-43f0-bad6-8e744d5770bf,KnowledgeDomain:Infancy,,"“_,: ",,,,,Hausa,,2024-07-03 03:42:00,,,,,} ,,
,18,,,neural_embeddingor_u,,,mostly91-402c-437b-9bd2-29b2f13a376a,KnowledgeDomain:Infancy,,location,,,,,Amharic,,2025-04-12 05:28:00,,,,,", ",,
,14,,,age_type,,,mostlyda-66d5-4fd5-ae4a-dddf0ba69d31,KnowledgeDomain:Infancy,,Caregiver00,,,,,Amharic,,2024-01-08 18:10:00,,,,,"O ,{type",,
,15,,,primary_embedding,,,mostly2a-6d0b-47f7-8af1-ea5dc7af8d88,KnowledgeDomain:Infancy,,infancy{embedding,,,,,Oromo,,2024-07-11 22:37:00,,,,,age {,,
,6,,,experience_or_0,,,mostlyc0-c43d-4a9c-9de2-3aa22c91ac3b,KnowledgeDomain:Infancy,,infancy,,,,,Igbo,,2024-08-28 18:23:00,,,,,: ,,
,18,,,words_language,,,mostly81-634b-4344-a693-3d67955f2cc3,KnowledgeDomain:Infancy,,: {,,,,,Shona,,2025-06-04 01:38:00,,,,,",",,
,24,,,If_,,,mostly86-9911-471c-9974-fafc238f1d40,KnowledgeDomain:Infancy,,", ",,,,,Zulu,,2025-03-11 03:23:00,,,,,S,,
,11,,,: ,,,mostly2e-ac91-488f-b5b1-8d11333057cc,KnowledgeDomain:Infancy,,experience,,,,,Hausa,,2025-08-12 08:38:00,,,,,"joyful,0.209,-0.4703,-.0.602,1.051512,05,-1.3,0.0.6,-0.056138,030,-0.6532,-0.25:.-7.030085,0.3133,0.,10609,10.5758",,
,5,,,}-12} ,,,mostlyf2-ac19-4179-b830-bdba3d8de853,KnowledgeDomain:Infancy,,description_kr.,,,,,Zulu,,2024-08-28 20:30:00,,,,,Ptone,,
,13,,,primary_tone,,,mostlyfe-5fc5-4ec0-b753-c7fc5e932a4b,KnowledgeDomain:Infancy,,,,,,,Igbo,,2024-04-15 03:10:00,,,,,C,,
,7,,,locationu f ,,,mostly50-ac6b-4288-b3ef-694ca902f8d1,KnowledgeDomain:Infancy,,Caregiver,,,,,Shona,,2025-07-02 02:48:00,,,,,cultural_logic,,
,3,,,words_or_at,,,mostly69-6f1f-4730-94c8-7b60056d9fa7,KnowledgeDomain:Infancy,,cultural_or_orsounds,,,,,Hausa,,2025-05-15 15:16:00,,,,,“,,
,13,,,curious,,,mostlya2-692f-4073-8c7d-cd44613bf0c2,KnowledgeDomain:Infancy,,“_interaction,,,,,Oromo,,2024-06-30 07:17:00,,,,,recorded,,
,24,,,primary_type,,,mostlyc7-2b23-4876-aa4d-4f2a2d0b2701,KnowledgeDomain:Infancy,,: ,,,,,Hausa,,2024-09-17 10:52:00,,,,,“bor.,,
,7,,,Ttype“u b with”,,,mostlye1-0196-4eaf-8bd9-3e0baa0a81f4,KnowledgeDomain:Infancy,,"2024 ing, ",,,,,Shona,,2024-06-14 06:22:00,,,,,", ",,
,18,,,emotional,,,mostly42-0c40-4eeb-97cb-dc4e2aad05cf,KnowledgeDomain:Infancy,,age_logic,,,,,Swahili,,2025-09-28 18:06:00,,,,,ageIf p in m andlee.,,
,7,,,", ",,,mostlye9-7b8b-4deb-b5ac-a27d324b3695,KnowledgeDomain:Infancy,,“,,,,,Shona,,2024-07-20 08:14:00,,,,,: ,,
,18,,,age ,,,mostlyde-c12f-426d-a964-3d7aaf0c28d8,KnowledgeDomain:Infancy,,: {,,,,,Swahili,,2024-06-20 16:42:00,,,,,"Swahili,0.59,11.1213240, ing1.03,-0.99,-0.",,
,23,,,20250,,,mostly0d-7ee1-4c17-a58b-e9234c24365b,KnowledgeDomain:Infancy,,: ,,,,,Shona,,2024-02-02 09:12:00,,,,,age_type,,
,18,,,cultural__type,,,mostly59-5d67-41ee-afea-c82aed333973,KnowledgeDomain:Infancy,,caregiver_at,,,,,Swahili,,2024-07-03 23:42:00,,,,,Rserints d.,,
,10,,,“”,,,mostly18-c2b3-408a-8787-8dc8657f5552,KnowledgeDomain:Infancy,,"O, ",,,,,Zulu,,2025-02-09 06:27:00,,,,,", ",,
,10,,,"}-10, ",,,mostly6e-8016-436c-9045-edb12baa20c8,KnowledgeDomain:Infancy,,T07: {,,,,,Igbo,,2024-08-13 17:32:00,,,,,symbolic_primaryat:00,,
