id,scenario_domain,primary_language,setting,description,challenge_faced,solution_applied,resources_used,outcome,location,symbolic_logic,transferable_insight,neural_embedding,recorded_at
mostly0f-4cd2-489d-acf8-738b760b52d8,transportation,Igbo,peri_urban,MiT- ,resources_life,}_,,U, ,M ,M yaka,neural_domain,2025-02-08 14:54:00
mostly0c-56ab-47a6-9b4d-82627cd53029,entrepreneurship,Hausa,coastal,-0.-.15.80: ,", ",: ,rural_e,resources_faced,"U, ",M wa kaa za,Ku,location,2025-04-17 15:15:00
mostly92-a627-4747-acb4-02c0d45914d3,environment,Igbo,coastal,: ,recorded_,: ,real_insight,: ,Mi_used,description,: na,: ,2025-09-26 02:57:00
mostly62-f039-4a7d-ac06-32fc76b57eb0,transportation,Shona,inland,transferable_u,Mi.,urbant,If,transferablet{,resourceslogic,:0.,_If,"2024_0.1.8,1.T-9-03,0.06,0.4, ",2025-08-26 05:52:00
mostlye0-bd26-4969-818a-2061940196df,finance,Yoruba,coastal,transferable_faced,"recorded, ",If,description, ,resources_applied{,"2025-0417,-1.81,0.602,",description,,2024-06-04 23:42:00
mostlybe-7fc3-4585-a98c-9798747a9ce8,transportation,Yoruba,urban,real_used,},: ,Wa,",-0.89,- ",,: ,: ,"Mzi ale mae ma ya kwa naasita kwa, re",2025-09-26 02:57:00
mostly10-3d66-4362-a462-d1a5110f13d0,entrepreneurship,Yoruba,coastal,healthcare_embedding,", ",2025,", ",", ",scenario_domain_embedding,environment_applied,U,",",2024-07-17 08:37:00
mostly8e-7056-492b-b655-039acac5f4cf,finance,Swahili,coastal,challenge_applied,symbolic_language,urban,finance,resources_used,Ma,Ku ya_domain wa kwabad na n ku kwad,description,"real,.,0.75,1012--0.7TT:",2025-07-05 08:31:00
mostly6b-a61b-4e15-bdb7-08b89c95b3a2,education,Yoruba,urban,,real__logic,scenario_insight,resources: ,", _insight",", ",symbolic_logic,neural_logic,S wa mzitawa.,2025-06-18 21:47:00
mostly80-b2f7-4430-8264-aaae052288a5,environment,Hausa,inland,"I0.44,0 ya:0000, ",scenarioo,,"},",resources_language,", ","U,00",", ",2024__at,2024-07-18 08:07:00
mostlyf8-5fd3-4c2e-9b5c-0aa31444d950,agriculture,Zulu,urban,financelogic,real_domain,symbolic_domain,2025-01:.,: ,Ki_scenario__insight,,U_at,Ku.,2025-06-05 16:26:00
mostlyf2-c66e-4dce-9938-2d239e6e9503,finance,Igbo,urban,"N1-0.6,0-.68030,,0.08-, ","I-0.03712, ",2025Tla,education: ,finance,symbolicli,"}-e8o nasa wa ka, wa vya",real_used,: ,2024-01-22 17:24:00
mostly5f-5c54-492a-bedb-fff5d3514534,finance,Yoruba,coastal,primary_life,S,,: ,: ,setting,primary_faced,: _, ,2025-06-14 13:37:00
mostly97-3638-4df7-9223-88a6ed3eb83c,education,Shona,peri_urban,symbolic_logic,"-, ",:,Mt yade ,scenario,If ,"}at, Ethiopia ",description,neural_applied,2025-01-14 16:26:00
mostly80-61de-42e4-b02e-3c024e63fd77,environment,Shona,urban,transferable_embedding,"If namku, wa na katikaum.",", ",setting,setting,"symbolictieku,- ",description,2025,}_,2024-09-01 19:30:00
mostly3a-303e-474c-be9d-da4233ebf254,education,Shona,coastal,_: ,N,,Ma,transferableatu_r wa: ,resources_life,Zulu,U ya,primary_faced{,2025-09-19 21:15:00
mostly51-3a71-4f14-8851-d0523f304635,transportation,Hausa,coastal,M,outcomedomain,Kulanguage,resourcesT_domain,Ukosefu_domain,location,K,transferable_used,recordedlanguage,2025-09-06 17:01:00
mostlybc-8971-4e75-bd2e-fce4c384fb9f,finance,Igbo,urban,: _{,-_19,real_: ,challenge_faced,: ,"M a kwa iinira ya- ya za, wa u a asira- yazi- kumamazi.",M,educationlanguage,scenario_faced,2025-09-05 01:18:00
mostly55-f9cb-43b3-951b-55cf512726e0,entrepreneurship,Amharic,coastal,,"0.49,-0.1716181",primary_life,}I,primary_applied,transferable ,Igbourbanwaji.,healthcareT,,2024-02-21 23:57:00
mostly44-904b-459a-b7f5-bb273d1fd6fc,logistics,Shona,peri_urban,", ",description,: {,location,Ku,"locationscenario, ",urban,,recorded_,2025-08-27 13:20:00
mostly98-3f4b-41aa-b435-ff1ba5654b88,finance,Hausa,urban,Ikiwaat,primaryreal,}} {,"Mii vya nazita waji.ku nain m a u, ku kwa na, ya u m ya na afyari-wat",challengedomain,symbolic ,Mi.,"Ukosefu, ","00.12:, wa1.2904-0,.3",2024-12-25 16:42:00
mostly21-e0d0-401d-ba9c-658af65a7651,agriculture,Oromo,rural,setting,outcome,If_life,outcome,real:00,neural_logic,"scenario wa, ",: ,D,2025-02-28 06:08:00
mostlyc9-9785-4a57-b03b-89c95ba25031,logistics,Igbo,coastal,2025,: {,transferable_life,outcome_used,Ku u,real_ ,K{,}_applied,", {",2024-01-11 17:45:00
mostly9c-9c0e-408b-a920-616575302adb,healthcare,Shona,rural,-05T ya,finance,rural,rural,_insight,: ,primary_domain,"Iatn ku--0.,--0.1600:5,-0.07,1.6, T na_logic","A, ",2025-02-16 15:13:00
mostly6c-c3b7-46ed-bbd0-a1ec0ecfeda0,entrepreneurship,Shona,coastal,neural_logic,,location: ,"scenarioa, ",scenario_language,", ",,,",domain ",2024-05-06 18:56:00
mostly34-96ba-474e-a794-8d39188813db,healthcare,Yoruba,rural,}_language,scenario_insight,": nadomain, Ethiopia, u.",recorded_language,A,neural_logicused,,", ",I_applied,2024-06-20 07:48:00
mostly89-b40f-4b23-b3d2-b8d19bccdec2,finance,Amharic,coastal,", ",", ",", ",primary_,} ,Ikiwa,Ki_logic,"rural1.03,-0.713,--09.3-020.6,-T-.",primary_applied,2024-04-04 06:30:00
mostlyaf-4db5-4888-8e1c-494657e38d5b,healthcare,Zulu,peri_urban,neural_at,} {,resources_,outcome,"S, ",Ki,", ",,", ",2025-06-20 22:23:00
mostlyc6-52d1-4b7f-b8ad-94a819326752,transportation,Zulu,coastal,transferable_insight,},"2025--0209,0.15,0.-0,.570.,0.715,0-.05612408,00501  wao,, ", ,"S0.07i8, 8","challenge, {",A,}scenariodomain,"B mrawa ku, ",2024-10-10 11:16:00
mostly54-3fe9-4c19-aa47-459812cf43e6,entrepreneurship,Shona,rural,M waridakowa ku kwazi yata wawa na wa na ku na yai mta wala naka kazit naaankka nli naetata a vya ma.{,description,neural_embedding,: ,neural.,outcome_embedding,", ",_at,", {",2024-05-02 13:31:00
mostly68-805c-4ef2-8519-f45a4370f4d1,transportation,Hausa,rural,_domain00,2025location,"challengeoutcomeapplied, ",recorded_ ,", ","K, Kenya ya kiwa kuko na m na ku wae","--0.,0.69,0..3",resources_faced,Ma,2025-09-26 02:57:00
mostlye2-71a2-4c8d-8055-99c5307ea3a1,finance,Igbo,urban,resources_language,", ",: ,outcome,neural_life,", ",Ki ,_used,_at,2025-09-26 02:57:00
mostlyad-a2c9-409a-96e3-f0e396b056db,logistics,Shona,urban,primary,education,M0 kwa.,Ma_life,: {,Ae,"scenario, ",neural_atlanguage,"recorded:, ",2025-06-07 12:24:00
mostly9f-7623-45c3-9ae2-d90eb1a5faf4,finance,Oromo,rural,solution_insight,", {",", ",: ,"U kwa--0.,0.",Ku,primary_embeddinglanguage,,solution_,2024-06-24 23:46:00
mostlyb9-b26d-4023-b3f1-e86a486a87e3,environment,Shona,coastal,,solution,solution: ,20240. ,location,U,", ",: ,: {,2025-02-27 18:44:00
mostly93-dfa0-4bce-9fb5-93a01f6d0936,transportation,Igbo,peri_urban,M nau,symbolic_language,",.",: {,challenge_used,B_urbanlogicfaced,recorded_: ,"U, ","symbolic0.815, wa,-0.51958",2025-05-23 07:12:00
mostlyce-f66f-4fd6-bd4e-0aa46f4e2e4f,finance,Amharic,coastal,,solution_embedding,scenario_domain,", ",", ",,: ,If,: ,2025-01-28 02:51:00
mostly50-5987-4c0a-8466-90ca8da2bba7,environment,Shona,coastal,Kdomain,: ,"Ku--ar}1.2.114,.",resources_,healthcare_,resources,location,,Ku ,2024-01-02 05:22:00
mostlyb0-b8f8-4f27-ab4d-91c9c4de6984,logistics,Oromo,coastal,", ",", ",":0.23,,0.53, ",San ,: ,B_ ,Ku,: ,U_at,2024-03-19 03:04:00
mostly97-f532-4e30-bb45-3b368f91e968,finance,Oromo,rural,"resourcesdomainli-08,ri za i",solution_applied,: ,: ,"Ki-0.4-, 075,0.349.4",2024 ,"}primarylogic1,T_insight",description,If ,2024-11-05 03:50:00
mostly69-c239-41da-ac01-0e2ff61a74fb,logistics,Amharic,urban,,outcome,real_: ,solution_life,"0.},0.6,16.234,a}0.23,02600.}},-12.3,1",U_logic,scenario_location,: ,neural,2025-07-16 17:43:00
mostlyf9-b8f5-4a97-b1a2-21b26924ec2a,transportation,Oromo,rural,"setting na kuT e i.,-0.54,0.78041,-0..-1003:00",,"Mdleataa kwa waji, ","N,-0.",Ikiwa,setting,U wa ki wa_.,neural__language,"M na wa e,ti-1r .an",2025-02-22 02:04:00
mostly27-ae2b-42f3-8f40-27416e7b7830,logistics,Igbo,coastal,Mi ,: ,} ,neural wa nas yali ya wa,symbolic_life,2024iku.,K,2025,challenge_faced,2024-02-17 12:25:00
mostly33-3de8-4ca0-9833-4e8b03015f47,transportation,Amharic,rural,Ki,B_embedding,", ",M_insight ,", ",description,finance,", ",U ,2025-01-23 05:41:00
mostlycf-0abd-4690-8e30-1370a0d10249,finance,Zulu,urban,}urban,recorded ,scenarioe00-:00,,M.,: ,: ,: ,primaryurban: ,2024-09-22 21:17:00
mostly8d-9226-4321-8ad1-014a6af388e4,agriculture,Zulu,rural,"recordedlogic0lie isi ya wa ki wa mm waisha ya,.",solution_,",-0108.1529, ",scenario: {,neural_embedding,A_applied,", ",urban a,recorded_ats,2024-06-13 22:09:00
mostly43-b805-4f9b-baaf-ed3b9a70b7c6,finance,Oromo,peri_urban,description,"0 ya2., {",,", ",,location,location,,,2025-02-05 22:44:00
mostly47-b576-4a9b-af9a-6d1230ac7755,entrepreneurship,Zulu,inland,"2024_,, ",symbolic_faced,resources:00,neural_language,urban,Ukosefu ,", ",", ",location,2025-08-10 04:21:00
mostly9b-f54e-41cd-90a1-7fff22c00c3e,transportation,Hausa,urban,", ","N wa amu ya u na na u ya wa muda, yakt kuzi naski wa, na",: ,description,description,,K.,"U, {",:00,2025-02-11 12:48:00
mostly6f-fa6b-49c9-bdaf-579364638c3b,environment,Hausa,peri_urban,outcome,real ,scenario_logic,challenge_domain,challenge,urban,",0-19.4,1-01.900 0:8,0..265.20137,0.,1.03,5,-0.588,-0.490518, ",If,real}logic_at,2025-02-08 03:16:00
mostly07-8170-4b26-8a98-8af7fb9d7366,education,Shona,urban,primary_insight,transferablesetting{,Men wain ki ma yasha ya ya ya nabai ku kwa ya war m,If:umzi e a esg wa za ma was ya ki ya,_domain,challenge_,challenge_applied,Ifused-09TTdomain.,primary_domain,2025-09-26 02:57:00
mostly0d-098d-4edb-9a95-e684bbe20d15,healthcare,Amharic,peri_urban,Ifapplied,neural_logic,outcomeo,"IfT}e,000 na wa,-0.1608 wa,1.,12,0..9,0.,-0.129,- na.2819371 {",}}0..,primary,recordedsetting{,", ",: ,2024-02-10 13:59:00
mostly2a-df5e-4f87-96fb-f855ae332f46,logistics,Zulu,coastal,"Ku_applied na u, yas kidizi i",: { wa,--T14.406,resources_life,transferable_language,If ya,symbolicwa,recorded_logic,},2025-05-24 12:14:00
mostlye5-37c8-4e3b-a218-486f8ca94d41,transportation,Shona,coastal,", {",Ma_insight,urban,scenario_,real_domain,2025 ,M},solution_used,", ",2025-03-25 07:30:00
mostly7b-61f1-4ceb-9cec-9a9b7c858297,logistics,Yoruba,rural,recorded_at,I_domain,S0.,20252,,solution_logic,scenario_: {,,,2024-07-12 21:12:00
mostlyc0-9d58-421b-9e90-c837ccabc52e,finance,Shona,coastal,: ,coastal,Ma_used,real_life,primarysymbolic_at,Kiwag wa,Ukosefu_at,challenge__faced,"primary_-04,-0.80515, ",2024-07-11 06:31:00
mostlyde-3c68-4e1c-be93-b4d6ff28c25c,entrepreneurship,Swahili,rural,U_ yalife,healthcare_,solution_applied,scenario_embedding,location,Uprimary_used,outcome, ,Wa,2024-09-11 15:29:00
mostly7f-b473-4265-b965-4c5fbf4f0c00,healthcare,Amharic,peri_urban,transferable_life,primary_life,: ,", ",: {,environment,location,: ,,2025-07-15 01:37:00
mostly2e-3ce7-4a49-824b-4a2f705e1e58,agriculture,Swahili,inland,Dfaced,,recorded_insight,M,symbolic,setting,":1.79,0.79,1.9931.10.7,0.51994,-.18,12 na ya0.1-1.T220..",M,description,2025-02-28 01:32:00
mostlyf5-11b7-41e2-bf85-b43c17ba4bc3,entrepreneurship,Igbo,peri_urban,,: ,"neural_embedding, ",setting{,M,primary,: ,",-_,-0.",solution,2024-03-17 07:10:00
mostlybb-f1e8-49b4-8fbc-bfa4009d91b0,education,Hausa,peri_urban,S_embedding,"2024, ",urban-,primary_faced,"If, ",urban ya ki e,urban{,description,: ,2024-01-30 09:27:00
mostlyd9-53e3-477c-a6fb-6d33777b85ad,transportation,Amharic,coastal,"Un wa kwajiku ku ua kwam na ku ya ya,- {",locationfaced,real_logic,recorded_domaint,outcome,B_life,", ",: ,description,2024-06-05 17:27:00
mostly94-e939-40f9-abb0-463ce1406239,environment,Zulu,urban,Igbo wa katika wazidatada wa na ya wa,I,resources00,Miused,Mprimaryma wao,: ,M,symbolic__used,",",2024-09-03 01:11:00
mostlyf4-6e81-4127-ad7b-c3a0918675da,finance,Amharic,peri_urban,", {",symbolic_e{,resources,"U, ",Igbo,transferable_- {,healthcare,"A-1.1729 wa,0.96",: ,2025-06-29 21:40:00
mostly6c-bef7-4701-8f4c-bc250cf90d44,transportation,Swahili,urban,A ya ya0 ya,Ma ku ya wakama kukwa,", ",recorded-,outcome,outcomea,":-,- ","M,-0.29048.",,2024-06-05 11:43:00
mostlyd4-75f1-4e87-9983-76156ea701ec,transportation,Amharic,inland,", ",neural,resources wao,S ,2024_at wa ya1 war m,A_domain, ,"}, ",: ,2025-02-12 22:07:00
mostlyc4-b5b5-421f-94f7-c2d77cdc321a,finance,Shona,rural,neural_applied,location,", ",2025,scenario_domain,education,primary_usedt,",0u ira,,00 ya",M ka wawa wa kwa n_domain na naa,2024-03-07 05:45:00
mostly04-675e-4ee0-8de2-3944a8779e05,environment,Oromo,rural,If_applied,: ,: ,primary_logic,,setting,real_insight,", ",resources,2024-12-28 18:32:00
mostly4b-1371-4d58-a2b3-cbf4b994e180,healthcare,Shona,urban,location,", ",education_applied,B_language,recorded_applied: then,: ,primary_at,description,: ,2025-01-06 15:05:00
mostly1f-8580-4cbf-b6de-b8f97eb323f6,education,Yoruba,rural,real_language,recorded_domain,B_logic,transferable_insight,,primaryused,scenarioprimary {,", ","Ma, ",2024-06-03 18:22:00
mostly67-d9f1-41a2-9291-48baafbb0474,education,Amharic,urban,: used,", ",}recorded_life,scenario_insight,urbanfaced,Ma_: ,: ,: ,"Sd, i wazi kuima,",2024-08-05 16:36:00
mostly14-fe1b-4248-92ee-b30921be3c56,logistics,Igbo,coastal,: ,location,description,Igbo00 a ,: ,"Ma, {",D_usedinsight m na,}faced,}1o ya wa,2025-05-04 21:58:00
mostlyf2-e264-4ef0-a589-1f205dfdcd35,finance,Yoruba,urban,", ",outcome_domain,scenarioIfzidi,"-_ a,0.",recorded_language,location ,,__at,urbane,2024-02-17 16:38:00
mostlyef-425c-4102-904a-621ffd8f940c,agriculture,Amharic,urban,location,primary_life,challenge_Tat wa,N_logic,challenge_life,If used_ ma,real,solution_applied,solutionIf,2024-08-04 07:35:00
mostly09-fb7b-4607-9765-8d235bd59319,healthcare,Swahili,urban,: ,solutionoutcomes wa,:00,M,", ",solution ,: ,recorded_at,Iflili zam,2024-05-01 03:09:00
mostly53-cc0c-426c-a3ac-9c3b02926b35,transportation,Igbo,peri_urban,solution_logic: ,neural_language,,},: ,neural_,solution_language,symbolic_embedding,",-0 .7705.",2024-02-07 08:53:00
mostly1a-eed7-4b50-b077-9783013882d3,entrepreneurship,Amharic,urban,U,challenge_,resources_used,M_faced,outcome,recorded_embedding,",insight",setting,: ,2024-07-22 02:16:00
mostly1a-a9f4-436b-97b8-6dae7ce8b3df,healthcare,Yoruba,urban,solutioni,neural_embedding,_language,symbolic_,"U,-0.05","education wa m-ra,.2,0.58-0-0606,-0.58189,0.266,,09-880.828118,-1.1205-0.-1.5306,1. 15",resources_faced,", ",resources_life,2025-09-26 02:57:00
mostly90-4dff-4f7a-a0e8-bcd3365cb9d9,environment,Oromo,coastal,Ikiwa,", ",primary_faced,outcome,symbolic_logic,If1,Mku_,resources_used,environmentprimary_logic,2024-07-18 05:43:00
mostly83-6b6e-44f5-9c05-c6022585b876,environment,Hausa,urban,ruralinsight,recorded_ wa,description,M ,urban,finance_language,If ,scenario_: ,I,2025-06-08 05:05:00
mostly03-b38f-4df3-a62d-3b12ba29221f,environment,Oromo,coastal,,coastal ,setting,real_insight,setting,recorded_language,healthcare,2025-14 ,neural_language,2024-11-21 21:23:00
mostlycc-b94c-4933-99e3-8a2cb9c894e1,agriculture,Oromo,coastal,: ,Man,", ",", ",setting,I_{,solutionresources_: ,: ,-00 ,2024-07-05 04:50:00
mostly3a-114d-4ab5-b09c-bde19fda5bb1,agriculture,Amharic,rural,symbolic_logic,_symbolic,symbolic_logic,setting,resources,resources_,primary,location,setting,2024-07-07 17:26:00
mostlye6-1fdb-4df6-ac3a-84f70d54f7b5,logistics,Zulu,peri_urban,locationapplied,resources_applied,recorded_faced,Igbo,", ya.",urban,", ",Igbo_logic,recorded_language,2025-01-04 11:16:00
mostly65-8300-4257-bd18-0e7b0ddff48b,environment,Shona,coastal,Ukosefu ,2024_logic,B,M_insight,solution_applied,} ,neural_domain,recordedresources_life,_faced,2025-01-22 19:51:00
mostly83-f032-46ce-b4d2-44527ae34928,healthcare,Amharic,urban,", ","Zuluot, ",Kuoai na o,: ,real_at.,challenge_applied,"recorded, ",primary_ m,I_life,2025-07-04 04:24:00
mostly24-170b-4c1f-9e6f-8c1d8995a351,entrepreneurship,Shona,peri_urban,locationka a i ku ai kwada m mes wa,M ,,202506faced,_logic,symbolic_logic,outcome,M,description,2024-05-22 02:23:00
mostlycb-c8da-497a-9011-ba471730a6db,education,Swahili,urban,", ","scenario, ",outcome,"outcome,, ","Ukosefu wa asoma m,. nali ya",resources_,}outcome,challenge_at,: ,2024-09-19 08:48:00
mostlyd7-bbc2-4527-9fdd-42a0e8504ca0,environment,Yoruba,coastal,recorded_at,: Nigeria,education,: ,,outcome0.,_at,recorded_domain,}} yazid ku yae wat,2025-09-26 02:57:00
mostly1e-c546-4ec3-ad28-75091cc55312,transportation,Igbo,inland,2024i wa.,symbolic_insight,,", ",: ,location,-: ,"Uumazi wa,- ya ya.",", ",2024-12-08 09:16:00
mostly25-fb46-41f1-bcd1-9cc83675e1e5,logistics,Shona,urban,resources_language,: ,Mo.,Ku,Ukosefu_tae,education,healthcare,location,"Ku:, ",2024-03-02 15:24:00
mostly47-6c58-4fb4-89f8-5412ef9fedf1,transportation,Igbo,inland,: ,setting,,", {",recorded,symbolic_logic,M,U,recorded,2024-11-10 19:15:00
mostlyd5-5a09-40bb-b301-23750bad82c5,finance,Igbo,coastal,N,real_real_: ,", ",_at,-0.,", ",challenge_insight,"0.,: ",:,2025-08-19 15:53:00
mostly73-fd4f-4712-b49e-e5a7b62ead21,environment,Hausa,coastal,,Igbo00,"If-applied.,-03280.71,0.12937",: ,setting,location: ,: ,: ,scenario_embedding,2025-09-06 23:13:00
mostlyd0-f679-4639-a25e-5d6816721a8d,agriculture,Amharic,urban,"recordedku, ",K_wa,scenario_faced,outcome,recordeddescription,_real,environment,,: ,2025-06-20 16:46:00
mostly2c-9cdd-4cdd-b83e-909fbef5b05a,education,Igbo,urban,setting,", ",setting,resources,", ",}00 {,}_ wa ,symbolic_domain,", ",2024-02-23 06:43:00
mostly85-708f-4ec7-9f3a-de06021e4dae,transportation,Shona,peri_urban,Ma,", ",outcome,coastal_life,I,2024:00,: ,coastal,,2025-07-27 15:09:00
mostlycb-6c58-4a1c-b539-22689101539f,entrepreneurship,Igbo,urban,: ,transferable,", ",_applied,"Igbo-1,-0.6--0..0500000048,1,-0.","2025-0.-,-0.440618,-03,0.24,. 7,-1205.49561,0.77-1,0.8,.",resources_used_used,2025,"2024-110924, Nigeria1,-0.290919,-0.6--1.,00.640914,1.04.-0.1426,0.27,.6071526046-0:00.0517242, ",2024-04-13 19:53:00
mostly5d-82b1-4515-a264-f9262f46f92f,environment,Zulu,coastal,", ",outcome,transferable_used,"real, ",recorded_embedding,M,: ,neural,},2025-09-26 02:57:00
mostly8d-8406-4a94-b1eb-f2c069c208a5,education,Amharic,coastal,Zulu,scenario_faced,:embedding,symbolic_insight,coastal,challenge_faced,_at,_domain-1,neural_: ,2024-05-16 19:31:00
mostly66-8051-4320-9d95-37fd9116992f,transportation,Shona,coastal,real_insight, ,", ",If_used,scenario_insight,", ",: ,Sfaced yajirae.,", ",2025-04-23 14:24:00
mostly6d-eaef-40e6-8885-53e44f28e5d5,education,Yoruba,peri_urban,", {",transferableU_at_used,S_used,setting,challenge,: ,outcome,: ,A_logic,2025-07-25 12:30:00
mostly7a-b0b8-4e94-b95c-c98bbb0437a1,agriculture,Amharic,urban,Ukosefuhi,0 ,: ,rural,challenge_language,: ,", ",: ,symbolic_applied,2025-07-12 01:30:00
mostly15-87aa-4247-bf9e-2f652ec11553,healthcare,Amharic,urban,"If0.5718,0.36,-.613,0.48,T-.1304,-0.-2670.00,5-0.",: {,solution,", ",finance,"A, ",I, ,: ,2024-05-03 12:08:00
mostlye3-1f2d-4323-be55-e8ac81f128a5,logistics,Shona,coastal,Mi_domain,neural_insight,I,U  wa,If,Ku,B {,outcome,2024,2025-07-06 02:15:00
mostly84-35b9-4b57-a1b3-518905a39c0a,transportation,Oromo,urban,A,neural_languageused,U wa,symbolic_language,Igbo,"2025-0.0814,9.219,0.1.54,-0..6679,-0.",solution,resources-appliedT:,outcome,2024-04-16 22:16:00
mostly23-fdcc-4f4e-b315-decc2283a5b6,finance,Hausa,inland,", ",transferable_: ,Zulu,: ,primary_faced,", ",D_embedding,: ,A,2025-03-12 01:11:00
mostlyea-b0a4-4698-8425-2c6a28abb969,logistics,Yoruba,peri_urban,challenge_faced,transferable_language,M_applied,description,", ","I0.515,,.13,1.7,0.T1010217,-0.6186,7 wa0.0.6-90922,.429,0.1.056.05,T wa.},9804,-0.264,707,0.8,0.,9--0302.,0.,470.46,1.20T--171.,040.0.182,0.,-1.53,-0.08,-0.084,-1.07-,-0.67,-0_19.",description{,: ,: ,2024-10-21 15:43:00
mostlybe-84ba-4bd8-b77a-2dfbad5182a1,logistics,Shona,urban,: ,scenario_domain: ,2025 ,},", ",location,Ku_used ,B,,2025-09-26 02:57:00
mostly1d-03b0-476e-9e5b-ffeb1f0a75c2,transportation,Shona,coastal,solution {,,"Ma.12,,-0.289 _at,0.1,1,-0.69,-0.53285-0.3,19,0.70.,T050.53,-0.402,-120.4406.49}4224,0.737 wa5",challenge_embedding,healthcare ,recorded__life,: ,transferable_life,recorded_applied,2025-05-11 00:46:00
mostly64-f69e-4fcb-bd8c-668834df9762,logistics,Hausa,inland,environment} ,0,If a ya,: ,:-- ,resources,If_at,realu,: ,2025-07-14 05:35:00
mostly78-7c32-42b7-bd5d-35992ac56477,entrepreneurship,Zulu,coastal,outcome,,"neuralused0.6,-2,.0567,1,0.17,1 ya8,2,- ya1.078,0.1.727:263702,0.34,1:-0.25,,0-.613-1_0.8491-33,1.",symbolic_domain,: ,", ",description,primary_embedding,"finance , na-0.1T-, wa",2024-08-28 01:09:00
mostlyb0-5492-4d73-9883-e71e44ae0739,education,Yoruba,rural,", ",} ,symbolic_logic,If ,"Ma,  kua,.",: ,recordedku yaji ya_applied,description,real_language,2025-09-26 02:57:00
mostlyee-27b7-4c15-a2cc-b1600620cd52,finance,Hausa,urban,solution_embedding,S,location,If ,",location",neural_at,", ",} ,,2025-05-02 15:28:00
mostly98-18b7-42e6-af14-00f448a01e5f,finance,Igbo,inland,setting,location ,2024,A,U,primary_used,scenario_at,", ",Ikiwa,2024-08-22 00:59:00
mostlyde-a8b6-4e34-93b8-53943d4e267a,environment,Zulu,urban,real_embedding,If,I ,B_domain,Ki_language ,} {,",: ",setting,real_life,2024-04-04 22:35:00
mostly4a-b537-44fd-84d2-e7bc8126b0c3,education,Amharic,rural,"2024T--0.24,82,-1.710.2265,0.449, ",scenario_at,S,: ,primary:2,Ki_insight,recorded_language{,location,A,2024-07-09 15:03:00
mostlya0-7687-4886-9fc4-e52ac33b4bb0,finance,Hausa,urban,", ",If_used,: ,U_insight,description,: ,primary_language,-02T-0.080508-1,2024atsakaba yaasis wa kiti ya wa,2024-03-08 11:14:00
mostly3a-d954-43be-9069-fe028d79ceda,transportation,Amharic,peri_urban,transferable_applied,real_used,outcome,", ",,}.,location{,primary na,recorded0.,2025-09-18 07:24:00
