id,subject,subject_type,predicate,object,object_type,context,primary_language,relationship_strength,temporal_aspect,symbolic_representation,neural_embedding,recorded_at
mostly85-d7e5-492a-83cf-10e0abcbb7d5,weak,concept,conceptgut Africats,"}-29.1,0.720500,--0.48-1836,-0.8,-0.,0.907--0.03.1699,-0.4-62,009482,0.8,-1:,-0.0215,0.8,-0.083,0.161,-0.07,001.3,-0.1,1.97.0477}8}108,-0.46:5657,1.22.93,0.0317},-0.4607-236,0.6.23-00646:}00",concept,", ",Amharic,strong,timeless,", ",recorded_type,2025-09-29 17:32:00
mostlye2-b350-4b55-b4d5-8cedbbbac853,moderatener,object,subject,concept,cultural_element,_,Amharic,strong,historical,symbolic_language,subject,2024-01-08 07:00:00
mostly84-3325-42bf-a157-b5e043d3c3cf,_type,place,organizationtth,historical,concept,concept,Yoruba,moderate,current,cultural,M,2024-04-10 01:03:00
mostly65-9456-4c73-b601-e4ff5f4d6c22,person,cultural_element,subject,primary,place,place,Yoruba,weak,current,predicate,,2025-04-27 00:09:00
mostly3c-ba8f-4292-9e4d-faf5ebf0050e,concept,place,Igbo_strength,N,place,subject ,Swahili,moderate,current,}_ ,", ",2024-06-21 14:12:00
mostlye9-17f0-4959-9745-b8aaf38396f6,"2024-1.7,2.62,1.01-1.23,0.146, ",person,contexto,2024-33,organization,S,Swahili,strong,historical,concept,"M of{ic,1.00-2.,0.5,0.176,0000.2,14904",2025-04-14 05:47:00
mostlye8-155f-444c-b14f-59547b633913,subject,organization,relationship,predicate,cultural_element,object: ,Yoruba,weak,historical,relationship_language,temporal,2025-02-05 05:00:00
mostly8a-ca69-4a7f-ac0a-c329df56fb5e,: ,place,,", ri{",event,primary_graph_ ,Igbo,strong,historical,object,is ,2024-08-21 11:49:00
mostly75-cfef-40cc-99a1-a34343efa460,,place,relationshipa,place,place,strong,Igbo,strong,historical,object_aspect,,2024-12-03 16:03:00
mostly8c-9909-415b-a978-9c093e433130,context,person,symbolic,organization,concept,,Swahili,moderate,historical,Gc,Pvan,2025-01-03 03:38:00
mostly45-cdb3-41bc-8c8a-574d84cc0577,subject_representation,place,: ,subject,concept,{,Amharic,moderate,historical,context,strong,2024-07-29 19:26:00
mostlyc1-db64-4426-97ec-07ba6884280b,: ,place,temporal_embedding,relationshipalu ,organization,predicate,Swahili,weak,historical,2024--1.153,",_representation",2024-06-12 15:58:00
mostly45-8f67-4ebc-8248-7ca9fba181ee,historical,place,:  ,influen,concept,", ",Amharic,moderate,historical,N,", ",2025-09-17 15:46:00
mostly23-adcb-4e77-8891-1672670da57e,strong,place,}_strength,neural_type,concept,"}, ",Yoruba,moderate,historical,temporal.,},2025-05-01 22:03:00
mostly93-b856-47a6-8773-b4229d9e49cd,2025ms,concept,subject_at,place,cultural_element,S,Igbo,moderate,current,",0representation",relationship ,2024-04-25 00:16:00
mostly2d-d839-4c41-bc1d-c46d6a90a32a,2024Te {,place,C,Amharicc mmisd,place,neural_strength,Swahili,strong,current,: ,Nal_ andg,2024-12-28 21:49:00
mostly67-0085-4ba8-b4db-42c464ec214e,historical,person,subject,S,object,object,Amharic,weak,historical,primary,object_type,2025-05-16 03:08:00
mostlycc-46cd-4c8f-aa26-0f919e9f280b,historical{,place,primary_at,2024n Africa,place,symbolic_type,Swahili,strong,historical,historical,", {",2024-06-09 15:56:00
mostly3d-e4cb-4c0c-b4df-ef8ea4bcd3c4,strong,concept,Cing ,predicatearra,place,:_strength{,Igbo,strong,current,relationship _language,primaryT_at,2024-02-28 12:45:00
mostlye2-dbd6-4fa8-a0e1-782d1e87c4be,recorded_graph,cultural_element,: ,S_strength and ,place,-00,Swahili,strong,current,recorded: {,knowledge_,2024-08-25 09:41:00
mostlya5-a49e-4243-a021-ea9c149c4791,place,person,P, ,concept,,Amharic,moderate,historical,strong,subject_embedding,2024-12-23 22:56:00
mostly6c-5bb6-4b58-a618-7b88414728cb,concept,cultural_element,temporal,temporal_type,cultural_element,subject_strength,Yoruba,moderate,historical,object_representation,object,2024-12-28 05:22:00
mostly1f-b6c1-4b35-96cc-b95dc32b34f8,symbolic_representation,concept,T,recorded_type,concept,,Swahili,moderate,current,neural,: ,2024-12-16 06:41:00
mostly6e-fbbd-47d7-b95d-72fa42c6c330,object_type,cultural_element,2025-01-11T342-1030-:09:00,M,concept,knowledge_embedding,Oromo,strong,historical,: ,", ",2024-02-01 14:35:00
mostlyc5-137f-43d6-ac1f-9ccf9472dc52,"A-23-04-.29T-1321,1.17,509}1}-1.282804,0.1903,,-0.475602648,-02-1.0274,-0.6,0.6-188,:",concept,} c c sicsal andsa andi_dsan,subject_strength,concept,predicate,Igbo,weak,historical,context_type,",- c--1.033,-04223.703,..004.385,0.518,-1.0609,-0.09,0.5738288,,0.29308,-,-0.2,-0.49174,1.568,1.4238,0.1715,1.11,--0.4,0476",2025-08-02 08:29:00
mostly16-1e8a-4a03-b563-65cfa9bd2b21,is,concept,Gthcmeresrp of,object,concept,moderate,Zulu,strong,historical,", ",knowledge_language,2025-09-24 13:09:00
mostly6a-0043-4016-85d5-ad41e8e20f61,organization{igedorritm inic,place,place,Era sri in,organization,object,Yoruba,moderate,historical,subject_embedding, ,2024-06-24 13:36:00
mostlye4-45c9-497d-b7b0-50554474a655,", ",organization,Yoruba,concept,concept,"K-T01, neural",Amharic,moderate,historical,"historical_,s ",historical,2025-05-16 11:00:00
mostly60-18b7-41cd-81ba-4f68fcaa8662,S_graph,place,object,: ,cultural_element, ,Oromo,strong,historical,knowledge_graphy,: ,2024-01-17 14:49:00
mostly84-9ddf-4de3-aab3-e6d6760bd7ba,historical,concept,subject,object,concept,symbolic_type,Igbo,strong,historical,object_type,object,2025-08-26 14:10:00
mostlyfc-7886-4e3a-8c16-eaa2bf21c78c,relationship c,object,South,place,cultural_element,symbolic_language,Amharic,weak,historical,",1",subject_type,2024-04-25 18:40:00
mostlyb3-525c-4382-a3ca-148895b6a693,2024_{,object,_representation,moderate{,organization,Zulu,Yoruba,strong,historical,predicate,2024_type,2025-07-16 22:13:00
mostly8b-1851-4339-b0a5-2e0f5ea40ad8,_at,person,timeless,Ean,organization,"Swahili-1..1,0.6,1.38,-1.6,1.26729,--0.220.22:1.36,0.604",Igbo,strong,current,relationship_strength,", ",2024-05-20 04:54:00
mostlyc9-7382-41ab-97e0-e86e9b5e4130,knowledge,concept,symbolic_representation,concept,event,N_at,Shona,strong,timeless,_, ,2024-12-02 08:10:00
mostly18-8058-4024-8d1f-f60f8b7ff903, ,place,cultural ,concept,place,neural_language,Swahili,moderate,historical,"2024graph-,-21_.1575,0..1256,,-0.03-13,0.2.3922,}.68,-1.073.05,-0.71:0.0218.3,0T0042,0.1.45,-0.560,-0.2,-0.,1.2,-0.7,-0.25296,-1.71.2,50T1159,-0.155,0.086",subjectm cpny,2025-04-29 18:13:00
mostly0d-4101-4a03-9d4f-c97a694c9221,moderate,organization,subject,: ,cultural_element,place ,Yoruba,weak,historical,historical,context,2024-03-10 19:57:00
mostlyce-52fc-4ae0-a775-08969f5671cf,:,person,: {,symbolic,object,2024,Hausa,moderate,historical,,}} {tlanali _language,2024-09-09 22:00:00
mostly84-99d1-445a-b8be-5721cfb68498,object_type,place,primary_aspect,context,place,M_representation,Amharic,strong,historical,primary_language,P,2024-02-29 23:48:00
mostly2b-a7c7-456d-8b0d-f76c17e289aa,", ",place,Amharic_graph,relationship_representation,concept,,Yoruba,strong,historical,C,I,2025-05-01 21:20:00
mostlyd7-7639-4fa7-a270-597b5875a5ee,primary_representation,organization,subject_language,",_type",organization,neuralm sy s m,Shona,strong,historical,2025 c{,subject,2024-05-21 14:37:00
mostly1f-cde0-444d-9c80-924f2aa0b7a9,neural,place,M{,predicate,person,context_language,Amharic,strong,historical,} ,}_language:,2025-05-15 01:13:00
mostly04-0099-4833-b335-f6cc87376778,concept,place,conceptany,", {",place,Md,Swahili,weak,historical,historical,temporal,2024-05-08 16:32:00
mostly8a-b278-464b-8caf-e02d23448f5d,predicate{,concept,context,subject,concept,is ofn,Yoruba,strong,historical,: ,object,2024-04-13 15:07:00
mostly3a-da61-4e2d-96d2-b1722ab23395,"primary, altio",organization,2024, ,concept,context,Shona,moderate,historical,is,"-_-T106,:00} ",2024-02-10 15:16:00
mostly1a-0cbe-4219-8069-78463a37b0bd,N,organization,relationship_representation,primary ,event,predicate,Zulu,weak,historical,neuralrelationship,neural_{,2024-10-08 09:03:00
mostly04-e966-4344-a780-e8ecdd63091d,temporal ,event,"-0.7,1.04,-0.5822,-:0..27952,-0.48.078,-0.1,1.5,-1.0746,-0.018,1.7",", ",place,temporal ,Amharic,strong,historical,", ", ,2025-03-09 15:07:00
mostly74-48eb-407f-aba4-a1fba2c7da58,relationship_,concept,E,object_at,place,", ",Shona,weak,historical,primary_embedding,", ",2025-09-29 17:32:00
mostly15-b950-4f3a-a700-23d5305fd405,", ",place,place,symbolic__at,object,primary,Shona,strong,current,object,relationship_strength,2024-04-05 20:34:00
mostly76-96de-42d0-9f5b-3642f0d12a17,: ,cultural_element,2025,C,object,}-_representations,Amharic,strong,historic,knowledge_strength,context,2025-06-14 19:08:00
mostly03-e75c-4065-9fc8-f2f892aa28eb,Cs,concept,subject:00,concept,place,,Amharic,moderate,historical,: ,Ao,2024-07-28 23:42:00
mostly82-9c95-4694-b9f9-a490c490cb0d,G_representation,object,object_{,,concept,objectuer,Swahili,strong,historical,", ",2025--1204_04,2024-02-28 04:01:00
mostly9d-907e-405b-a73d-c94fe76e6df8,",a",place,strong,: ,place,"2024-010.9:170.,0.25,--0.39,-0.365,1716, 8,_.47",Shona,strong,historical,temporal_i,,2024-04-16 13:57:00
mostlyd7-be95-40de-81e5-de7b37162f9e,"-06,.561.763,900.09",person,Nile,"timeless, ",place,"2024--05,0019492}07:106.428, ",Swahili,moderate,current,place,",",2024-05-05 21:45:00
mostly70-15ff-46fb-b216-ac12c2b267fe,", ccandouancead { ofe",event,place,}_representation,concept,2025,Igbo,moderate,historical,", ",relationship_language,2024-12-02 07:29:00
mostlyd5-6633-4787-8420-8f42703b9e20,G- ,person,concept,Swahili,person,: ,Swahili,strong,timeless,object,object,2025-01-14 19:09:00
mostly22-72d9-480c-9d09-6b36dc87236e,2024-T04-1.408,concept,"2025-0806s0,1.,0.257,1.274,2.294,-1.4,0.312,- 50.081,0.49049,1.024612, ",place,concept,recorded_at,Zulu,weak,historical,"2025-12-0.04,0.26, {",predicate,2025-05-09 08:59:00
mostly01-3ba4-4d29-a4bd-3de0fca48861,", ",cultural_element,: ,subject,concept,symbolico,Swahili,moderate,current,place,place,2024-04-26 15:08:00
mostly87-3933-43b9-babd-90258acf5e39,South ,place,: a,relationship_language,concept,A,Yoruba,moderate,historical,", ",-: dingu,2025-05-07 14:45:00
mostly7d-035c-4f49-8599-e836aadf521b,predicate,concept,subject_aspect,subjectr,place,subject,Swahili,moderate,historical,object,subject_type,2024-07-27 17:38:00
mostlybc-c6e3-4b2b-a23e-7ace72e78c93,historical,place,: ,subjects,place,neural,Zulu,moderate,historical,concept,}{th m,2024-02-27 09:03:00
mostlyb2-c9ee-4241-8486-65f48a057862,Zulu,concept,predicate,historicalu,place,subject,Yoruba,moderate,historical,relationship_at,subjectc_or,2025-04-12 11:19:00
mostly7d-4028-481d-8b54-5ff127587f87,subjectaspecttypemedk,place,place,", ",organization,: ,Hausa,strong,historical,predicate,object,2025-09-29 17:32:00
mostlyb2-71e3-4603-a56d-daad2041f2f3,A,concept,"neuraln,-.44601,10.8,-0.05.1202,-1319:11.0,-0.061099-0.4,--0.36,1.03-3,-0.3608,09-0.47,2.4876,0.5,-0.36613,-1.93,0.521,0..6,-0.2919109.48,-0.36,,-0.213,1.126,4.4-443,-1.1:48497,s.36.13,0.2007,",symbolic_type,organization,"2024al1.0217-,-0.4248432",Amharic,strong,historical,-,: ,2025-01-23 21:32:00
mostlyf6-d19c-4f9d-a676-b72688099489,place,concept,temporalgraph, ,object,",0.4-.165233,-1.49152,0_04-42--0.642,-0.8,-005.65,-0.31,0.21.484,1.1.1.3,-1",Swahili,strong,timeless,", ",}_,2025-06-10 11:00:00
mostly35-c442-4dfc-a982-e52abc738a94,context,place,cultural_at,:00,concept,2025nb,Hausa,strong,historical,Yoruba_at,", ",2025-03-14 10:28:00
mostlyd7-dfee-4dca-9986-a6c4986f8e4f,: ,place,knowledge_language,"primary_, ",place,Swahili,Igbo,strong,historical,strong,", ",2024-08-26 15:55:00
mostly7d-ed78-4464-b608-e263c3724942,predicate_type,person,",-0.3190,0.04,0.75,0.4807: {",historical,concept,object,Shona,moderate,historical,neural,subject_representation,2024-12-03 02:18:00
mostlye7-ecd3-48ab-a8a3-8401e5dc04fa,relationship_graph,person,stronga,concept,concept,context,Swahili,moderate,historical,", ","knowledge---0219.843,-02}000.7600,-1.3,}249",2025-09-29 17:32:00
mostly6c-9a2e-4605-8fae-2d114dd41441,knowledge_embedding,event,"2025--1.4T,20.809,-1.52508, ",predicate{,concept, ,Hausa,strong,historical,: ,} ,2025-09-29 17:32:00
mostly9e-03c1-4092-a3d3-44417c72a6ff,predicate,place,object_aspect,predicate:,place,historical,Oromo,strong,historical,object,predicate,2024-10-09 15:17:00
mostly50-0a02-4848-a77a-88cfba61d939,subject{,concept,: ,object_graph,organization,strong,Swahili,strong,historical,"-.01-0,0.315-002,-0.1704,-1.286,0.62,4-1.48900,0.4319,-0,1.6,-1.4,0.67,029.8,1.62,.3976-0.0270.9,0.25, ",:00,2024-02-09 17:29:00
mostly89-0cb8-4075-ae6d-1c36c8c7961b,recorded,organization,Zulu,object,object,"2025--0..5649,-1.1,-0.6823,1.4657:0-09,00, ",Zulu,weak,current,relationship_strength,place,2024-05-05 17:24:00
mostlyd4-582b-493e-b987-120ac5811f40,Ar,place,culturaley Africa,,place,C,Amharic,strong,historical,Mse  c,concept,2024-06-05 22:39:00
mostly52-3aa4-4608-8c62-4943e006e504,G,concept,subject,subject_type,concept,primary}}} ,Swahili,moderate,historical,temporal_at,subject,2024-03-23 17:59:00
mostly19-2d2e-4501-9e6a-f74630b8d151,"historical_, ",cultural_element,temporals,: ,concept,temporal_language,Hausa,moderate,historical,", _type",: ,2024-07-13 19:07:00
mostly59-a7ed-45e0-b6f1-1504feb56d86,", {",organization,concept,2024 ,concept,"2025, ",Amharic,moderate,historical,neuralstrengths,: ,2025-02-22 12:57:00
mostly7b-41ad-4bc6-952f-21e9ca70be53,predicate,person,strong,moderate,organization,moderate,Yoruba,strong,historical,neural_embedding,Amharic,2024-02-25 15:12:00
mostly24-7111-4f91-9a22-e19446a49ab0,object,object,temporal,place,person,subject_type,Igbo,strong,historical,_types,object,2024-03-10 17:48:00
mostlycc-c066-411b-8a60-1107b03bcca3,place_embedding,place,2025,A,place,: ,Hausa,strong,historical,: ,: ,2025-08-06 05:19:00
mostly2a-ee9b-4ccc-be8d-cd155ead4331,neurala,concept,strong,current,place,organization,Shona,strong,historical,_type,: ,2024-06-29 09:40:00
mostlya7-ec5e-42cb-a83c-61e2c2309444,relationship_aspect,cultural_element,2024areraironicesy ofoumvc,recorded_at,concept,object,Zulu,strong,historical,subjectk,organization_at,2025-09-29 17:32:00
mostlyca-0449-46b7-a0fa-9f90016bcf3c,Mries of,place,primary_language,} ,cultural_element,",--} ",Igbo,weak,historical,: ,:00,2024-02-28 03:45:00
mostly1e-b57e-4655-af02-c1b31f56dcc1,historical,place,primaryecih o pica tsiaera,2025 cc,place,,Igbo,strong,historical,place,cultural,2025-04-06 12:47:00
mostlyab-7a2b-4eea-8add-9b5fe59a849d,symbolic_aspect,event,strong ,knowledge_graph,concept,strong,Yoruba,moderate,timeless,organization,2024-04T18:00: ,2024-11-05 21:57:00
mostlyd4-5070-4f8c-b60e-bfee0360b57e,current,place,South ,--T16:13100,concept,predicate,Shona,weak,historical,2024,"Igbo, ",2024-04-06 21:26:00
mostly14-1c67-4335-b166-5f9448a4c3a5,is,concept,context,: ,concept,} ,Shona,moderate,historical,", ",subject,2025-04-16 18:52:00
mostly56-5870-4730-8439-0e1c606b5ad7,,event,{0.,places.ed,concept,relationship-04_type,Shona,strong,historical,knowledge{,temporal_at,2025-08-20 19:03:00
mostlydc-dcfe-45e4-aa1b-4fcb02b15acc,temporal,concept,concept,relationship_type,concept,subject_strength,Zulu,strong,historical,moderateen,relationship_aspect,2025-06-01 10:18:00
mostly93-1f75-486d-89d5-8f0969f68c94,context_typeing,place,recorded_aspect,,concept,-_graph,Yoruba,moderate,historical,moderatekdes in_languagee: ,context,2024-02-25 19:29:00
mostly0c-e224-42c0-b357-3d8e737c96e1,relationship: ,concept, ,cultural,object,concept,Swahili,strong,historical,,organization,2024-11-21 06:28:00
mostlya1-7852-48b0-a644-db2747f762e8,symbolic_type,place,place, ,place,predicate,Swahili,strong,timeless,: ,", ",2024-06-21 17:19:00
mostlyb5-c239-4af7-b9c3-9e290a1670da,: ,concept,moderate,subject,concept,place,Igbo,strong,historical,-0.38,influen,2024-08-23 03:55:00
mostly6a-1ee2-49ce-8fd6-ad43d6fe3d4f,{,organization,: ,subject,concept,Es,Zulu,strong,historical,object,place,2024-07-29 17:13:00
mostlydf-12e3-433c-ba21-bfbfd825f9d1,neural_at,event,} ,context,concept,subject,Zulu,moderate,historical,primary_aspect,: ,2025-04-01 09:49:00
mostlybe-3cda-4afb-89d8-edddf462db1e,cultural,person,timeless,", ",concept,"-0.1,1.206,-1.2717, -1.535,0.28",Amharic,strong,timeless,neural_representation,object,2024-10-11 01:37:00
mostly75-1286-418c-b88b-a8ef3b586e16,", ",place,relationship_aspect,", {",place,"2025-1221tT-05,-1.612,2,23.96,0.01,0.3,-.3:1{,0.346, -04-0.9.919,-0.753,1648{,-0.42632,-0.15.3,1",Yoruba,moderate,historical,historicalmig,Amharic,2025-09-08 21:58:00
mostlyd1-6248-4f49-9630-6fec5b68ef80,Souths,cultural_element,subject,relationshipn.2521 ,cultural_element,G_aspect,Swahili,moderate,timeless,person_embedding,strong,2025-09-29 17:32:00
mostly4f-a21c-45b0-968c-0e3d183e1ec6,neural_embedding,cultural_element,"}as, {","G, ",organization,relationship,Shona,strong,historical,subject,object,2024-06-29 15:19:00
mostlyc3-a72f-4520-a322-452235a41abe,,place,"2025--1-02:0.9,0.033,-0.8",recorded_type,event,A,Hausa,strong,historical,subject,predicate_representation,2025-09-29 17:32:00
mostly80-08cb-44a4-8e6e-ba8884bbeda3,strong,place,Nile,organization_s,object,", ",Igbo,strong,historical,2025,Idgu ,2024-02-24 12:11:00
mostly2f-d031-40e9-aa0a-5599d809c77f,organization,organization,}_strength,strong,concept,primary,Amharic,weak,historical,symbolic_representation,historical,2024-02-11 01:35:00
mostly26-085a-45c2-a0f4-4041f17b1675,", ",place,: ,Amharic,organization,"-0.394,4-1.12309,--0.06507,-1.04022,-22-1.743,-012.717,120.093,_at.09,10.15,-2.4805,1.09,-0.7648,0.947:,-.9424750507,-003",Oromo,strong,historical,object,influen,2024-05-10 13:22:00
mostly78-107e-41d0-99e6-d54d99ee5a74,N ,cultural_element,", ",primary ,concept,-: ,Swahili,strong,timeless,: ,: i{,2024-01-12 00:32:00
mostly8c-973a-45fc-ae52-695863dfe0b2,,person,object_strength,"strong0.4,-0.182,0.4307,-0.8-0.085:-0.2906.227,-",object,primaryab,Igbo,weak,historical,influen,object_,2024-06-21 04:49:00
mostly46-fa44-4d76-a33c-4052b0965128,neural_embedding,cultural_element,primary_aspect,G,event,recorded_type: ,Zulu,strong,historical,} ,,2025-09-29 17:32:00
mostlyfe-bc44-4635-b145-ffbbf61d02b3,} ,concept,object,subject,place,symbolic_typei,Amharic,moderate,historical,"2024-1,1.38,--0.648,-04.719:360,0.8, ",temporal,2024-05-10 19:26:00
mostly21-e82d-4c08-884c-d061e0add6ad,", ",event,subject_language,weak,concept,temporal,Igbo,strong,historical,knowledge-,{,2024-08-20 14:10:00
mostlyf3-5ee8-46e9-924f-9c6eb20a1747,concept,concept,timeless,", ",concept,subject,Yoruba,moderate,historical,moderate,weak,2025-05-08 02:58:00
mostlyba-2591-4ea5-8459-6cef005e8fc9,: ,person,Swahili,"2024-2,00190.2,-1.037,-1.7.094,0.94346,}.0405:.4357,-1.08,470.84,-0..3715, -",concept,", ",Igbo,strong,historical,2025 ,context,2025-06-16 14:54:00
mostly5d-fba0-4ed8-8812-2ad08d83ed56, ,concept,predicatebrisori-ana te s_ls,predicate,concept,culturals_,Zulu,strong,historical,moderate,2024rankoo ,2024-09-03 17:38:00
mostlyef-3a51-4bd5-a6a4-5c9f6eaec730,subject_representation,place,: ,relationship,concept,C ,Amharic,moderate,historical,object,symbolic,2024-07-07 15:18:00
mostlyfc-4174-44d7-b7c9-ca6178549835,strong,place,"place, {",temporal,place,historical,Amharic,strong,historical,temporal, ,2024-03-28 22:54:00
mostly66-0cf2-43c9-8d6d-bdf5935c41e7,", ",person,moderate,", ",cultural_element,subject_type,Igbo,strong,historical, ,symbolic_,2025-03-17 06:36:00
mostly89-9ff9-4278-aed6-3603bed261be,", ",object,object_representation,"I, ",concept,"2025ing-1T02,06:0.2349432subject,-220.157,1.052T},1.6,-0.5683,-0.72304,11-1..,1.42,-0.164,1.913,{:033.,7601,0.3640.36,0.181849,0.1858}15,-0.275-,-1.7,0.11,-1{.2,0.239,1.26.54749,-0.75, {",Swahili,strong,current,temporal_, ,2025-06-29 14:34:00
mostly07-0046-4d85-9c5e-6444a071a254,temporal_type,place,S,2025_embedding,place,"C.o, ",Swahili,moderate,current,"2024-0.4930,4.443,0.35,--1.764,00-0.07,50 00","A, ",2024-08-20 14:00:00
mostly91-f562-4288-acdb-d9341c6e8086,"2024-1.716,-481",place,timeless,Igbo,concept,context,Oromo,strong,historical,: ,predicate,2024-04-01 18:04:00
mostly4b-557c-4e6e-89bf-bd84ce47669b,place,place,historical,predicate,place,"-{-3-T232T-0.642,0.3949,-0.46295717,-0.05026,.154,.7657:00}} ",Yoruba,moderate,historical,: ,",00",2025-09-03 03:20:00
mostly53-b649-4c69-bb3a-f517678d3430,recorded_a_languageo,place,I_umth,concept,event,2024T1,Yoruba,strong,historical,"2025-5.49488,1.06-1462,0.062842-0.3483,0.17,27161:07,2,-0.51885,-0.70,-0.0536,0.18,0.16,-0.0484,0.52,0.0.8221.23,0.505,",temporal_type,2024-08-24 04:42:00
mostlyc7-67fe-44a9-8e46-54ab67beb37d,: ,place,: ,Zuluv,concept,"2024t---1.16196,3.578,1.08,-1.045,-1.6028,--0.0315,0.063,1.06130170.04,-.57,0.54,-0.151,0.034636,-1.5508,-0.27,0.050818,.396,0.082,-0.02,-091.49",Shona,moderate,historical,temporalnraythths andi ,}_aspect,2025-04-21 12:17:00
mostly8d-142e-4df0-a5d4-20049f25e5a5,", d",place,moderate,: ,organization,concept,Swahili,strong,historical,}_graph,}e: ,2025-07-28 16:49:00
