id,ethical_domain,primary_language,scenario_type,description,stakeholders,ethical_tension,cultural_framework,resolution,principle_demonstrated,location,symbolic_logic,wisdom_teaching,neural_embedding,recorded_at
mostly7a-afc7-4e73-ba55-b07e7f5924c9,responsibility,Igbo,community_decision,empathy,", ",", ",location {,", ",resolution,ethical_,primary_teaching,: ,recorded_language,2025-06-27 14:26:00
mostlydd-ecca-4f3b-ada9-9731d620623e,justice,Oromo,traditional_justice,ethical_framework,cultural_teaching,"M. yak_.92, v na,","ethical,-1.5.08,,0141521.","neural_, ",: ,},scenario. ,primary_demonstrated,: ,2024-01-27 04:20:00
mostlycd-8969-4525-86fd-2961e62d88e4,respect,Shona,traditional_justice,: ,neural00,"-0.48643,-0.081900-281.7,1..030229726,0.38619 ",ethical_tension,K.03eba,: .,: ,}_justice,,resolution,2024-01-18 06:21:00
mostly8d-424f-48e9-92d8-b18321197530,respect,Igbo,traditional_justice,U1,ethics,"Ndịwa-ana03ana,1.283,-0.91793,--0..51700443,060.3,-0..060.4940,-0.191935:",Shona_teaching,ethics,cultural_demonstrated,neural_tension,,2024: ,symbolic,2025-06-28 02:05:00
mostly77-0e77-41b9-8117-676b90e06b12,empathy,Igbo,modern_ethics,location {,"H-06,-1..3119,-0.82,-743",: {,symbolic_domain,", ",C ,,,,K,2025-03-05 17:40:00
mostly8d-cff1-42a4-86b0-f4fecffa8a26,empathy,Yoruba,modern_ethics,description,integrity_type,locationm,},W and Ts{i,,stakeholders,recorded_logic,N_language,ethical_type,2025-03-21 10:42:00
mostlyef-98b5-4bd9-a1c1-0ca1e3a7f291,integrity,Igbo,modern_ethics,neural_logic, ,principle_demonstrated: ,I,resolution,community yawaininhm ihanl,recorded,: ,wisdom_.,", ",2025-01-21 23:46:00
mostly0a-f96a-4acb-9116-1e23b04643e6,community,Igbo,traditional_justice,principle_framework,location,: ,A,principle,", ",2024--0.-496,: ,wisdom_language,"-02-0.,-0.06,-1..5.1,, ",2024-11-11 03:14:00
mostly55-b9a5-4ee9-b180-f0ca83b7876b,responsibility,Amharic,community_decision,primary_embedding,: ,"K,",N,", ",primary-0.16..4727:: ,description,{ ,,principle_logic,2024-02-10 06:45:00
mostlyc3-d7eb-4282-8a9f-dc42aeb05910,ubuntu,Zulu,moral_dilemma,", ",: ,N {,description,"},: na ","}00scenarioc. i, arana senwa i, aus ya eem eubaa ",": mbkenwa,- i,001 {",stakeholders,"2024-,-1.236701208,0.3,0.30112.5, ",ethical_language,2025-05-18 05:49:00
mostlyd8-0e84-45f2-a325-6b9257710aab,ubuntu,Igbo,traditional_justice,,stakeholders_framework,justice naind,ethical_logic,recorded_demonstrated,", ",U_decision,wisdom_teaching,wisdom_type,recorded__tension,2025-01-03 06:21:00
mostlyfc-d6df-44d7-82c9-88880b70eebe,community,Hausa,traditional_justice,", ","Oromo, ",: ,", {",symbolic_at,M_.,0: {,ethical_logic,2024,symbolic_logic,2025-03-18 12:41:00
mostly67-bc76-4423-b64a-cc05cacce954,respect,Igbo,modern_ethics,scenario_,Ndị} {,scenario_typetype,scenario,_domain,scenario,", ",,stakeholders.,wisdom_tension,2025-01-22 00:06:00
mostlyf6-d509-4758-a402-4fdfdbd7a86e,integrity,Swahili,moral_dilemma,primary_domain,scenario_domain,symbolic_,", justice",H na n,K{,U{,"2024-0117,.6904,1.7,",principle_: ,intergenerational_frameworklogic,2025-06-13 10:31:00
mostlyb1-2091-48f7-b041-85154eaf3411,community,Hausa,community_decision,ethical_demonstrated,cultural_,"W and and community.3l, ",location_demonstrated,symbolic_demonstrated,U },: ,ethical_teaching,ethical_domain,},2024-09-12 18:36:00
mostly69-2476-40e6-a314-202ca381a2a2,community,Yoruba,intergenerational,{,"Ku-411156,T,0.473-2,-0,., ",neural,scenarioethics,: ,description,neural_domain,neural_teaching,: {,"K, ",2024-08-03 04:03:00
mostly53-eed7-4cac-9361-6c0465bcfd8e,community,Amharic,community_decision,scenariosymbolicresolution,scenario_type_u,description,ubuntu,S ,2024_at,Shona ,", ",,W_demonstrated_teaching,2024-08-03 12:34:00
mostlyb5-1577-4840-a866-677f64cccb86,community,Zulu,intergenerational,,} ,ethical_embedding,_domain,Ku-,principlecw,cultural}_tension,stakeholders,", {",",T ",2025-01-31 21:28:00
mostly11-9114-45f7-887b-fe18c82dd998,integrity,Swahili,community_decision,wisdom_teachinglogicdomain,K,"0-0..0759, ",Hana: ,", ",cultural.,Wdemonstrated,}scenario_logic,,T ,2024-08-02 00:24:00
mostly7f-df71-481b-a07f-13b6e8b3eba9,integrity,Igbo,community_decision,community,: ,: ,ethical_,I,{,ethics,: ,scenario_at,{,2025-06-06 13:12:00
mostlydc-83fc-499e-ba55-22b36fec7190,empathy,Igbo,community_decision,", ",stakeholders,symbolic,: ,recorded_embedding,description,scenario_frameworkkp,H,: ,: ,2024-09-13 04:23:00
mostly49-eba3-4ff9-bdcb-26d989d73a57,integrity,Amharic,modern_ethics,},description,}}: ,principle,} ,}} ,resolution,: ,neural_at,I,2025-08-25 18:42:00
mostly28-5afb-4650-ab12-c4274f8d4f27,empathy,Hausa,traditional_justice,wisdomu,", ",Kk,culturalcultural_framework,stakeholders_framework,wisdom_language,principle_framework,ubuntu_0,U_language and,: ,2024-03-10 02:48:00
mostly65-8366-48f3-88f7-c3246fc92a15,community,Swahili,conflict_resolution,",-..2.1943..9,15","H, bplyinfan, m waurihenalọ sgak ko bbg, ya managsp",description,scenario_tension,respect{,location,wisdom_framework,IT00 {,,"O,1 ",2025-05-23 06:24:00
mostly5d-e1de-41d9-8b5e-357abf0f387f,integrity,Igbo,intergenerational,{,scenario_tension:,"0.59258}0.1490.9,0.194,1.,7-0.15, ",Kculturaldemonstrated ,resolution,symbolicrecorded: ,- , m,cultural_,"empathywari, o",2025-02-18 10:48:00
mostlye3-e83f-49af-a342-c33b87ed508b,respect,Swahili,intergenerational,", ",location,justice_,C_domain,", ",neural_resolution,: ,ethical_language,modern_tension,", {",2024-05-03 07:50:00
mostlyd6-db73-4a6c-948e-0d5029f78687,respect,Oromo,traditional_justice,recorded,: ,symbolicprimary {,Ndị ,"neural,-0.7-0.943,-0.0310.5, a0.,43,3,-.04, ndị160.098,-0-0.70.1T,0.216,.092,-1.0412,-01.13.8-01,recorded11490.7024,0.07}",primary_framework,",-0.04,009.43,,0.2717,07,-0142.2,0.51179,0.2508,1.4302,0.5,0.3,0.6,0..87,012,-0.06,-7,-1807.,2",,scenario_type,"}{,_",2024-09-14 11:10:00
mostlydc-f778-47a3-8fee-c17d341253d6,responsibility,Igbo,intergenerational,"K, ",location,principle ,cultural2024_at,: ,: ,: ,,ethical_dilemma,,2024-08-16 02:33:00
mostlyb1-1277-4502-b763-fc106abb85aa,ubuntu,Shona,conflict_resolution,wisdom_teaching,", ",ethical_domain,},Nyo airi akanae waeuy,2024_language,description,primary,culturalwisdom_,community,2024-03-03 11:06:00
mostlya6-5a49-41c7-ab5d-9964fdb44f3e,integrity,Amharic,community_decision,primarystakeholders,",-0.48,-}0.4",: ,ethical_type,"0,, ", ,ethical_domain: ,location,,: ,2024-05-08 00:34:00
mostly11-fa12-48a3-ab1e-630e65cf2497,justice,Yoruba,conflict_resolution,} ,} ,", ",:00,Ndị_tension,"Awaf-, ",: ,U,location,M,2024-02-13 17:11:00
mostly0e-129a-4e2f-a07b-54bc151e83ac,community,Igbo,moral_dilemma,cultural_ na,neural_{_logic,: ,2024_language,}_framework,wisdom,scenario,K ,K,stakeholders,2025-01-29 19:01:00
mostly99-efcc-443a-b4a2-4c575b1b4f6e,community,Shona,community_decision,justice wa ,ethical,: ,ethical_teaching,ethical_language,E_embedding a and vlcev na kufa,ethical_language,-at10,"justice, ",Ku_framework,2024-04-19 10:39:00
mostly8f-8238-4c81-8cfc-eb74ded2c62b,community,Shona,traditional_justice,: {,primary_language,",{",A_type,neuralcultural_teaching,Kone a van,primary_type,", ",scenario,"Mstakeholdersvwa  na m ku ya nam,vonduvso, ",2024-09-29 20:03:00
mostly49-f232-4540-9867-2989a0560803,respect,Igbo,modern_ethics,stakeholders,primary,ubuntu_teaching,recorded_languageframework,resolution,symbolic_type,"C{1, e-0.2812,-10.712,2,.",A.l,scenario_tension,", ",2024-09-02 19:20:00
mostlye6-5d10-4aff-82f7-dfdec95a936c,community,Oromo,conflict_resolution,neural_location,stakeholders,neural ,cultural_embedding,2025cultural,} ,symbolic_teaching,neural_language,{,location,2025-07-06 04:25:00
mostly33-ca09-4967-b739-8f4df59cec31,community,Swahili,intergenerational,A,location,}_language,community,description,ethics,,2024 ,neurall andatg wa,", ",2024-07-10 12:08:00
mostly91-2b64-42f8-9bfb-0c774f37ca09,community,Igbo,modern_ethics,}} ,", responsibility",M,: ,"Hf,0.121",principle_domainlanguage,neural_tension,2024wawa,K,"cultural._ wa, ",2024-01-13 13:52:00
mostlyc5-1361-4f15-8407-8e9ba9e3f469,ubuntu,Zulu,traditional_justice,Ndị,", ",ethical_tension,cultural_teaching,"2024-_embedding-04T0.060.2,0.86,2.,006_o,-0.06.43,-0.9,-1.1826,0domain.76,1.668772,0.1598,-0.135,-0.72617,-0.408,0,-0.67789,-1",", ",: ,scenario,integrity,"- naT.,02-1.251,-0.2,0.26,880-6,1.044T9,-",2025-07-26 06:04:00
mostlya5-a6a3-468f-be29-0b048aeedde3,empathy,Oromo,community_decision,principle_at,scenario,neural_location,recorded_tension,scenario_embedding,primary_logic,,stakeholders,neural} , ,2025-08-08 01:27:00
mostlybf-46ab-4105-96f3-9ea03f507789,empathy,Yoruba,moral_dilemma,} {,"Addis-_,1128,43,-117.728 ",0.79, ,primaryn,,neural_: ,symbolic_demonstrated,: ,_,2025-09-13 04:11:00
mostly00-6a81-4154-9706-f69a207f52f8,ubuntu,Igbo,conflict_resolution,modern_,"A nain. ku, v nkgu m m yapaananau yaeenaar mọ a  and u-, nazi, ","Ndị, ",ethical_framework,location,{_tension,N,symbolic_tension,H_language,C,2024-06-06 08:33:00
mostly4e-6752-4e07-b0ea-01a45291448a,ubuntu,Oromo,conflict_resolution,Ndị ,,2025_language.,: ,neural_teaching,U,primary_domain,", Nigeria","}}-0T}163, ",community,2025-05-08 08:45:00
mostlyca-3571-4722-adc5-7db0a6370320,ubuntu,Shona,traditional_justice,"2024location,-e","2024103.5,-1-0.8.157100,-0,-001..671,10148,-1-0.849,",symbolic,",-01:.0547,-0.229.566, ","M yaton uewain na kur n’pan,u manlauf na",justiceu,stakeholders,},"S-.03, ",resolution,2025-05-20 05:30:00
mostly24-0c49-4259-86b7-2188c63d23ad,integrity,Amharic,modern_ethics,Tanm,empathy,neural_language,: , ,ethics,O00}aonenl,", ",: ,", ",2024-04-19 00:32:00
mostly41-0166-4c79-a667-6edbfcb514b2,empathy,Amharic,intergenerational,description,: ,", ",: ,},description,,ubuntu,"ethicalc,1.",stakeholders,2024-05-30 16:29:00
mostly93-a61e-4190-a389-03926acc2b57,community,Yoruba,traditional_justice,,C,ethical__: ,wisdom_language,--e.19,symbolic: {,neural_framework,primary_tension.,"-04,0.593,-1","community-1.12803,0506.,_-0.45:,-0.368.6,-00T.,00-0.025661T, ",2025-02-14 20:10:00
mostly03-fb62-45b2-8a2f-330387c60947,respect,Hausa,conflict_resolution,}justice,N {,symbolic_type ,description,ethical,_teaching,neural_tension,principle_logic,Shonae,cultural,2024-06-26 19:50:00
mostly94-767a-4a2d-a8d8-63447e660981,integrity,Oromo,moral_dilemma,cultural_at,description,A_,_,"Ku,0.06",S,description,"K-0.8,,0.49, ",ethical: ,,2024-09-03 23:53:00
mostly4a-16ef-4d02-8666-75625f7e38b8,justice,Yoruba,moral_dilemma,M,"wisdom_logic-.65,-0.439,-00.1.928,-280013-0.25,00.4066, ", ,empathy,wisdom_at,resolution,"M0..25,2",ethical_tension,"Ion,",2024,2025-07-06 22:09:00
mostlyeb-efb0-4058-bf7a-72fb13955f59,integrity,Shona,traditional_justice,}_teaching{,primary_language,ethical ,: {,neural_framework,cultural,,C,modern,: ,2024-07-05 06:42:00
mostlyf2-bc45-4c70-ae36-c78cd79757c6,empathy,Zulu,moral_dilemma,ethics,neural,M,intergenerational_teaching,ethics,scenario_embedding,"Kethical.4,-,0.5615-,0.4712,-00.98, 03-T",Ne,{scenario_.,N_language,2024-01-08 17:23:00
mostly0e-f17d-4d4e-bd09-3ce6d1827a9b,respect,Swahili,traditional_justice,scenario_embedding,", ",wisdom,K,: {,} {,ethics,,"cultural,_teaching",", ",2024-06-30 12:29:00
mostly6d-da25-4cd6-b4ad-d9d50325a86e,integrity,Igbo,modern_ethics,Ku_embedding,primary_framework,community_at,}1.,"cultural, ",intergenerational: ,: a,: ,ethical_at,symbolic_embedding,2024-09-02 21:26:00
mostly93-d96a-4e67-8947-fb76e69ac423,justice,Oromo,community_decision,ethical_{,ethical_domain,respect_logic,resolution and-u,: }gለddyatuni yaarwa i na ,"K ku waaewaalhpoy, na m kub",-m7,traditional. ,: , ,2025-04-14 15:36:00
mostly12-147b-485c-b1cc-0caa460b3a29,integrity,Shona,modern_ethics,"}.,--0.0912,0.",description,ethical_dilemma,", ",recorded_language,ethics{,Oromo_type,: ,",0.1.5,501,-0.085--.362,0.594,0.13,-1.4,0.26,0.25077, ",wisdom_at,2025-05-18 17:19:00
mostly93-1671-4cf1-aca7-ccc41a5a6775,integrity,Shona,traditional_justice,scenario.,scenarios-,integritye,stakeholders,symbolic_demonstrated,primary__demonstrated,location,T_demonstrated,H,scenariovaant b,2024-03-16 19:17:00
mostly6a-99e5-42fe-8d04-0928a0126ce0,justice,Shona,intergenerational,primary_,_,,: ት,recordedlanguage,ethical,description00}waae ch yainyakam,symbolic_teaching,description,: ,2024-11-13 00:39:00
mostlyc2-3718-4305-a81d-2bd83e5592c9,respect,Shona,modern_ethics,-06,"Hash aasy ku, ",A,"traditional-.490.5,0.48-T,-1.28,0.8,-0.22047, ",scenario_at,scenario}: ,"I and h nban, ",Ndị_at,"KT: na- na n aen na o nasvgje k yaọ mai, ",}: ,2024-10-22 15:57:00
mostlyc7-fb8d-4495-ab2b-c5cf6302830b,responsibility,Zulu,modern_ethics,ethical_at,ethics,symbolicresolution,ethics,I,"description,0.49117T6,T1.5,-0.422,07,-0.0416","2024,0.180T.45,.1,0.9,-0.1449124,1,-0.0800100.,0 ",", ",ethical_embedding0at,"2024-0.17628,-0.64,0.9,0.144,0.05.0805,-0.4",2024-01-08 17:23:00
mostlyf2-1cf5-4815-bc57-af45cf3a3428,ubuntu,Amharic,modern_ethics,description_tension,neural_logic,} ,G ,modern_type,wisdom_domain,cultural_,2024-,wisdom_,,2024-07-24 08:25:00
mostlye4-ac50-4f27-ae48-4d1262bd0dba,ubuntu,Amharic,conflict_resolution,Ib,location,":-0.03,1.050406,1.01",Ku ,"ubuntu-cl-o wa ya wawa.waana,m mini h yaendg a,an u men",primary_embedding,K-_domain,stakeholders,Kuv ,scenario_teaching,2024-01-15 09:24:00
mostlybf-dd21-46d6-9132-b31f3fe05223,empathy,Amharic,intergenerational,,ubuntu,locationdomainalen,description,primaryresolution,scenario,}} {,wisdom_domain: ,-,cultural_embedding,2025-03-29 17:35:00
mostly8d-6681-4610-ba19-f691c67a21e2,respect,Swahili,intergenerational,G{,Oromo,description,primary__,symbolic_demonstrated,: ,primary_language,primary,neural,cultural,2024-08-13 23:55:00
mostlyc4-0cbd-4cfe-9006-258dffca30ff,community,Amharic,moral_dilemma,principle_:mal,"justice, ",2024_tension,}_tension,wisdom_demonstrated,Ion yaaaani aa wain,A,location,scenario_embedding,},2024-02-18 14:22:00
mostly2d-0b24-4c6f-bc39-32ec5dbc1c1f,fairness,Swahili,modern_ethics,: ,cultural ,: ,neural,"-.90.470,-0.44354325,-,-0.806, m1805,0.64-170,0.3015,T1.2,-..47.09481,-11.7.180,1.4,-,-",K,scenario,ethical_language,- ,resolution,2025-02-03 15:18:00
mostly1d-d0a9-4a12-a38c-16af840e3753,community,Igbo,traditional_justice,"S-g-00-1502,-0.0923,-0.536726,0.8,00.49,0..25,0.91T148,at0.5,1.2312,,0.908,0.1518",M_type,}scenario ,resolution_framework,T,stakeholders,I ,scenario_teaching,symbolic_teaching,Ku- yau,2025-04-02 05:09:00
mostlyb5-2071-413a-8ca8-ccf614ed638d,empathy,Amharic,traditional_justice,ethical_framework,neural_language,: ,Oromo_domainlanguagea,"neural-0,0.79,-18-1.7..,-019,2.","communityue gwa a k aords wagremaiin ya m, mbakp","M, ",2024:,"--03009_teaching,-0.5904801T090_68,-04.68,12,.68 ya.15,: ",wisdom_at,2025-01-20 01:24:00
mostlyf5-102a-4ecf-9642-edd51ec8c32c,fairness,Swahili,moral_dilemma,resolution,stakeholders,resolution,symbolic ,", ",symbolic_embedding,ethical_domain,"K and-o-0.53,-0.2378, ",,: ,2025-09-14 02:06:00
mostly18-27a6-463a-8845-144f9a86b2f3,empathy,Zulu,traditional_justice,", ",{,", ",2025 i,", ","Eal.o,",: ,,_ ,: ,2024-05-10 22:49:00
mostlya2-fc82-4d2c-a079-c4c2fd1d9d4e,justice,Shona,conflict_resolution,"resolution,atd.en aa nasaansan",",0.58,0.2,1.1196,1.6,1.4.15862,-0.580.142,",ubuntu ,{,", ",symbolicethical ,cultural_demonstrated,recorded_at,ethics,description- ,2024-07-24 17:26:00
mostly27-930b-4d23-a346-959006fb1d97,empathy,Shona,intergenerational,}} {,resolution,",",S-,locationl,recorded_language,neural_type,,: ,,2024-09-11 11:20:00
mostly23-865e-41c4-9335-e8b83741933e,empathy,Amharic,traditional_justice,principle_teaching,description,principle,wisdom_ ya,description,ubuntu,", ",primary__,ubuntu_tension,N-,2025-03-25 09:42:00
mostlye3-cc8b-4650-a0c8-45d56df5b5bd,fairness,Swahili,moral_dilemma,}} {,", ",integrity,symbolic_teaching,Tethicson,community,":  naalb, ",wisdom_language,community,"I na-0.31406,0.18,0912,",2024-01-31 18:34:00
mostly9e-47cb-490c-9e5f-50e268248814,respect,Amharic,community_decision,T ,} ,wisdom_embedding,stakeholders_,Aal,: ,community_domain,description,: ,primary_at,2025-01-11 13:35:00
mostlyc7-e672-49c7-9873-df243e9e3b54,community,Igbo,modern_ethics,ethical ,Nr ,Oromo,resolution, ,: ,2024-type ,: ,Oromo_framework,", ",2025-04-17 21:11:00
mostly13-a6b1-4561-a38b-4706027518d6,ubuntu,Swahili,modern_ethics,"Au, v",principle},neural,"recorded, ","-.119290512,0.039,010.4384915,-1.46,0.12,-1.1-.1643,1.05549,0100,000.729, ",}_framework,,", ","O0oaa,--0.1512,0.43,0.63-7,-0-0.1535,-0.1.073,1.72,0.-0020.82,001.70,0.50562,-0.7",}resolution,2024-08-02 23:03:00
mostly0a-1859-4dbd-b3ef-938080d9c758,integrity,Igbo,intergenerational,stakeholders-f.,} {,Ogo,2024_teaching,2024an--0.6,ethics,ethical_demonstrated,2024,TManas. ,ethical_framework,2024-02-10 19:44:00
mostlyb5-112c-452f-86b6-e55a4e0926d2,empathy,Swahili,traditional_justice,,symbolic_,"}wisdom-,--020.3,-.478,-0.33,0.,711.5,1198, ",justice,"scenario,00",ethical_framework,wisdom_teaching,:{,} ,A_domain,2025-03-20 15:49:00
mostlya0-8a99-4357-8d42-76716cb6335d,integrity,Oromo,traditional_justice,Ku ,"communityooinamyso mb waakjon, na o",location,", ",Ndị,,", na","Ku,T",ethics,recorded_demonstrated c,2024-07-03 09:26:00
mostlyc7-a5a5-4612-b7e2-6247ff180382,justice,Igbo,intergenerational,2024_justice,"002,-.588.26,-00.0116,0.916,-0.03.305",principleethics,resolution,"description, ",", ",intergenerational_at,neural_framework,symbolic__at,: ,2024-04-13 09:12:00
mostly76-1c14-4f6d-b46f-872e65edb447,community,Igbo,intergenerational,ethical_tension,primary_logic,wisdom,neural_tension,: ,"stakeholders0.568,16,1.2052,0.",", ",recorded_teachingo,neural_,description,2025-09-25 10:59:00
mostly15-f300-4a4d-aa55-eca41b151119,respect,Zulu,traditional_justice,"stakeholders-02,026.318,T,-0.3522,2.087,-0.5850113,1.,05,0.9,00.131.1,64TT,-0.,-00.09,-0.180184, ","M, ",resolution,", ",resolution,location,primary_,principleat,", ",stakeholders,2025-09-18 04:17:00
mostly8d-395c-4519-b8c7-650b6f28014f,integrity,Hausa,community_decision,Ku1_ ,principle_language,ethical_at,resolution,} K,}_,: _,ethics,resolution,", ",2024-02-20 12:04:00
mostlyad-8bd7-4a2e-8622-3cead2bb4909,justice,Zulu,intergenerational,,2024 and,} ,symbolic{,description,recorded_logic,scenario {,locationd,wisdom_embedding,: ,2024-04-18 12:24:00
mostly64-ca15-4787-9b7d-2e3fcf87c3f3,empathy,Oromo,intergenerational,wisdomteachingch as ,"Kana-,00,0: ", ,neural_ethics,},2024-,:demonstrated,_in,cultural_embedding,M_ na,2025-02-28 04:44:00
mostly5d-6c4f-4c70-a4b4-0ee91eecc2bc,integrity,Oromo,conflict_resolution,",  {",ethical_- ,symbolic_framework,descriptionin,resolution,location,wisdom_,neural_demonstrated,ethical ,{_,2024-07-28 23:17:00
mostly0d-446f-45af-b2f1-afc8dcc54bd8,ubuntu,Shona,modern_ethics,{,resolution,A{:00,},}} {.{,{,location,:00,cultural_logic,: ,2024-08-26 02:35:00
mostly50-2085-44af-8916-227cbb001b38,community,Swahili,modern_ethics,recorded_framework,":, ",principle_logic,:,symbolic,"principleettpu,",recorded ,", ",: ,_at,2025-02-28 06:28:00
mostlyd5-c879-4a6b-9ab4-645e99c6f457,fairness,Yoruba,community_decision,recorded_tension,wisdom_teaching,ethics,{,"modern, ",: a,", ",:,ethical_teaching,resolution,2024-04-11 07:59:00
mostly9e-c1e2-4e8a-ba40-5a5125484b24,empathy,Amharic,modern_ethics,"C, ",ethics,location,Aic,H ,ethical_logic,ethical_language,", ",symbolic_logic,ubuntu,2024-09-28 10:18:00
mostly1c-cbd2-4d11-aa85-a024e58cfe6b,ubuntu,Amharic,conflict_resolution,principle_domain,ubuntu,C ,Od nan mars bshak np kug,primary_,stakeholders,Ap,primary_logic,"O-02,-0.4308,0.095,-0527,0..86T, ",cultural00,2024-07-15 11:59:00
mostly26-4f4c-49eb-86e9-d2e3e7e64b41,empathy,Hausa,modern_ethics,: ,,cultural_demonstrated,ethical_embedding,scenario_framework,modern,Oromo{,primary_domain,wisdom_type,"ubuntu, ",2024-10-20 06:29:00
mostlya4-ada5-44e8-b563-df5e68cf09dd,community,Shona,traditional_justice,U-,", ",description,ethical__recorded,description,N: ,"ethical ya wa m wah,",ethics,,primary_demonstrated,2024-08-22 04:26:00
mostly43-bb34-47d7-b51f-ea0c1f91687d,integrity,Yoruba,community_decision,ubuntu,S_-,: , ,} ,primary_dilemma,"2024-.4450.5647,-0.9",: ,K: ,ethics,2025-07-26 01:44:00
mostlydc-878d-4f37-bcf0-7e28966d9a1c,integrity,Igbo,conflict_resolution,PTwa ,:,symbolic_at,stakeholders_at,: ,2024_demonstrated,symbolic_demonstrated,cultural,modern ,,2025-08-24 19:35:00
mostly8e-9441-4e9c-9715-8d581f4892bb,integrity,Oromo,modern_ethics,stakeholders,"Ku-1.264549,25.3, ",2024,symbolic_domain,", ",cultural_framework,", ",,: ,,2024-12-18 16:32:00
mostlyc5-d8e3-4d7b-b160-4b6b43b84e35,respect,Yoruba,community_decision,: ,ethical_type,locationdomaina,I ,location,ethics,{,",-0.472.10149.,-1.17-,0.,1..0510.077,15,0.09033,-..42.050.28",A:f,principle_teaching,2025-04-18 23:54:00
mostly8e-013f-4caf-9f4f-32306864b399,community,Swahili,traditional_justice,scenario_language,"neuralo,-0.1706, ",", ",ethical_teaching,ethics_domain and: -{,description,Oromo,recorded_language,cultural_embedding,resolution,2025-06-06 23:23:00
mostlyc5-619b-4f83-99c6-6234f40a6879,respect,Amharic,traditional_justice,primary_at- ,recordedembeddingtype,principle_demonstrated,recorded_justice,empathy,_domain,}_teaching,cultural_embedding,C,",",2024-08-19 11:51:00
mostly69-2f46-4083-8752-e79a0e6a4eef,fairness,Swahili,conflict_resolution,}}I ,principle_framework,,: ,} ,}_ ,A_-,-,recorded_c,"principle-08.6,-0.5,0.5916,,",2025-03-28 06:23:00
