id,age_months,primary_language,experience_type,description,caregiver_interaction,words_or_sounds,emotional_tone,location,symbolic_logic,cultural_significance,neural_embedding,recorded_at
mostlycc-4d28-4504-a5ca-8d178f8129a0,14,Zulu,visual,"wordsdescriptionedks-e with and insed andanal,k,ea cs, a c”h tooing.",location} ,} ,curious,age_at,Awordsprimary-_months ,infancy,"“, ",2024-07-10 13:10:00
mostly53-8b80-4920-ae33-c5e0d7f8325c,14,Oromo,language,experience_or,words_,"A, ",playful,", ",S_type,If-edcm” and-ts.,"Caregiver-09-005.09-3,0.639,0.305,0406-040.38,27-1.7392,0.14162,1.04,-07.34, {",2024-03-11 03:07:00
mostly97-048c-40c2-990e-cb4b412ff963,13,Swahili,visual,symbolic_logic,: ,recorded_atmonths,curious,location,"N0.34,-0.,7.9.09",description,2024,2024-05-21 02:01:00
mostly3d-55a6-48bc-85d8-f10311238bc6,0,Amharic,auditory,experience,“ di{a,If hue t.,calm,2025,If,: {,experience_,2025-06-18 03:24:00
mostly38-1d63-4961-8f04-40478d0e6cd5,10,Oromo,smell,Sor,motor--3917 ,primary_months,joyful,If,S_language,- ,neural_mal,2024-02-20 00:50:00
mostlydb-a155-4c5d-b939-d5b711a6279f,3,Shona,auditory,age_at,"Caregiverrecordeding withan.ing s withes, then ste f withpalt.",: ,comforted,Igboembedding,: ,neural_logic,",  ",2024-11-12 10:03:00
mostlyda-1e1c-4c9e-a267-5eabb6a1962c,14,Yoruba,language,: ,neural_,Caregiver {,comforted,} {symbolic_significance,"“emotional,a",“A,"““k b m ineans mingp a,”a.",2025-08-07 22:10:00
mostly14-465d-4010-b2db-90e81e1eafa3,9,Yoruba,motor,"CaregiveroTaers,”0p,es.",experience,2025_type {,joyful, ,"}, ",Caregiver g ,2024,2024-07-19 22:59:00
mostly4a-9b0b-41c1-bcc9-b45e514de540,8,Swahili,auditory,P_type,location,c_logic,comforted,2025,"Sdi ai”w”ationan,”.",““_orsoundst ,cultural_embedding,2024-03-20 23:40:00
mostly37-c64e-465b-9085-94a9ce2dc241,13,Igbo,motor,emotional_significance: ,:7,caregiver_sounds,secure,S_sounds,"-0.6390,0T.647,09,-0.590.5732,-041164,-0.1748,-20127-41T2,0.418,0.,0.0.09, {",description,neural__tone,2024-01-01 14:57:00
mostlyc7-55e6-4ea4-b276-ec1839bfd0df,11,Hausa,tactile,"infancytypeing,:00",experience,", ",curious,: ,2025. {-{,: ,} ,2024-03-01 21:23:00
mostlyf5-35b8-4bfe-886f-0b302cc172ab,10,Zulu,tactile,primary_sounds,", ",“recorded,curious,"Fi,",", ",neural_embedding,Earlyinteraction.,2024-05-07 13:53:00
mostly4c-2cb0-4fca-9509-e53186f386dd,24,Hausa,visual,experience_logic,symbolicor_interactionat  with,,curious, ,}}}} {,", ",",-0.27,0.3,-0.36,-0..9,0T,0.",2024-09-24 17:48:00
mostlya2-1ee4-48c9-a581-b83f5ef163ab,15,Oromo,visual,: ,location,If,surprised,cultural_,: ,symbolic_embeddingeing-,If,2024-08-14 19:13:00
mostly6c-1f15-43f4-83b6-996a50ee3d6b,1,Yoruba,tactile,", ",Infant_tone,location ,secure,2024-0__embedding,neural_embedding”,2025_sounds,location-000,2025-01-11 20:55:00
mostly73-534a-4f30-8e20-f91a07d5d500,11,Hausa,motor,P.,O_typesignificancee tow:,experience: ,curious,neural_interaction,"If-.4T,-0.657,-0.68.4",Swahili,S,2024-10-12 11:13:00
mostly53-8c78-47c0-a21d-3e7a8bed15e8,18,Swahili,auditory,description,“sps”ling: ,"2025interaction,-0.4855-128, and179.446,0..60903,-0.12,_-0.39,:7--020.041,-0.0723,-T0.5129, {",calm,C“,202407_sounds,emotional_interaction: ,caregiver_,2024-09-03 07:57:00
mostlye1-56d7-4b77-807b-a3e5ccfa03de,16,Yoruba,language,} ,experience,},joyful,emotional_sounds,},curious s,", ",2024-03-17 23:34:00
mostlyb3-49a2-468e-8cad-cb6823d6223b,13,Igbo,language,":, ",}logic,", ",curious,neural_interaction,2024:00,",-088",symbolic_ -06{,2025-09-28 18:06:00
mostlyb1-c878-4277-82c5-adbd346bb100,11,Igbo,language,: {,words_embedding,}:,comforted,: ,words_interaction,age_tone,"age_s-ing-3, s:00 ",2025-03-26 20:02:00
mostlyc4-e2f5-4fd3-ba27-5edbc3272e41,11,Hausa,tactile,"emotional, ",", ",experience_at,calm,description,wordsrecorded_tone,joyful,infancyeere.,2025-09-17 07:13:00
mostlyec-807d-4dd0-96ad-c80189644c82,5,Igbo,motor,", ","cultural}0.48,0.,0.5749,-0.48,1",Ifaa,playful,Infant-:00{,symbolic_embedding,recorded_tone,location,2025-09-28 18:06:00
mostlyf7-6157-4693-90a0-178fbe05502d,7,Igbo,taste,symbolic_interaction,_embedding,,joyful,If ,} ,primary_logic,", ",2024-06-16 22:23:00
mostly4b-6d4c-41c2-8626-064b64e8f0c8,9,Amharic,taste,caregiver_language,: ,-_at,surprised,location,Caregiver,S,primary_or: ,2024-02-10 07:03:00
mostly22-c5a8-419d-9f31-0e56c8a08357,0,Amharic,motor,", ",emotional_tone ,"Caregiverc:-209, then.",secure,", ",", ",emotional ,: ,2025-09-20 18:48:00
mostly11-df76-48d8-a294-18afda02688c,9,Yoruba,tactile,"“,-0.380.08, then-1.5",caregiver_type,If ,secure,words_or_significance,symbolic_or_significance,"R0.,0.2426,104.5828, and0.3828,0.07,1--1.06.2,",cultural_logic:or,2024-07-15 16:52:00
mostly96-65d6-4bcd-a8bc-919364fc8205,5,Amharic,taste,caregiver ,If,Caregivering andal s thetbined m ,surprised,secure ,", {",: , ,2024-04-20 21:23:00
mostlyfa-99b8-47d5-b186-bcb55967c610,18,Zulu,motor,_,location,}}at ,calm,neural_ {,", ",cultural ,location,2024-06-21 20:40:00
mostlyc1-3c4a-4b19-b8e8-b8a83715ae18,0,Swahili,smell,", ",location,Oprimary_tone,curious,: ,",0..0819,0.72386,0., ",primary_language,},2025-06-18 00:27:00
mostly50-96f4-4c15-9d67-7df93b42b6ba,11,Hausa,language,“0.,Ifsal m  seda,recorded.,comforted,"If”0.708,-0.187,-2,0.",caregiver_logic,words},location,2024-05-30 00:59:00
mostlyda-a528-47a1-b6f0-b3733e93d9d9,18,Swahili,auditory,Caregiverh-t co f tiningu.5.,recorded_},C,secure,symbolic_logic,}} {,"cultural_significance, ",infancy,2024-07-07 18:09:00
mostly67-112d-4b2a-8c63-85e0657d5deb,11,Hausa,social,S,", ",“ed,playful,age_experience,,description,location,2024-08-08 23:46:00
mostly4a-bb1a-4126-9bda-def2fa80d7fc,15,Oromo,language,", ",location_sounds,: ,playful,caregiver_ h,"}} -t2, “",2024-.,description,2024-03-14 23:13:00
mostly19-2108-4d6a-953e-d7691a850124,10,Zulu,language,Infantsignificanceio”es,age {, ,joyful,}}} ,infancy,"2025-9, ",emotional_tone,2024-07-04 23:19:00
mostly82-bb0f-430a-b8e1-1a37cab6349a,15,Yoruba,language,location,words_months,: ,secure,Esleripton.,infancy,}_,caregiver_logic,2025-01-21 12:45:00
mostlyea-010c-41d6-b21c-709ab4827933,6,Oromo,taste,: ,motor,2025,curious,", ",neural {,location,C syi.00ing,2024-12-21 20:56:00
mostly5d-c72e-4f33-9b1b-b8c2a711c426,7,Shona,taste,“,"} , ",recorded_atat ,playful,“,K,R {,", ",2024-01-27 13:58:00
mostly26-9f5e-4a4d-a92a-ee658ac7de26,6,Oromo,social,R ,"c, ",}caregiverembedding,curious,":-, ",experience_logic,_interaction, ,2025-04-23 21:27:00
mostlya1-00c0-4747-a095-c3c30e23c87b,7,Swahili,language,joyful,cultural} ,symbolic_type,joyful,If,", ",tactileT,emotional,2024-07-24 19:29:00
mostly47-080f-4012-954e-e21295919f09,22,Amharic,social,", ",2024 {,L,playful,experience_ ,words_months,"L- s.160, then.2-, ",location_type,2024-03-10 10:22:00
mostlycb-829a-40d0-9400-8a4191ae414c,3,Hausa,motor,: ,"words_significanceor-: toneu,0, t-k.14,s-0.60777,",location_,calm,Cam,_months : ,"2024,0.,90-2612,.14,09:9:00",location,2025-04-16 03:13:00
mostly11-6fd6-423b-9e25-0cc63be4228f,8,Swahili,social,If:00,cultural_type,experience_significancep,secure,words_embedding_significancee,location,_“,emotional_or_sounds,2024-07-15 19:40:00
mostlyf5-f03f-4ce3-98e7-d37407cce0e1,22,Zulu,visual,recorded,location,{_logic,calm,age_”,"experienceemotional, ",experience_months,primary_,2024-02-08 06:17:00
mostlydf-0618-4ba1-914b-261bf9c7eea2,0,Amharic,auditory,A,: ,caregiver_,playful,",_",symbolic_at,", ",: ,2024-08-17 12:09:00
mostlyf3-8441-4c0f-9da1-8ad6eef8299b,22,Zulu,tactile,joyful,location,infancy,playful,,age_interaction,: ,location,2024-12-21 12:26:00
mostly90-65f1-4322-9f9e-8634aceac154,22,Oromo,motor,", ",emotional,"Ifa, ",playful,", ",emotional_tone,motor_significance,}{language-,2025-04-01 14:37:00
mostlyed-df65-4d15-8941-1f0ffef84ebb,14,Shona,motor,"-12031.3075501.8570216,,-0.80582,0..",emotionalcc-,infancy,calm,words_months,locationlanguage,location,cultural_interactionsignificance,2025-09-28 18:06:00
mostly6a-783f-4bf9-a921-726c0b703fe4,5,Igbo,motor,words_type,", ",words_months,joyful,,", ",N ande ,auditory,2024-07-14 14:31:00
mostly62-0fd0-4f85-9f6d-8e04e458b3c5,6,Yoruba,taste,S.,neural_tone,experience,playful,primary_logic,location,neural_interaction,symbolic_logic_,2024-02-04 22:22:00
mostly27-f076-4bfe-aa77-c77b46bbcd68,18,Igbo,social,", ",", ",primary{,joyful,: ,",} ","Ifr f,”.",Rsoundse ,2024-09-28 19:27:00
mostly85-6ac7-4fed-b2ae-3dd1a4bdf363,6,Swahili,visual,neural_T--T214:ts,", ",", ",curious,", ",primary_sounds,description,neural_embedding,2024-03-03 19:14:00
mostlyaf-1ea6-448f-a5dd-aa399d59396c,10,Yoruba,motor,primary_sounds,Caregiver,location,playful,", ",", ",location,“ ,2024-09-09 23:12:00
mostly07-1cab-4503-ba69-b7e3f970f509,1,Zulu,tactile,"Ifuhan d, {","2025or,-0.4, ",recorded_months,calm,recorded_logic_,age_sounds,curious,cultural_at,2024-08-13 19:46:00
mostly52-ca6f-4509-a783-bef1d075fcf8,3,Hausa,language,caregiver_type,}language ,2025,playful,:d {,neural_logic,playful_sounds,: ,2025-04-15 14:45:00
mostlyb0-db6d-41d8-b756-b3f2d95154e1,13,Hausa,smell,emotional_,", {",C_soundsors.,secure,secure,Caregiver ,{,S to-.48,2025-04-03 03:57:00
mostly42-e6ab-4126-a978-8f0afe296a15,16,Oromo,motor,{,caregiver_at,: ,playful,{,caregiver_embedding,descriptionblanguage.,emotional_type,2024-01-04 17:55:00
mostlya2-90b3-4b96-9fed-db1f599dbe68,22,Zulu,language,infancy,recordedlanguage,: ,joyful,joyful,description,Otey d l,"words“n, ",2024-08-07 16:53:00
mostlyb0-089a-4284-8d16-e8412cfe3c65,10,Igbo,tactile,", ",emotional_tone,E ,curious,"“,","motor0.09,40.",Ifu andeo,,2024-01-11 20:19:00
mostly84-3473-486b-b156-46d8011b66cf,10,Igbo,language,,T ,symbolic__at,joyful,"Swahili, ","C, {","words, ",curious,2024-01-28 04:50:00
mostly05-32a6-46b9-ac9a-f6e066a106d6,3,Swahili,auditory,If,“_language,", ",joyful,", ",location,", ",neural_,2024-03-19 03:14:00
mostlya1-8dbb-415d-98b1-c29da0036b1d,12,Hausa,language,,", ",age_language,playful,"primary, ",,experience_s,cultural_significance,2024-05-20 23:10:00
mostlydd-72ef-4de0-b5d2-80ebbbf726fb,12,Igbo,social,primary_interaction,", ","2024-7031,---1.07, ",secure,“_ b t”,“or_monthssf,S,neural_embedding,2024-07-07 08:10:00
mostlyad-c18b-48af-b7cf-66a8adbc8544,9,Yoruba,language,“,: ,emotional_tone,curious, ,description,motor,secure,2024-04-01 21:16:00
mostly9f-a6d7-4330-95af-4598d334baf6,18,Swahili,auditory,age_sounds,} s,joyful,calm,", ",: {,If_embedding,neural{: ,2025-08-03 03:59:00
mostly53-14a1-43ea-9870-e59b98492e63,18,Swahili,language,"Ckpsl, then {",description,infancy,joyful,"“ks-0.16, ",", ",}language,“type,2024-07-21 23:03:00
mostlyb2-adc9-4983-b88b-17f65468dd89,8,Swahili,auditory,tactile_es,2024 ,“es,surprised,F.,"OoTesih f,0.0, ",Infantm h intf.,cultural_interaction,2024-10-28 07:15:00
mostly08-f7f3-4005-9c02-db26038bc1f5,5,Oromo,motor,Hausa,cultural,"“u“,”p-e.",playful,If {{,} ,"202403es,.2,-0..07705,10.1457180,0.705,0.0.320,, then-09.",primary_,2025-05-07 21:37:00
mostlyea-10d0-453c-9953-efac0d26bb54,20,Swahili,auditory,caregiver_type,"“N-06 withed” , sarss.",“u anda ands andinge” bp.,joyful,A_,c1.,age_at,: ,2024-04-04 03:49:00
mostlyae-26c4-440f-ad3b-1935b8e92c3b,2,Hausa,social,If,location,"Infant”es or, ",playful,If1.,", ",joyful,words_embedding,2024-12-10 06:03:00
mostly1b-058d-4156-a669-dc543ac1dd71,15,Oromo,language,If ,", ",", ",playful,"C Ipu, and inera s.18, bfes.",:00 ,descriptionlanguage,description,2025-07-17 04:22:00
mostly70-ded7-467e-aa55-18ce10c79596,20,Yoruba,language,O_,",",playfulat,joyful,experience_at,2024“r_,words_atar,cultural_logic,2025-03-08 12:04:00
mostly77-ede0-4c59-a6e0-79cc547cabfb,20,Zulu,smell,“m,experience_,2025interaction ,curious,"If1.23,-,017338,- ",}} {,Cpingiah,recordedat,2025-05-26 22:08:00
mostlyfe-5f41-4c62-be12-c32ad7d3aa4d,1,Yoruba,smell,age__tone,primary_or,: ,secure,2025.,2025 {,infancy ,recorded_at,2024-05-12 04:15:00
mostly62-7025-4e7d-819f-de82e94527df,11,Hausa,visual,description,cultural__,Infant_,calm,age_months,}.,curious {,", ",2025-01-04 05:17:00
mostly81-1360-442a-b77f-490dee1ff136,4,Hausa,motor,:,F,} ,curious,If ,", ",If ,Swahili,2025-09-28 18:06:00
mostly05-0ffb-4512-9b06-7dce4a93628f,5,Igbo,auditory,“-0020., ,: ,joyful,Ifes.,Caregiver_tone,neural_interaction,If bed s with gs the withes toesyon.,2024-02-05 04:56:00
mostlyc9-9428-4dd8-8c07-ab55de93198f,24,Hausa,visual,emotional_ ,} ,joyful,curious,If,"secure“.07-0.8,-018.3906-13:00_,0.354.,--0.154,-0.",words_tone,recorded_language,2025-08-19 23:37:00
mostlya0-8cc4-4aa9-880d-99256ae46d48,0,Igbo,motor,primarylanguage,If{-,F,comforted,“l,experience ,", ",age,2024-07-04 08:14:00
mostly38-5cd5-4956-9903-56a9f3304b62,15,Yoruba,taste,E,emotional_tone,joyful,joyful,“_logic,If ,experience_interaction,joyful,2025-03-10 18:56:00
mostly58-a5db-451e-a2ce-90b2dee25450,13,Amharic,visual,neural_logic,",and: ",wordsm_interaction,curious,recorded_type,}},} ,age_months,2025-08-01 15:05:00
mostlye6-5306-466a-98a0-f3b6d4c4ee58,10,Igbo,motor,motor,experience}{,location,joyful,L_tonemed,joyful_,primary_language,", ",2025-04-06 13:57:00
mostly63-8c35-4089-a8ac-e5df251f590c,13,Oromo,tactile,", ",R ,}or_embedding,curious,joyful_at,2024,age_sounds,emotional_,2025-09-07 06:03:00
mostlyc3-3032-497d-80e6-9c1eab992957,3,Igbo,taste,.,"ages, ",P ,surprised,S_,":, {_orsoundsb.",_logic,}“inguo andtinpt.,2024-04-23 23:31:00
mostly78-df2a-47d6-858c-b6e61f6b385f,0,Zulu,auditory,location,cultural_sounds,Ifer,comforted,2025-s ,primary_u,": --00014051213, ",}},2024-11-04 19:41:00
mostlyd9-ed0f-4074-bcad-cfff4e7e0dd9,18,Swahili,smell,emotional_tone,recorded_or_at,Caregiver_ p,comforted,_or,“,age_months,,2024-04-09 14:37:00
mostly7f-8431-4789-b9d3-d29f93b63805,12,Swahili,motor,: ,primarylogic,location,curious,"“mome c aa,-0.",Ife ,:_ b,"2024-07-0.039,0.03,1..8,-22.56.1915,0.1,0.,-238091.,-0.5907, then0.1930,-0.",2025-09-28 18:06:00
mostly4b-4c5f-4819-9d63-48c5bfe1025b,8,Swahili,language,If ,infancy_embedding,},playful,_embedding,infancy,O,", ",2024-03-28 19:04:00
mostly5f-4d8a-480c-8507-d1d8d6baa20b,4,Shona,smell,If primarys,"Caregiver ingr-oe and a, to.",: ,secure,2024_soundsmonths,caregiverageor_language,",-0.714,0.6677,0.07",primary_embedding,2024-03-07 00:53:00
mostly5c-5277-4b83-b869-b369b44a2bb4,14,Yoruba,language,Caregiver,: , ,joyful,experience_,description,experience,If_significance,2024-08-12 08:17:00
mostlyb8-6023-4321-84c3-24a763e87324,16,Yoruba,social,auditory,_type,"2025, {",joyful,", ",words_embedding,"Caregiveri g h and h,- ",S,2025-03-15 15:02:00
mostly03-aecd-4079-b3e2-f97b85235f11,24,Oromo,language,motor,", {","-804,0,-0.501,0.2,-0.0424,191607, ",playful,joyful,“s,Infant_,experience_type,2024-09-10 04:35:00
mostly1e-8275-469d-a730-2c56b8ca2073,18,Swahili,social,primary_logic,age_sounds,emotional_months,secure,experienceor_at ,", ",emotional_sounds,symbolic.,2024-03-30 21:11:00
mostlye6-0476-47d6-a4d5-9f7f27cb0120,9,Igbo,motor,emotional_logic,cultural_,} ,playful,experienceIf,recorded_type,symbolic_language,symbolic_},2025-04-01 23:37:00
mostly8e-84ea-4394-81b2-824feb839f08,18,Swahili,auditory,symbolic ,S,age_embedding,calm,"“o-. , ",cultural_embedding,caregiver-0608.,", ",2025-09-04 06:09:00
mostly6d-49bb-43a9-9e3e-75b272d681bd,10,Shona,tactile, ,"recordedT, ",caregiver_tone,curious,Ifp bend andtsin andese.,experience_oro,C,neural_embedding,2024-05-30 23:19:00
mostlya6-02f0-4fa8-8793-57e16f3ebb4a,5,Yoruba,social,location,O,age_tonesignificance,joyful,csyinges ms” s.,E ,2025,", ",2025-04-28 21:52:00
mostly01-b675-4500-9aa1-f18b8e9aa8e2,22,Shona,taste,experience_sounds,location,If“esk s.,surprised,neural_language,: ,_or,If ,2025-09-28 18:06:00
mostly4a-f526-414e-a697-a72609ffc393,0,Amharic,auditory,T_interaction,caregiver ,“,calm,caregiver ,location,motor_significance,"motorc-0,-0.9,0.",2024-03-07 11:52:00
mostly70-af55-4c81-9c5c-c909543659fe,15,Oromo,motor,If ,", ",words_sounds,joyful,infancy,"“lc and toded,p m-i,sk ted andalp a”inged.",: ,: 00,2024-09-11 01:26:00
mostly05-8239-4a5d-b3ff-7e60f9e90d59,0,Hausa,auditory,"2024cultural03T,ing--01.609",cultural_interaction,: ,calm,K,K,If_es,{,2025-04-10 14:43:00
mostly2c-52cc-485e-bb22-d553843267e1,8,Swahili,auditory,", ",“cps”anape.,} ,comforted,"Infantingmia,.",words__at,K-.6,", ",2024-04-20 14:41:00
mostlyf7-b50f-4652-a8f8-d8c62d389087,3,Shona,taste,", {",", ",emotional_significance,secure,} ,experiencesymbolic_tone,: ,2025,2024-03-30 19:17:00
mostlye6-0f8e-45db-adeb-45a71b1bf0fb,12,Swahili,social,emotional_sounds,description,: ,joyful,"}-0.3913,0.710858,0.5,-0.40528,1.36,-13, ",,2024_logic,: ,2024-01-01 21:05:00
mostly91-c650-485e-9b23-f53e5a4b1a69,0,Swahili,auditory,age_type,", ",T ,comforted,_,neural_language,location bs pe bb.,:_logic,2024-09-08 11:08:00
mostly5e-6499-4e96-a3a3-08b7c3b76553,4,Hausa,social,caregiver_tone,cultural ,_type,secure,,: ,Ifed,words_0.,2024-08-15 03:45:00
mostlya1-485f-4666-9def-28408ca8b814,2,Zulu,visual,",-T08esing m.",caregiver_type,age_months,curious,OT“omups mpw.,: ,recorded,T,2024-03-10 06:48:00
mostly9e-add8-475e-a0a0-41f1d57e0bc6,3,Oromo,visual,experience_interaction,cultural_or_months: ,cultural_interaction,curious,S,", ",If ,: ,2024-11-06 21:20:00
mostly26-6ee9-48de-b9f5-8e0ae5f99642,6,Amharic,social,E{,2025age_ ,Caregiver_,secure,: ,infancy,"neural, ",,2024-08-11 20:40:00
mostly7b-0283-4d61-ae67-d7accdc11166,6,Oromo,motor,", ",location,"If.s, ",playful,", ",: {,cultural_embedding,Caregiverm f st sing s d.,2024-01-18 19:20:00
mostlyb5-2e7b-4eb8-9689-ce3e67a8c2fe,10,Yoruba,social,playfulor_language,age_,cultural_om,curious,: ,"-172312,-0.-28,0.","2024-,29}0.4,-,0.577, ",: ,2025-08-12 15:16:00
mostly4f-79c5-4dc3-9a2c-a598acc7851b,14,Igbo,motor,“_ing,: {,symbolic_months,playful,", “",symbolic_language,", ",caregiver_sounds,2024-04-28 23:14:00
mostly36-79ce-4c90-8b3e-b3a622bb6d1f,6,Zulu,taste,E_months,K,}s ,secure,primary_tone,joyful,}_type,Caregiver-.,2025-08-13 10:39:00
mostlyb4-3aa3-4574-91ba-786ca701e793,1,Hausa,tactile,cultural_l andingeedan b.,}_or_sounds,c__monthslanguage,comforted,2024,infancy,experience_logic,",--0.1657,1207,5.",2024-07-24 16:42:00
mostlyd5-d25f-4e4b-9e6f-efa63bd98300,20,Yoruba,social,: {us inesedu andedanc.,description,"S“ar:Te,-0.",curious,cultural_at,neural_embedding,Tes,Caregiverin.,2024-09-30 23:26:00
mostlyab-9534-4435-a2bf-f03cd036c9ef,9,Yoruba,visual,"symbolic_interactione andh p, s.0.173, ",experience_type,"If and s f, .08",curious,Ife.,"}Ifu bcer- to inl: in., thenale pya, thenk and suaee andedation.24, then.",age_,Infant,2024-09-23 22:21:00
mostly04-55b6-4b63-8725-d21d5d9fc4d9,10,Zulu,visual,Ifid.,", ",words_,curious,Infant_at,": -05,0.71749,-0.08,-0..714,030.",age_months,": mc, l",2025-09-28 18:06:00
mostlyb0-5c0f-42e2-b3aa-6a8c27f08769,22,Hausa,visual,location,2025_,“,curious,E_at: {,If tsin,Infant,C_at,2024-05-14 19:22:00
mostly8e-9e89-4ae9-884a-ec3baf2eb950,8,Swahili,motor,primary_significance,cultural}_ {months,recorded_interaction,playful,: {,Caregiveres_tone,culturalemotionaleds m,Infant,2024-08-21 03:10:00
mostlycf-a70b-4b23-a964-c3c8a2ac6b3f,18,Swahili,smell,description,"recorded_typeering and” t ands, p and m.",},secure,: ,Swahili_months,recorded_If,"-0,01{T2",2024-07-23 03:17:00
mostly77-cad6-4269-b072-68fe2b3c73ba,1,Yoruba,tactile,playful ,description,words_interactionmonths,calm,symbolic_months,If_,wordslanguage ,symbolic_tone,2024-03-05 21:13:00
mostly73-d52c-46e8-8054-76a5bf0bfff9,1,Yoruba,visual,"motordescriptionatd stses a,alona",", ",words_or_months,calm,2024_logic,}_,P,"S:“-p.7,-1.",2024-01-20 06:22:00
mostlyb6-8d93-410d-ba67-122a3f5e22c8,1,Yoruba,tactile,2024,age_typesounds,description,curious,"“s, ", ,.,Hausa: ,2024-03-18 11:19:00
mostlya0-5d99-48d4-8248-9f892296d85c,13,Zulu,motor,joyfulmonths,C,", ",surprised,Caregiveruor-0.8063,symbolic_interactionsounds,experience ,location,2025-02-12 03:05:00
mostly9b-2fe5-4f3d-ac3b-fda43c44ed89,5,Shona,tactile,}or ,", {","If0_type: ,-0.68,0,290.44,-0.8570501,1.57,0.9279137,.09,0T129,0T08,1.,1.2313,-0.,-0.15,-1.39,.25,1.51218,0.031351, 15,0.,-0..82,1-1,--6T26-,-0.77550, ",comforted,emotional_at,cultural_language,", ",primary_sounds,2024-10-13 20:37:00
mostly4d-d51f-47c6-8aab-e40374172507,8,Hausa,auditory,2024ing b,cultural ,", ",joyful,,recordedmonths,cultural_significance,Tingo witharts tiler. ,2024-11-08 17:13:00
mostly30-1723-419e-bccc-4cc4a2b5d377,22,Oromo,motor, ,infancy,: ,joyful,caregiver_tone,: {,", ",N,2025-08-07 15:33:00
mostlya0-2e80-4995-a24b-8e4bae2ce1c7,6,Shona,smell,experiencelocation,description,} {,joyful,tactilehual witht.,cultural_interaction,experience_or_language1 with to to with:”ed then.,C,2025-05-15 22:49:00
mostlyf9-ffb8-4d0e-a1bb-62556fba01b3,2,Yoruba,language,", ",: ,"“ uingeera,0.7",joyful,"}-,interaction.20.39,-0.5709813,--1.,0.151,0.1.361917,0.7,0.5568,0-0.9,0 ,-1.74,01.9715,-1.15 {",joyful.,If_months: “{,Swahili,2024-04-17 16:06:00
mostlyb7-a938-49ea-b0f0-f423449c214e,3,Hausa,language,If-12c:00,"E ce-,m.13: ","2025-0.3648,0.99,-0.9506632,-0.62.7903.187--5,0.-12,-1.41839,0.",calm,emotional_sounds:{,R,“primaryor_interaction,: ,2025-03-01 04:38:00
mostly89-9916-4274-9d92-fd3bc377f52f,3,Amharic,smell,S: ,", ",", ",surprised,", ",cultural_tone,: ,caregiver_ ,2024-07-10 07:24:00
mostly3c-2b50-4f83-96ce-43af037d13be,0,Amharic,auditory,,joyfulm andhi.,", ",comforted,C”er teo,cultural,Yoruba” to m.,: ,2025-06-08 18:07:00
mostlyd4-f422-4fff-9a76-05b69cd0b7fe,13,Igbo,motor,", ","wordsIf-07cansm.8,0.41",", ",playful,"2025e..593946,-0.1.53,-102,-0.029947901,26}, ",IfTor_significance,"Family-, ",", ",2024-05-09 21:22:00
mostly81-cc7e-4c2d-8b94-09423bda5b9d,16,Shona,taste,", ",O_,"}infancy,",curious,primary_embedding,description,recorded_tone,", ",2025-05-21 11:59:00
mostlybe-cc7b-44f7-afdc-df4d456be6ad,8,Igbo,motor,}} {,"-3014624, symbolic,-0.0415-0.",recordedlocation,playful,Igbo,If_months,: ,2025_type,2025-01-10 21:39:00
mostlye6-3efb-4a31-a73f-3836ee2cd2dd,8,Swahili,auditory,K_soundslogic,", ",symbolic_language,joyful,primary,A,", ",S,2024-07-18 14:40:00
mostly94-ab8e-4e57-9ea0-65a77e38a2f9,6,Igbo,visual,“recorded ,Caregiver ,: ,curious,: ,_logic,motor ,neural_tone,2025-08-13 00:20:00
mostlya2-2879-41d8-938d-01c04778b42f,9,Zulu,social,experience_soundst,primary_logic,O,secure,F,caregiver_interaction,}age_,age_description,2024-01-29 05:59:00
mostlyd9-828c-4187-8c48-3f6b5e12b1e8,4,Hausa,language,cultural_at,age_at,} {,joyful,culturalwords_language: ,:type00,playful,caregiver_,2024-07-08 02:24:00
mostlyb1-401a-4237-9866-0b950b53f0ad,11,Hausa,tactile,caregiver_tone,} ,description,comforted,", ",",language",words,symbolic{_at,2025-03-23 17:49:00
mostly3c-60ff-4a06-a275-51236133fdb7,22,Igbo,motor,A,Infants and suverk and,Yoruba: ,joyful,", ",", {",",-0.5,, ",symbolic_language,2024-03-14 08:29:00
mostlyec-e964-4f9e-9d50-2c4c2aafcbfe,0,Amharic,motor,"2024}, ",experienceprimary,"words, ",joyful,Hausa,: ,", "," “hbneings to, thenedor toalansp,uu.-d.",2025-06-21 13:40:00
mostlya3-24bb-427d-a4ca-b6fd77a7a9cb,0,Swahili,language,symbolic ,symbolic_embedding,words_tone,calm,primary ,Hausa andes,caregiver_,cultural_sounds,2024-11-12 01:13:00
mostly6b-6ad2-44b5-acdc-c796ac099184,2,Hausa,motor,: ,If_embedding,“ ,joyful,symbolic_or:,words ,}“ ,2024.,2025-02-23 08:16:00
mostly38-d6a1-4821-b6ba-8a6c5c6c8aa8,18,Hausa,language,"2024p,.-1.15,.0: ",symbolic_,2024 ,secure,: -82,symbolic_logic,caregiver_tone,symbolicembedding ,2025-04-15 00:42:00
mostlyba-47e6-4089-98bf-2f19fa85cdab,14,Amharic,motor,experience_embedding,F“ with gay withal and p skb,caregiver:s ,surprised,_embedding,F_type,caregiver_months,joyful} ,2024-01-17 03:22:00
