id,age_years,primary_language,domain,description,problem_solved,approach_taken,collaboration,impact,expertise_demonstrated,location,symbolic_logic,wisdom_shared,neural_embedding,recorded_at
mostlyb5-f289-4bf2-8f90-692b1523397c,33,Shona,governance,"symbolic, ",neural9,recorded_at,neural_,domain_thinking,technical_skill,}} ,impact,Worked ,"L_erer:, ",2025-08-01 10:09:00
mostly1e-639e-47d7-bd5a-76dc2649c370,33,Yoruba,healthcare,: ,", ",impact,": 5,, ",age_solved,vision,", ","Ped har b, and foreses.",adulthood_logic,: ,2024-07-05 20:38:00
mostly1a-de6b-4f4c-a36f-412439e7e1e4,31,Shona,leadership,collaboration,expertise_languagesolved,domain,collaboration,: years,technical_skill,Ifare_embedding:} ,age_demonstrated,: ,primary: ,2025-01-23 10:18:00
mostly26-2a14-43ff-a8a7-d4d3fdb6eeb1,33,Oromo,leadership,collaboration,location,recorded,", ",impact,leadership,:Pan citr a,{,neural__shared,: ,2025-01-27 08:08:00
mostlya0-82b6-40bb-b55e-3be93f27a4d8,43,Igbo,education,age ,problemu for,: ,: ,S ,empathy,collaboration,wisdomdomain,collaboration,", ",2025-05-10 23:51:00
mostly5b-1078-468c-9397-b65b5e0c758d,64,Swahili,innovation,", ",", ",", ",",problemcollaboration",A,vision,strategic, ,symbolic _at,wisdom,2025-04-30 19:19:00
mostly26-68e2-4151-ab76-4e702d1546df,41,Oromo,entrepreneurship,primaryD pa for  fory andi% toing f with with.,expertise_shared,", ",,_years,innovation,D,Worked.,", ",domain,2024-10-17 09:14:00
mostly19-07ea-4fd1-aa77-06f4faa16fcd,51,Yoruba,education,leadership_solved,If,impact,symbolic,neural_shared,strategic_thinking,: ,technology,: ,", ",2025-01-04 17:51:00
mostly00-5383-4385-9fb9-7b94095177cb,41,Swahili,entrepreneurship,D in,adulthood,_solved,: ,", ",strategic_thinking,expertise {{ing,recorded_at for_logic.,: , ,2025-09-27 12:51:00
mostly34-7a38-425e-9224-f2fa43bba461,51,Swahili,healthcare,A,recorded_language{,approach_years,"U, ",A ,leadership,: ,expertise_skill,C,_language,2025-03-22 02:55:00
mostly31-c073-4ca0-b371-d6242c6c0275,33,Yoruba,healthcare,wisdom,}_language,impact, ,A-} at:,technical_skill,location,collaboration,leadership-,collaborationar fals- in tosing es.,2025-09-19 05:38:00
mostlyc5-3654-49af-bb7c-99318ab0cc36,24,Oromo,healthcare,collaboration,wisdom_shared,collaboration,A,technical_embedding,leadership,"S-r:ed, ",symbolic_language,", ",F ,2025-08-19 02:08:00
mostly42-8c2b-40a8-89cd-f5f2244e8718,52,Igbo,governance,technical: ,2025r},domain,adulthood, ,technical_skill,domain,P,neural_,problem: ,2024-06-29 16:36:00
mostly1b-26dc-48e9-8634-4aedf4bd13dd,52,Hausa,healthcare,adulthood,: ,Dan_demonstrated,}_taken,"-06-07,1",empathy,S ,: ,: ,problem_taken,2024-12-08 20:12:00
mostly09-8d57-46cb-b7ae-b73d2558e6b4,26,Igbo,governance,wisdom,", ",neural_taken,",}","C-0.46, ",empathy,If,"-0.,,0.6,04,",: ,: ,2024-03-18 22:56:00
mostly0c-2eb0-463a-892f-f2eced1d0f1f,27,Igbo,entrepreneurship,approache,expertise_demonstrated,"recorded_, ",C_language,: c andrale aal b f ins f toatber and;er.,resilience,H_logic,description,expertise: ,"Ifl,-.._",2024-12-25 04:36:00
mostly05-a1b2-4c2c-b62d-4355ed15db58,50,Swahili,leadership,recorded_embedding,: ,,S_at,: ,strategic_thinking,H_demonstrated,P ,location,:  and,2024-04-01 22:43:00
mostlyfb-00f4-4ef4-aaec-b9b9602b46e1,24,Igbo,education,}} {,", ","expertise-0301, {",impact,- ,leadership,innovation,If,recorded ,: ,2024-07-16 15:00:00
mostly23-6c89-4ce6-aa2b-045efb34632c,28,Hausa,education,,A cT_ andryre andor.,approach_problem,"2024anes;as,0.5664_shared",: ,empathy,age_,expertise_embedding,: ,B,2025-05-05 23:10:00
mostlyb3-8368-4fec-9eea-b7f869dcec97,42,Zulu,innovation,adulthood_,", ",symboliclanguage for_embedding,If in,D,innovation,2024,impact,", ",} ,2025-07-18 14:46:00
mostly23-a33d-44a2-876a-0d3a40e33456,56,Shona,innovation,recorded,: ,A,"leadership,_logic",age_solved,leadership,description,description,problem_taken,Average ,2025-09-27 12:51:00
mostly9f-e017-47a7-8e96-d213b74406f4,41,Zulu,innovation,", =",location,", ",", ",2025 ,empathy,recorded_years,wisdom_logic,age_shared,collaboration,2024-03-04 15:13:00
mostly44-9ebc-4e92-aab7-af8dd29635da,51,Zulu,governance,"In withio,-.",adulthood,wisdom1logic3.,", ",D{,leadership,innovation,description,Ai;,approach_solved,2025-03-22 02:35:00
mostly39-9b69-41ef-aa72-379ad352235c,31,Yoruba,leadership,If_,location,wisdom,impact_at,Pgat;itit for fe.,leadership,primary_shared,: ,-_problem,domain,2025-03-05 03:46:00
mostlye2-c2b1-4242-a088-770571ff0067,52,Zulu,leadership,} {,D,P-06.,neural_logic,domain,vision,In,collaborationat,}: ,adulthood{,2024-02-29 10:06:00
mostly33-1d49-49e7-bf05-4071353573c5,60,Shona,entrepreneurship,approach ,U,: ,Aing andl,}description,empathy,symbolic,:,expertise_years,recorded_demonstrated,2025-02-27 05:16:00
mostly90-36ed-489f-9fff-e9530babecb5,65,Oromo,technology,impact,"symbolic_atarrt, and",R-_embedding,"symbolic,0.1.",S_c;s f;,empathy,primary_,expertise_logic,recorded_at,neuraln,2025-05-15 17:16:00
mostly15-a76a-4032-b4df-1e640c1a1abe,29,Yoruba,agriculture,: ,recordedage_at,domain,innovation,Cdemonstrated,technical_skill,"locationg,0.",Ifu,: ,D_logico ,2024-09-18 18:57:00
mostlye1-df4e-4e96-ba09-7a2cf9357c38,33,Amharic,education,,neural_logic,wisdom_logic{,"Ped, Nigeria{",: ,technical_skill,symbolic_c:00,domain,S_embedding,Ifa_at-02-0.2..,2024-07-24 11:15:00
mostly0e-874b-4f17-930d-e34d5dcde76d,22,Zulu,technology,", ",2025er-00.,: ,"recorded_taken4, ",neural_taken,leadership,domain,",-04T08.01,0..",wisdom,symbolic ,2024-03-13 11:07:00
mostly58-e35b-4fac-9215-bdce17d16a72,45,Zulu,healthcare,"0.5041,-0.",: ,"recorded,",", ",description,leadership,: ,Average with aal-es.,: ,: ,2024-01-10 07:34:00
mostly1f-5ce7-4130-b842-9a0bfa3a5ea9,36,Amharic,governance,expertise: ,", ",} ,2024T ,If_taken,vision,"expertise_sharededitalers to {bar f,}-.",M_taken,,: ,2025-01-19 11:41:00
mostly18-3cf7-4dd0-bb18-5eb04b365640,34,Igbo,innovation,adulthood,,problem_shared,"-02815-s034}-0.,0.650.",: ,innovation,neural_logic,", ",: ,symbolic-years ,2024-01-08 08:31:00
mostlyc6-b81e-4b4b-a8a3-fdfe238c09f5,33,Zulu,education, ,: ,", ",: ,P s: {,vision,description,"2025 with1,-0.70.804 ",If,symbolic_taken,2025-07-16 21:07:00
mostly4b-3a60-4708-a91b-beb4f1eb94ce,50,Amharic,governance,: ,"Rii_,1.",collaboration1.,If,} ,innovation,}: ,"2025-, Nigeria0.38,0.18-0.-187,0.2 ",: ,expertise_taken,2025-03-22 18:41:00
mostlycc-f318-4a71-aecd-b00595c0859e,24,Zulu,technology,A ,: ,", ",domain,Re0.,technical_skill,wisdom,2025: ,collaboration.,,2024-01-26 16:29:00
mostlya5-2fc2-4964-bff6-f1232e4a4e92,35,Zulu,governance,", ",impact,: ,location,"expertise_atdemonstratedraly.er4s,- for in to.",innovation,collaboration,primary: ,"2025es, ",domain,2024-10-23 04:22:00
mostly4b-2086-4b1d-8483-a3aebfa2bc1c,42,Hausa,entrepreneurship,recorded_years,location,problem_demonstrated,",_years{",adulthood_,innovation,collaboration,recorded1_at,", ",wisdom ,2024-07-10 09:52:00
mostly4e-ec52-4282-bb84-a2947a20202b,33,Shona,technology,S- stingb.,leadership_language,collaboration2_logic,S,symbolic_taken,technical_skill,S,"_,:_at_: {",: ,", ",2025-08-19 16:01:00
mostlye6-ff48-49e7-b176-d2ce72f2a0a3,28,Shona,entrepreneurship,symboliclogic,H} {,", ",", _",: ,leadership,", ",2025_embedding{,", ",collaboration,2025-05-21 16:50:00
mostly6b-cc29-407c-a194-7d1d89305dc7,36,Swahili,healthcare,wisdom_ ,} ,: ,- ,adulthood,strategic_thinking,approach,impact,adulthood, ,2024-01-18 06:28:00
mostly1c-d1a0-4ed1-8e1b-891f0d63966b,27,Yoruba,governance,"}-0.04,-0",,", ",adulthood,impact,resilience,symbolic_years,primary_shared,", ","primary,_logic",2025-02-01 11:25:00
mostly7b-2631-4de0-8da0-463009e126ae,36,Igbo,education,S,F ,", ",F -0.,"problem0,problemlocation",vision,problem_demonstrated,wisdom_taken,symbolic,",_language",2024-03-07 18:54:00
mostly8d-9dd5-4869-9a20-66d28696507e,43,Zulu,governance,_e,neural,In ,recorded ,"0, ",technical_skill,expertise_at,"neural27, ",location,L_language,2024-03-13 23:48:00
mostly49-56db-4b16-8b53-0f8f77ced522,49,Hausa,healthcare,age_solved,recorded_shared,", ",wisdom_:: ,impact.,technical_skill,: ,wisdom0.,: ,O,2024-03-24 10:53:00
mostly22-e022-4d21-9560-e199ce574b8a,35,Amharic,leadership,If-0.,If,wisdom-ontyedo.,symbolic_embedding,,innovation,location{,"Uers toc with sited.%6%,-0- Nigeria.032314,0-",}_years,description,2025-03-21 22:13:00
mostly06-d0e0-4bb3-a8b2-5dca565a9dc0,51,Oromo,healthcare,approach_taken,description,_shared,problem,", ",strategic_thinking,},:  and,A in{at arrtn.{,: ,2025-07-11 08:58:00
mostlybf-a591-4ce5-a4e7-d4e50e7bf767,31,Shona,healthcare,age_demonstrated,innovation,D,: 3_,: ,strategic_thinking,{,Ring{aling d, ,Pp s ,2024-12-12 04:07:00
mostly3c-fda7-4e36-ae96-078b605109de,41,Shona,healthcare,": 3,1.00",A,wisdomsymbolic pt,descriptionage_language,S_,leadership,primary_embedding,O with,M,M,2024-04-19 12:19:00
mostlyd2-f320-48f8-846c-c6d7f76c4190,58,Hausa,entrepreneurship,: ,recorded_language,location,", ",location,innovation,impact, ,domain,"If, ",2025-01-09 15:54:00
mostlyf9-5504-4c1f-93e4-877c60bfe6c5,43,Hausa,entrepreneurship,leadership_shared,technical,: ,: ,collaboration,strategic_thinking,: ,: ,problem_solved,recorded_at,2025-09-27 12:51:00
mostly04-385f-4212-a778-bfcfefa43124,58,Hausa,leadership,location,F,domain,A-02}T1T11,Hat s,strategic_thinking,}: {,":C-0.5,-0.06:, ",location ,location,2025-07-25 03:50:00
mostly99-a413-4fec-94de-945d72f857af,52,Igbo,technology,Ped m0s.,: ,locationa_taken,location,Partnered,vision,neural,2024_.,", ",symbolic: {,2025-09-27 12:51:00
mostlycd-87a1-411e-92fc-156675c0f7a2,36,Swahili,education,", 5 with ",collaboration,", ",collaboration,A,leadership,},adulthood0,collaboration,S,2025-09-27 12:51:00
mostlyf5-6cca-44fe-95b1-b6d8c827b409,32,Shona,education,": 3.14,: {",domain,location,"2025a, ",P_embedding,innovation,primary_embedding,,description,symbolic_solved,2025-09-04 11:04:00
mostlya2-d93e-46df-84f4-ba2a5d777bdf,56,Oromo,entrepreneurship,F,: ,",solved","20241i,-0.1,00",expertise_logic,innovation,: ,leadership,primary_shared,_shared andat,2025-09-27 12:51:00
mostly8f-d31d-4382-a1da-5f456f457bb3,39,Yoruba,entrepreneurship,symbolic_shared,recordedsolved_at,domainyears,: ,location,strategic_thinking,approach_years,C_,- ,: ,2024-03-12 00:49:00
mostly42-ca1c-40b6-91a2-f8259bca3a91,65,Zulu,agriculture,", ",neural_at,domain,If a,_years,leadership,"20241.2305,,0.90.","R2. and a,-0.18419",_at,recordedar.,2025-04-02 12:48:00
mostlyd1-9120-40a2-a135-7ea0d49ee392,44,Amharic,governance,",_shared",: ,", ",Average ,impact,technical_skill,__shared,age_logic: ,"St, ",A__solved,2024-01-26 23:14:00
mostlyc7-435c-4364-aa76-d7a4f91dcd2e,43,Swahili,governance,: ,}A ,domain,symbolic_language,: ,resilience,A: ,impact,domain ,S_,2024-04-27 18:42:00
mostly3a-d4c5-4478-9235-49fcda9c7c06,24,Zulu,education,,", {",}_years,wisdom_at,"recordeds}, ",strategic_thinking,0.,-0.,", ","Lsits for_feds.,0.76}T73_languagec f4, ",2024-06-02 22:11:00
mostlyc3-3bca-478d-9c67-c708cb31ddee,44,Amharic,governance,approach_at,A ,"age--139,_0.5,00 ",entrepreneurship_shared,", ",vision,", ",neural,: ,,2024-12-24 14:10:00
mostlya2-f35e-4328-860d-e7f2fc9b5a19,52,Zulu,agriculture,", ",2024 ,0 ,impact,: ,strategic_thinking,primary-_language,2025_language for; thei-1., ,",0, ",2024-06-16 01:46:00
mostly1c-997f-4451-b2e6-4e4ea3e75c7e,36,Igbo,innovation,description,symbolic,wisdomD,,recorded: ,innovation,impact,approach_years,Average_,: {,2024-07-11 06:15:00
mostlyfa-dd48-4cd1-979f-5e22d15b0571,32,Oromo,entrepreneurship,R9_solvedshared,symbolic,collaboration,", ","2024, ",innovation,D,neural,recorded_shared,wisdom,2025-09-04 23:11:00
mostly88-3031-4c32-87ac-9274b33133e2,22,Zulu,agriculture,wisdom,: ,wisdom ,", 3 Nigeria",: ,empathy,: ,", ",", ",collaboration,2024-01-06 23:19:00
mostly53-aeaa-4af4-8066-d35b79a00f91,42,Swahili,entrepreneurship,,:,"H ands,- and.",: ,expertise_demonstrated,leadership,P_demonstrated,collaboration,: ,", ",2024-03-19 20:34:00
mostly17-0c1a-44e3-aa80-8521ff8bef98,39,Oromo,innovation,expertise_embeddingsolved,"location4-003870,-.15202,-1...07, ar11",Ding.,description,A.-,leadership,domain: {,:00,- Nigeria.,: ,2025-09-27 12:51:00
mostly46-969b-41f3-9300-44379919603e,57,Shona,governance,Inet to,: ,age,wisdom_embedding,adulthood,vision,symbolic,,A,", ",2025-01-23 07:45:00
mostlyed-1ca0-4ead-837a-8c724735b6f4,33,Swahili,healthcare,: ,wisdom_,domain,: ,primary_at,strategic_thinking,_years,description,", ",_taken,2025-09-01 22:01:00
mostlyd3-b724-48ff-bfc8-75b481127071,33,Amharic,governance,recorded_w,collaboration,adulthood,Peeinge.,M_m,vision,_s,- ,2025_language,If,2025-09-14 00:57:00
mostly27-a4a5-4349-8873-0430d6fb8165,31,Hausa,agriculture,collaboration,wisdom,D,Fed0; and.,: ,technical_skill,", ",Partnered_0.,location,,2025-04-20 10:44:00
mostlybb-8e45-42f4-abb6-a945b4d12683,44,Igbo,education,collaboration,Sredou.,", ",: ,"P,: ",technical_skill,", ",recorded_expertise_description,: ,", ",2025-06-11 22:15:00
mostlya0-85c7-41fd-9f73-1ced4feb1c19,38,Yoruba,education,adulthood-2-0. ,symbolic ,leadership,", ",approach_taken,leadership,impact,: ,: ,strategic,2025-06-26 17:30:00
mostlyfb-fbea-4b7a-9efa-77f491915f74,37,Yoruba,technology,: _0,C,symbolic ,collaboration,", ",empathy,: ,: ,_years,Average_solved,2025-05-04 18:14:00
mostly32-c291-45d6-9c98-e52c3d88b07f,61,Yoruba,leadership,", ",: ,neural: ,domain,C {,strategic_thinking,recorded_,: ,", ",adulthood,2025-04-04 17:50:00
mostly8b-06be-4d7b-ab12-b4977f49af58,41,Shona,entrepreneurship,: 3,collaboration,L_,location,P_shared,vision,", ",domain,symbolic_shared,age_embedding for,2025-07-26 10:20:00
mostlyba-d97c-43ef-9701-867c4f9b80c5,34,Igbo,innovation,", ",collaboration,"-03110.8,0.292",: ,neural ,empathy,"wisdom 3, ",age ,problem,wisdom_years,2025-01-19 12:54:00
mostly0e-f512-4f10-8d72-1dff9b046549,41,Hausa,entrepreneurship,,primary_embedding,", ",age_demonstrated,", ",technical_skill,problem_solved,",-1.",wisdom,recorded_logic,2024-10-17 03:35:00
mostly5d-7c0f-4af0-ab1c-53b48d8ddf1c,35,Zulu,governance,:} ,symbolic_d,: {,"}-0.3,-0.9",B_logic,leadership,F_solvedging.,description,Bated,2024at,2025-07-17 03:02:00
mostly94-81ad-48be-92b3-209fa1b836a5,42,Oromo,education,If,approach0ing ,description,", ",", ",innovation,description,Sbw;,problem_at,M,2024-03-21 15:30:00
mostly47-5524-4577-9409-20ea17377c65,22,Amharic,entrepreneurship,C,location,If_solved,impact{,location,innovation,:at,locationembeddingor_ andedalers: st toent for;i d ined in,age_years},} ,2025-03-29 19:49:00
mostly80-20ea-4669-bf90-2ea509809a06,25,Zulu,agriculture,problem_shared,: ,},", ",", ",empathy,collaboration,expertiseat_solved,: ,Amharic,2025-03-14 02:37:00
mostly32-0292-446d-a781-ea7ed0b07240,36,Hausa,agriculture,expertise_demonstrated withlogic,age_shared,recorded_embedding,domain_years,", ",technical_skill,: ,M,description,adulthood,2025-09-13 10:42:00
mostlyec-518d-4aa2-96f4-4bbc333630e9,24,Oromo,agriculture,2024,problem_solved,", ", ,"Sanpn sedes.{8,-0.,-0.2680.2291.692308,,-0.",strategic_thinking,"0, ",recorded_logic,R ,: ,2025-01-20 14:32:00
mostly9a-6b64-4221-937b-193cf22ba320,22,Amharic,leadership,:_years,: ,",} {",":, ",collaboration,strategic_thinking,neuralexpertise_years,-} ,", ","impactereseerss and meersatione%cin,  toab- ",2024-04-26 01:28:00
mostlye2-9aa3-430d-87ad-5202e16adf81,34,Amharic,agriculture,: ,: ,2025_taken,age_logic,}: ,leadership,age_years,:_at,wisdom_,location,2024-04-16 10:33:00
mostly4b-9812-46d4-b022-d5aed3fc8bd5,60,Zulu,agriculture,", ",2025,domain_a,symbolic_shared,approach_solved-eb00,resilience,Partnered_demonstrated,2025_language,"2025-1.7,-0.3,",A ,2024-05-07 23:39:00
mostlye1-b53d-4c45-a1d3-34779a6ec1de,36,Igbo,governance,: ,: , ,",",", ",strategic_thinking,collaboration,: ,", ",,2025-03-11 19:06:00
mostlyf6-f53a-448e-91b3-4db2d4cc6713,35,Igbo,governance,C ,", ",age_taken,F{,wisdom_yearst,empathy,P,In_logic,adulthood,"approach, ",2024-08-11 21:42:00
mostlyef-1e65-4a55-89da-018fa5de641a,26,Zulu,technology,"location, ",,", ",R_shared,", ",strategic_thinking,", ",", ",age_age_years,recorded_demonstrated,2024-01-05 07:55:00
mostly20-323d-48c7-a4c6-50717ca9f065,28,Amharic,governance,", ",: ,},strategic,,technical_skill, ,2024-:00,symbolic_years,impact,2024-10-02 01:00:00
mostlyab-eed8-499d-9434-b8f7adeec571,54,Yoruba,agriculture,neural_shared,: ,O,A withtesi_atsm st as m c f to.5,age_at,leadership,", ",_languageembedding,location,: ,2025-01-24 14:15:00
mostly6a-9bcd-41b6-a6a7-210cbb26d7e1,65,Amharic,healthcare,,"-0., ",S,collaboration,domain,strategic_thinking,A,approach_,If_logic,domain,2025-09-27 12:51:00
mostlybf-df34-4656-8490-d0832973de38,38,Yoruba,healthcare,L_years,leadership ,", ","expertise_, ",,leadership,location,"recorded 3,-011:00}",", ",M,2024-06-14 13:50:00
mostlyf6-4b79-4661-b91d-7f77ad3d8671,33,Oromo,governance,"2024-090.-1.8724,-03 Nigeria_",_expertise and,domain,A,neural_embedding,strategic_thinking,collaboration,recorded ,adulthood,Amharic,2024-05-23 15:38:00
mostlyc5-35f3-4e9c-a420-04203edcc56f,27,Zulu,education,In,,adulthood,M_thinking,A,vision,2025-T1,wisdom_embedding,domain,",0.",2025-07-16 14:20:00
mostlyfa-5edc-48f0-8b15-3091ea872140,47,Yoruba,entrepreneurship,adulthood,", ",age_logic,,location,leadership,primary_years,problem_primary_embedding,", ",O,2025-09-23 12:05:00
mostly0d-dcc2-417b-86da-c6dbb4bdd786,35,Amharic,technology,A,Worked,: ,primary_years,If,vision,expertise__shared,location,neural ,2024_language_solved,2024-03-08 17:19:00
mostlyf7-0909-4d7c-96e4-73b533447aa6,62,Zulu,leadership, {,R,A.,problem_years,", ",empathy,"--0, ",S,location,collaboration,2025-07-14 23:54:00
mostly9e-396f-4b5a-8c6c-cb8479701feb,33,Swahili,healthcare,approach_language,,problem ,", ",location,leadership,", {eo.","-90.620,--0.50249,0, ",wisdom,H,2025-01-15 15:42:00
mostly8d-e0cf-4416-ad19-40e3b3f6960d,43,Shona,education,"M, ",location,: ,collaborationatat,domain,strategic_thinking,impact,: ,age_,expertise_demonstratedshared,2024-01-23 08:36:00
mostlybc-9370-4038-9121-ed97a134c60a,60,Yoruba,entrepreneurship,Worked,age,problem__: ,neural,approach_}}-2.,innovation,", ",approach_language,L ,collaboration,2025-09-27 12:51:00
mostly59-b2a8-428f-802b-472689747ad8,37,Zulu,leadership,wisdom,:00,: ,}an,wisdom,empathy,description,} {,strategic_years,primary: ,2025-07-06 12:02:00
mostly48-ce7f-4ee6-a62b-821e1a3dd204,42,Igbo,education,", ",location_taken,"Seed0pal%- a {, m",", ",domain,empathy,2024_,approach_embedding,,strategic,2024-06-25 15:50:00
mostlye2-57c9-400d-b014-c48228be766b,36,Amharic,technology,technology,: ,"wisdomCat seseralb,-es.",H_at,,vision,primary_years,expertise,"P0eringeb,_-1 p, and",primary_:_demonstrated,2024-01-23 12:01:00
mostlyd1-d4f9-4ee8-9a18-d1c3269bac06,45,Swahili,technology,impact,neural_embedding,: {, ,D-0ers.,strategic_thinking,: {,R ,location,Uerses cesation.,2024-12-09 00:46:00
mostly18-a5c3-4a64-8bee-b6ec122913da,54,Shona,technology,age_taken,} ,2025domain,: {,: ,vision,description_logic_language,technical_demonstrated,wisdom,O{,2024-04-23 10:51:00
mostlyaa-7e31-42f8-a6d0-d9f3fd2744eb,41,Amharic,agriculture,"Pet-itesed preor;or a to tingers,aan",O,recorded_at,wisdom_embedding,:- ,leadership,: ,symbolic_logic{,symbolic_logic,", ",2025-07-19 00:14:00
mostlyc9-df38-4f89-bb4c-8f50f5317f0a,58,Yoruba,agriculture,",_taken",: {,recorded,},strategic,vision,", ",approach,: ,neural- and with.,2024-05-12 16:31:00
mostly62-6d3b-4e21-9b1d-21c5dec53a27,51,Oromo,leadership,", ",R,: ,O,: 5 ,strategic_thinking,: ,S,2025-00ede,"2024es m.,",2025-09-19 14:46:00
mostly37-4ba3-46df-b793-d4624ea9ff08,31,Oromo,entrepreneurship,: ,expertise ,"}-.9,0.28,,-.29,-0.24,,}:00",collaboration,Swahili_at,innovation,", ",neural_taken,wisdom,primarydescription,2025-03-09 19:54:00
mostly96-65c5-4576-8d6f-42d062982cab,33,Swahili,healthcare,", ",} ,impact,A ,wisdom,leadership,", ",adulthood,C ,location,2025-06-21 16:16:00
mostly40-101b-4b1a-9160-28926fc14615,54,Zulu,healthcare,",T",":-0.662004,9} ",: ,recorded_embedding,location_embedding,strategic_thinking,: ,", ",expertise ,"-0.,-0.",2025-09-11 02:33:00
mostly90-92ba-4baf-bba5-d675fc6a70df,23,Swahili,healthcare,: ,"He,_embedding",", {",expertise_thinking,": {,",empathy,symboliclanguagen tor to and withcl.,,: ,recorded_years,2024-10-12 23:03:00
mostly66-cbe5-48ba-a65a-6391b7746570,44,Amharic,technology,2024or_w,: ,", ",age_years,},leadership,", ",recorded,neural_language,A ,2024-03-05 14:52:00
mostly71-b8f3-4d4a-8879-11c007196af0,31,Zulu,healthcare,strategic,symbolic ,_language,,}} ,leadership,Sa,} ,recorded_solved,2024,2025-05-17 22:41:00
mostly9e-51e4-45c6-93cf-4552f50ddf02,44,Yoruba,healthcare,: ,: ,approach_taken,impactn,expertise ,leadership,leadership,expertise_at,M_embedding,M_embedding,2025-07-19 04:13:00
mostly78-f67c-44d9-a59f-3b46b6ffba3e,41,Oromo,agriculture,L: ,location ,neural_embedding,expertise_p5.,: ,innovation,: {,", ",: ,problem_shared,2025-05-07 01:40:00
mostly46-01c4-4feb-addf-525317fc8e52,56,Oromo,agriculture,technical ,symbolic: ,problem},entrepreneurship ,", _solved",empathy,expertise_0shared,strategic,"F}er,- Nigeria",: ,2024-04-02 19:39:00
mostly9c-9dd8-4960-afce-79caf3ecf695,27,Yoruba,healthcare,", ",location,_years,}e ,_taken,empathy,primary_at,impact,L_0.,adulthooddemonstrated,2025-01-07 05:28:00
