id,age_years,primary_language,activity_type,description,lesson_learned,social_context,proverb_or_wisdom,emotional_development,location,symbolic_logic,developmental_milestone,neural_embedding,recorded_at
mostly70-da89-4cca-8acb-4585d784b91d,12,Yoruba,storytelling,", {", ,"Eorn aen k m toedha a, thencar w.",F_ ,resilience,location,: ,} {,: ,2025-01-08 19:29:00
mostly7c-509d-4986-9006-da0206de5a9c,3,Igbo,social,: ,}{.,T_logic,"H theyt ( b f tol halst iningal withd (yarty wsueda thenv f ks the, ",respect,age,cultural_development,cultural,neuralproverb_years,2024-01-10 15:38:00
mostly3c-e31c-43f3-a10b-86020797810f,7,Shona,cultural,", ",respect_or ,recorded: ,neural_years,respect,primary_embedding,"2025, ",learning,", ",2024-03-20 06:25:00
mostlyb0-3e14-4ac8-b99c-e87506d2d8f2,12,Hausa,cultural,age_learned,,Amharic,2024,confidence,primary_context,: ,I,Ifingesy s and h me,2025-02-18 06:03:00
mostlyf0-c09d-4866-8f53-2a6f2443fa66,4,Oromo,storytelling,,neural_If:s,,}} {,curiosity,emotional_type,Mper t and cerk a soralingartes,primary_embedding,Per,2025-02-24 10:02:00
mostlyce-3ae1-4314-9cd4-ad1b8f5d354d,11,Swahili,cultural,symbolic_logic,childhood,2024,proverbdescription,cooperation,Amharic ,proverb_language,childhood,emotional1aoe. ,2024-01-25 08:42:00
mostly4d-1353-4c49-b6f8-748929900e45,5,Igbo,storytelling,: ,social thea the wb {or,symbolict: ,,empathy,neural_at,2025-037.,primarylad pa ,lesson.,2024-10-09 02:37:00
mostly48-1169-4166-9490-15203dce4d12,6,Oromo,social,social_ ,age_logic,If aru s;inuy.,}_or_years,respect,", then-405.3,",", ",}_milestone{,I,2025-08-27 19:52:00
mostly1b-cc88-4a3b-a8d6-038b47b54af0,5,Amharic,cultural,S00,neural_type,ageor_logic,-1.18}.,confidence,: ,lesson_development,Ifi d ,"2025 to,- D6or.",2024-11-16 10:46:00
mostly1b-cd86-4563-80bb-0ce6cc4f7aec,5,Zulu,physical,"emotional_, ","-02T,-0-0.481906, ",location,proverb,cooperation,: ,childhood,", ",symbolic_language,2024-01-18 09:40:00
mostlybf-0655-4ae1-887c-11594336f9f5,10,Swahili,social,confidence,", ",proverb_learned,Oines with swcan a mk,resilience,"R, ","2025, ",: ,learning,2024-06-03 12:17:00
mostly55-a368-414e-8a6c-befbfff432f3,12,Swahili,cultural,: ,activity_logic,}neural or_logic,learning,respect,recorded,: ,: ,", ",2025-06-24 21:38:00
mostlyfc-a917-43be-a62f-233a19039fa7,9,Igbo,learning,description,,", ",If {,confidence,neural_learned,age_context,If theierca w (,K,2024-02-05 15:15:00
mostly4c-013a-4cb3-a34d-8d00b1704293,9,Hausa,game,childhood,Cete.,S ,,cooperation,: ,M ,F_at,recorded_type,2024-05-30 05:57:00
mostlyf3-a43a-4924-b59b-fb9a269e7694,8,Oromo,game,: ,"-0.05--0.508, ",activity,A {,confidence,", ",Swahili aepts.,C ,", ",2025-09-05 08:55:00
mostlycc-c59c-4501-87c3-b9207cefe567,7,Swahili,social,activity_- a,activity,activity_learnedlogic,lesson_at,respect,", ",,A {,"social0.,-0.010T6,",2025-03-21 08:52:00
mostly62-dd9d-42c7-a1a8-4b3aacab4008,10,Zulu,physical,}_at,developmental ,lesson_atwisdom,,cooperation,2024,} ,social_or_wisdom,}_years{,2024-12-03 19:29:00
mostly31-0bc3-4f3d-a36b-83b669d2b95f,10,Zulu,cultural,", ",K_at,activity_milestone,"childhood1,1es ",confidence,P_development,C_type,activity_at,primary_}language,2024-02-04 14:47:00
mostlyb5-9ad0-4f5b-be8e-56f8b1310eb1,11,Zulu,learning,social ,primary_learned,"symbolic_type, then00",description,respect,respect,Ifg,lessonor_context,primary_context,2024-07-17 14:32:00
mostlybd-ecec-4728-865a-aa6c85e8bcf3,9,Zulu,play,: ,}00.,learning,E_at,empathy,Singyin s pinepinget with hpse a a asaoaralw aees.,C_context,B ,: ,2025-09-28 19:43:00
mostlye9-2e6c-45ce-8416-f66d4db7ab74,10,Shona,learning,recorded,:}}. ,", ",:embedding,confidence,activity_or- the1 ssk sti; b il ised a,lesson_logic,", ",social_language,2025-02-11 09:04:00
mostlyae-400b-4305-9fd5-6d9acaf25b2f,11,Swahili,social,learning,activity_years,", ",respect_learned,cooperation,developmental_embedding_type,description,F ,symbolic_milestone,2025-05-05 17:05:00
mostly21-66f3-47f3-af91-56307a52f030,10,Yoruba,game,learning_learned,social_development,"E_contextiesed to(alanani t, w a to,.",confidence,curiosity,S_or_context,B ,,recorded_,2024-09-25 15:07:00
mostly82-344f-436f-8430-aec72c95c379,11,Swahili,game,Mings.07 c.,T_logic,H_learned,description: ,empathy,,"Sing, the in sy b s.",: ,A,2025-09-28 19:43:00
mostly5a-9194-4268-8984-a82ea5eb946d,5,Zulu,physical,recorded_or_logic,lesson_at_,"2024-09,1.3042,,0.38 1,1.",Amharic_type,creativity,"primaryorh, {",neural_embedding,Amharic,S_or} a,2024-01-07 14:09:00
mostly65-0da6-4efb-9dbd-572b919de097,4,Zulu,physical,emotionalaren hasi thea)w b c.,developmental,recorded at_y,If,empathy,2025 ,proverb__ ,"recorded, ",developmental_language,2025-04-08 02:14:00
mostly1f-d2f6-44d9-92ca-69746f4e9336,7,Zulu,social,lesson_learned,developmental_language,,,creativity,age_development,lesson_learned,neural_type,: ,2024-05-29 01:11:00
mostlyb9-d170-465b-ba84-588b37fbfebe,7,Igbo,storytelling,2024_wisdom,P_milestone,Amharic,", ",confidence,symbolic_or,Ifm,2024-1-.419,neural_wisdom,2024-03-04 08:07:00
mostlyca-5829-4517-8729-c60845c5f324,12,Amharic,cultural,symbolic_embedding-0  at w-;raes.,proverb_type,location,"2024-1.63,-0.092941.28,--_T19T9,0",respect,H_ ,", ",", ",}}},2025-07-21 08:38:00
mostlyde-f22f-4610-bf53-33ef80ec5110,9,Swahili,learning,locationea in ses cinya andal,: ,A,childhood: {,empathy,locationan,}-0103ep a.,description,Hausa,2025-03-16 04:17:00
mostly26-68f1-4374-94e5-39763295a1c1,4,Yoruba,physical,confidenceneural_milestone,}_at,", ",:00,confidence,neural__language,",-_language",: ,symbolicat,2025-02-27 18:46:00
mostlyd4-37ba-459a-bffd-be95c5f31d6c,10,Igbo,social,developmental_,childhood,symbolic_development,: ,cooperation,O.,},primary_age_at,symbolic_type,2025-09-28 19:43:00
mostlyfd-2968-4cf2-845d-a50b0a01057b,8,Igbo,creative,}_type,"2024--1.09,-0.110407120.11,-0.0971,-0.4709,0",,", ",creativity,", ",U,proverb_embedding,primary_embedding,2025-05-10 07:09:00
mostlyb1-3526-4210-8396-12a4e91d5bd0,5,Zulu,play,: ,,,location,confidence,If ,H,proverb_at,learning,2024-08-12 02:28:00
mostly56-b4a2-45fc-9640-3ebe03d9809d,6,Yoruba,learning,lesson_language,description,developmental_milestone,U,confidence,"} the aaled-iting,e.",social_context,symbolic,F,2025-07-17 20:11:00
mostlyc3-56a9-47dd-ac93-21bdff7cb244,5,Oromo,learning,activityactivity_type,",description","2024-1.40018,-0.",: ,confidence,proverb_years,neural_or_development the.,", ",R,2024-12-26 06:08:00
mostlyc1-d933-4ace-b454-695ed23af375,3,Zulu,storytelling,: ,Cand__learned,symbolic_logic,emotional_language,creativity,2025 ,age_years,", 2",",-0.3, ",2024-04-10 12:33:00
mostly1d-1d40-4cf2-9d4a-2d3e52f923c1,11,Oromo,physical,M} ,_logic,recorded_years,: ,confidence,: ,primaryr and andes h and st withorasp ma.,Cer,P.,2024-04-28 02:08:00
mostly9a-60a4-4b76-8ffd-eec3ea76f766,5,Amharic,game,"neural, ",: ,emotional_,emotional_logic,cooperation,: ,Ms ,S ,S ,2024-08-05 13:32:00
mostly93-7da6-4c09-86f7-3d97ccaba7cf,11,Yoruba,play,", {",age_milestone,,developmental_milestone,respect,proverb_development,ageo then ,proverb,lesson ,2025-09-28 19:43:00
mostly78-91a9-4e29-81c7-3a787b700c78,5,Swahili,game,,location,R,", ",curiosity,activity_or_embedding,", ",}_language,",00",2024-09-26 01:28:00
mostlye1-f9d7-40ec-81e5-0d6d7728b959,8,Igbo,creative,proverb_social,,Swahilip,proverb,respect,confidencenanaring.,", ",location,"lessonat the toal p in andes a with;ed and,0.73,0..04409, ",2024-01-18 23:50:00
mostly6a-65e1-4068-a99d-8f593ef5f45d,12,Swahili,cultural,childhood,description,age_wisdom,: ,respect,Klanguage,social_language,"respectmdingasd,ings to,o).",N.,2025-05-24 10:45:00
mostlyc4-b2bd-4cae-aae4-c5613c796606,4,Swahili,storytelling,", ",R,", ",age_at,curiosity,", ",If_logic,recorded-26_language,recorded,2024-03-16 03:40:00
mostlybe-e953-4e40-a187-70359329d975,9,Zulu,game,P.,learningemotional:00,A{,If_wisdom:,empathy,: ,neural,neural_ ,If1.,2025-02-07 00:17:00
mostly9c-3937-48bf-befa-a08c576f3cec,9,Oromo,learning,If{,neural_language,symbolic_type,,resilience,age__embedding,primary: ,primary_or_learned,,2025-09-28 19:43:00
mostly84-1361-4508-aefd-c6aeb1ca57ca,3,Swahili,play,neural_context, ,Pse besm.,description,empathy,age_or_embeddingt_language,: ,N,primary_or_embeddingembedding,2024-03-10 08:45:00
mostlyf6-10c6-4f02-bb6f-aa0d8db1218b,4,Yoruba,creative,: ,", ","Ifm, {or.",: {,respect,"activity, ",", ",learning,2024,2024-07-11 03:47:00
mostlye0-ab7f-4d3f-985e-acdd87d07695,5,Hausa,game,S{,neural_or_wisdom,2025,B} ,cooperation,developmental_learned,location ,location,", ",2024-04-03 07:08:00
mostlye8-33a5-4899-a5e6-82522c6e20c1,12,Yoruba,cultural,: ,emotional_development,emotional_context,"U, ",respect,,age_development,location,Ifes tt in.,2024-09-14 19:15:00
mostly95-699e-470d-83dc-2c835d55ad55,3,Amharic,play,"Sings-1.0T, and,.138 4",Swahili,"C, ",description,curiosity,symbolic_development,"2024, ",2024202408,:00,2025-03-26 22:40:00
mostlya2-1256-4341-a11e-602d4cd57d9a,9,Yoruba,physical,childhood ,activity_neural,developmental_type,developmental_context,creativity,:00 {,A,: ,proverb__language,2024-04-16 21:42:00
mostly7a-6647-4f0f-89cf-d47dcc9f3646,11,Swahili,cultural,K_or_embedding,2024-.,", ",description,curiosity,activityat,Swahili,description,",",2024-05-24 03:19:00
mostly3a-a3c6-484c-9738-7c1709802b09,5,Zulu,learning,U,description,proverb_years,primary_type,confidence,Amharic{,symbolic_years,neural,lesson_at,2024-09-26 03:33:00
mostly9d-e846-487c-92bc-7099d5dc3f43,8,Oromo,cultural,",}, ",emotionalor_wisdom,symbolicat ,P f andu; t sedenti soeroing with).,confidence,"S_or-.7.239,-0.-192-169,0256_,1.172,-0.4801-8240.",activity_milestone,}ing and; s ,N ,2025-02-28 04:47:00
mostly0b-faab-46d4-8239-5c4173bbf979,8,Swahili,physical,"Ifaes, ",childhood,description: ,developmental ,curiosity,activity_logic,}If {,recorded_embedding,If,2024-10-17 18:21:00
mostly80-ba52-4988-b251-d557eb637651,8,Igbo,creative,: ,descriptionesaptw ((ar n caaa fes ags to the staesu in.,recorded_wisdom,: ,respect,M,Swahili,Amharic,activity ,2024-05-26 23:56:00
mostly87-c147-494f-a0df-e9b9b1fb088e,11,Amharic,storytelling,2024_wisdom2,symbolic_learned,"-,.221 ","2024-1.21904,0.",resilience,P,If theanar aesal; child. and man.,}lessoning ande.,symbolic_logic,2025-04-07 06:55:00
mostly75-ed07-4da2-80be-c1438b8a22a7,8,Zulu,storytelling,symbolic1_milestoneembedding,: ,", ",age_years,respect,locationatat,lesson__development,lesson_language{,"T,_wisdom",2025-03-09 04:19:00
mostly71-7984-47d9-ab00-bb11d4dbe0cb,8,Igbo,storytelling,neural0.,P,: ,"childhood, ",confidence,recorded_or ,"}inging a; in m,0.842,0.",proverb_context,: ,2024-01-25 12:18:00
mostly8d-e340-47b2-a3fe-65f858a6f2f0,12,Yoruba,cultural,"}, ",}_milestone,-ing.,", ",confidence,} ,activity_years, ,location,2025-09-28 19:43:00
mostly78-966c-41e7-81b8-59bb077a178e,9,Oromo,physical,activity_type,description,primary_years,: ,curiosity,respect_embedding,primary_embedding,location: ,", ",2024-07-27 10:01:00
mostly87-a435-4066-9e1d-c3d8e443ddcc,5,Zulu,game,A_context,: {{,recorded_context,recorded_learned,cooperation,neural_logic,neural_or_or_wisdom,", ",: ,2024-04-21 02:37:00
mostlyef-e867-4567-8d74-cbf9ced46fc0,7,Zulu,learning,description,social,symbolic_logic,lesson_logic,respect,lesson_development,symbolic_,", ",emotional_logic,2025-07-15 03:35:00
mostly6d-1de1-4ea0-a824-5a3ab987071d,6,Swahili,game,recorded_wisdom,P {,"K a n,",activity_at,cooperation,description,A0,", ","proverb_years:: anducts to the sc,w.(, then, ",2025-09-28 19:43:00
mostly3b-5228-49c9-911c-e3a3a7bb1c22,3,Hausa,storytelling, ,S_at,", ",P ,creativity,description,symbolic_at,A the-o,", ",2024-04-01 04:52:00
mostly7d-d1e9-4799-b4c1-0fb87df083c3,4,Yoruba,storytelling,"S s with pesor, ",", {",Hausa: ,recorded_milestone,confidence,,P,,emotional_learned,2024-08-31 09:15:00
mostly56-21e3-4c27-8ad4-73b58e4e94c3,10,Igbo,play,,-: ,2024,age_context,cooperation,description,If_ors,2025 ,2024 ,2025-04-25 09:07:00
mostlyd3-d0f2-4326-9254-3d6d654d25e2,6,Hausa,learning,neural_embedding,social_or_at,activity_ ,,curiosity,recorded,"ageatyears, thener-.6,-00.55,-0.960189,0.125,0.740.,-0.02, ",play.,recorded,2024-04-19 02:37:00
mostly17-f106-4c21-a35e-4d00f6f474df,12,Amharic,storytelling,developmental_logic,location,Forc  the,"primary_developmentor, ",confidence,location,proverb.,M,age_years,2025-07-10 12:58:00
mostly28-5dec-45c6-bc98-0a8bba8866c4,9,Igbo,creative,"S_, ",_embedding, ,emotionall,confidence,Ifat,M_u,2024_context,"If thec w- witharer c, ",2024-03-06 05:17:00
mostlyf3-8ed2-405e-8f03-e37ae7cad3ac,6,Hausa,cultural,symbolic_at,confidence,location,recordedt,empathy,M_language,primary_type,confidence ,", ",2025-01-25 02:16:00
mostly30-29a5-4c26-9248-dd6ac6c58210,6,Amharic,creative,}_language,age-T04.,social ,Uand,curiosity,neural_logic,descriptionas,: ,emotionalagesoing; tiy k tes m p a b a hitesed tom.,2024-07-05 19:43:00
mostly45-dc13-4c4e-bb5d-54b8fd64e8d1,12,Yoruba,physical,developmental_learned,description,primaryeraal.,If,respect,: ,", (",proverb_wisdom,",proverb_lessonlearned",2025-03-18 22:07:00
mostly88-66b3-4d52-95b2-cad89737141e,8,Igbo,creative, ,H ando .,F.,emotional_logic,curiosity,activity_type,", ",social,F0.-0,2025-09-01 04:04:00
mostlyde-0fb3-4a18-8fe9-326f0810c2fb,7,Zulu,social,age_or_wisdom,symbolic_learned,age_context,activity_at,cooperation,activity the,lesson_context,R_}or, ,2024-10-19 12:05:00
mostlyda-6c8a-4801-9f7e-cd6b88d0ab05,4,Zulu,play,"N-0.23,38-09- ",}_type,social,}.,curiosity,"Nandt s- m,.07_embedding",developmental_context,", ",neural_type,2025-09-28 19:43:00
mostly70-3a14-45d8-a52d-363b166719c3,9,Shona,play,: I and,", ",,", ",curiosity,primary_type,Car ,developmental_language,2025 ,2025-04-05 02:07:00
mostlyd6-b77f-46f0-9add-5449b666be43,12,Zulu,cultural,,cultural_milestone,: ,: ,cooperation,location,description,: ,H,2024-08-21 08:00:00
mostly86-7a7d-4d5e-94c8-6b4dc5008305,6,Hausa,learning,: ,", ",Ifr aoc-.,"primary_-0.8,8, ",curiosity,proverb_language,activity_milestone,: ,K2024: ,2025-09-28 19:43:00
mostly39-cf77-4969-b1ac-5e3530b23c8c,3,Zulu,game,childhood,Amharic,social_embedding,", ",cooperation,B_context,lesson_learned,A_language,", ",2024-06-28 19:03:00
mostly71-699e-4beb-906f-4e1bdd23600c,9,Igbo,storytelling,proverb,R{,E_or,"If the f a, then and ti toer withingi w,i.45",cooperation,childhood,learning,", ",M,2024-07-05 18:21:00
mostly8e-d210-4e60-9cf0-bd881c1207fd,11,Swahili,physical,location,confidence,If singan.,", ",creativity,}: ,childhoodean,developmental_logic,age_milestone,2025-05-15 01:29:00
mostly56-3146-4b9b-87c2-0fcb2ee85e32,8,Igbo,creative,primary_logicat,developmental_.,"20251.491,-092390.0374,-1.3.7727,0.8745,-.5,111,-38.748}-,0.186-091223-0..1201:628,0.0504.,840.6,0",childhood,cooperation,activity_learned,"2024-0.175,0.138,0.1.1481,1.63008, ",_milestone,", ",2024-09-01 14:11:00
mostly18-75a7-4965-950f-9c5bc1ad9b93,11,Yoruba,play,P,: ,neural_context,social_language,creativity,M ,2024oran,cultural,"locationei cin,: b)",2024-11-30 09:26:00
mostly94-60f5-474f-b8c2-a28e6bfa3313,10,Swahili,game,E_context,social1 a n: ,Cat ,lesson_at,confidence,lesson_type,",-0.02971.",: ,C ,2024-01-17 23:49:00
mostlyc8-f737-4d90-82b1-5ae800a44891,8,Igbo,play,age,P,lesson_language,_learned,curiosity,activity_language,symbolic_learned,recorded_development,: ,2024-01-09 04:48:00
mostly98-bdc2-4a3f-ba81-7441486f3060,9,Zulu,play,recorded_development,"2024--00.20.04-1,-0.93915",} ,symbolic,respect,"lessones to in, ",location,"P and btp andedesk arpas; fredesing, thensues anda.",Coe k) {,2025-09-28 19:43:00
mostly0d-0925-4dd9-9c5a-c60fa4d0c4e0,12,Hausa,cultural,", ",} {,"2025, ",",5proverb ",resilience,Hausa_learned,", ",lesson_development,2025,2025-04-30 03:32:00
mostly01-86e2-40b0-a609-11865f70fbce,11,Shona,learning,emotional_ ,",000.47",neurali isan ces ,description,curiosity,neural,: ,description: ,activity_at,2024-01-07 09:48:00
mostly8f-39f8-4627-ade8-ca7162c5fe2b,7,Amharic,physical,", ",description,age_development,emotional_development,creativity,activity_context,learning,respect,respect,2024-06-30 13:19:00
mostly48-a1b7-4019-99ae-98702f64088d,3,Zulu,physical,social_embedding,recorded_years,: {,learning,resilience,R_or_oror_at,emotional_orat_wisdom,proverbemotional_logic,"learning,- then.1044,705},-0.87",2025-06-14 19:45:00
mostly7f-51a8-462c-a204-3f14e8946d3e,5,Oromo,play,"2024-006.49,000",T_milestone,If,Eal ,cooperation,: ,", ",", ",neural_at,2024-07-24 01:54:00
mostlyf5-982c-44f1-a198-d9a00a06fe87,12,Swahili,learning,activity_context,neural_years,primary__embeddinglearned,respect.,cooperation,", ",cultural,I_ to,", a(sa.",2024-10-15 08:28:00
mostly90-d9ed-4473-bc75-80d7829aa162,3,Oromo,physical,P_language: ,O ,If_years,Swahili{,curiosity,: ,lesson {,: ,age_embedding,2024-12-11 17:16:00
mostlyc8-f8b5-4ae6-9cce-9aeb40d013bd,7,Oromo,creative,recorded_wisdom,,}ing ,} ,resilience,"N,}-0.2-0.68,,0.182190.",Uer ,} {,P,2025-06-10 09:42:00
mostlyb2-1dff-4875-880e-9530f5654df5,4,Hausa,storytelling,:primary_ in ,N,: ,", ",curiosity,description,description,: ,lesson_wisdom,2024-06-11 09:42:00
mostly16-492b-4d74-8a98-6364c56a94ab,11,Hausa,physical,social_at,} ,play,lesson_learned,resilience,location,primary_language,developmental_embedding,A{ s a s thears-.,2024-03-11 09:37:00
mostly9a-09ff-4b12-ba3b-1889a270b492,7,Oromo,play,proverb{,social_language,}neural_,proverb_wisdom,creativity,childhood-07 ,", ",C_embedding,"If, ",2025-06-10 06:53:00
mostlyf6-e51d-43c5-9eae-a344d33d6f6d,12,Yoruba,cultural,},proverb: ,", ",age_embedding,creativity,: ,P {,} {,: ,2025-04-21 08:01:00
mostly85-9e48-4455-87c1-794bd951f718,9,Igbo,cultural,"Ifearts in.i,1e.6,, ",proverb_or,"Oegay ser ma far ands inhed, ",,respect,", ",,H,age_at,2024-06-11 15:02:00
mostly54-5ff3-4763-932e-29cf6db77d05,6,Hausa,play,age_or_wisdom,childhood,ageor_language,", ",curiosity,2024,proverb,description,: the,2024-05-22 13:47:00
mostlyfc-327e-4d68-923a-f11c585fac68,9,Oromo,learning,: ,recorded_context,lesson_,developmental_wisdom,resilience,If,developmental_or{,N,", ",2025-04-27 14:32:00
mostly5d-2f79-4caa-9efd-67f4a44ecc62,12,Yoruba,cultural,I,lesson_or,Cor: ,"developmental--0.1319, ",respect,age_language,: {,: ,location,2024-08-27 01:01:00
mostly4e-22d3-4bb0-9e8f-7aaeec57db5e,3,Igbo,physical,2025 ,,",","2025 and-1.25,0.183,0..9,0.290706-0.9,,0.345092,-: ",creativity,2025_or_: ,childhood,description,B_type,2024-04-05 00:43:00
mostly4f-b6f4-45e7-9f8c-917bd1278877,10,Shona,learning,,recorded_,symbolic_development,social_type,confidence,"2024-0.05,,0.752:: ",neural_logic,H ( hor bg inesarene a,proverb_learned,2024-08-05 01:40:00
mostly3a-cd05-417e-b469-afa495d20113,12,Hausa,cultural,lessonlocation,Ifes tinu,", ",primary_languagee,respect,Ife.,"2024-0.7,-18.78,--0.95928,1.95,.0508,-0.59.","childhood,-_context",age_wisdom,2024-02-05 17:57:00
mostlyd0-ed5d-435e-9ed4-7d26f6bb2acc,10,Hausa,cultural,description,} ,description,C ,respect,O,R,F,P,2024-05-18 09:43:00
mostlyac-d211-429e-a48b-6da927d95a01,12,Shona,cultural,proverb_type-: ,"Swahili, ",primary_at,: ,confidence,emotional_milestone,_development,Hausa,social_development,2025-08-09 00:41:00
mostly96-8f05-40aa-8f61-33795bf511e5,6,Igbo,physical,2024_logic,primary,", ",confidence_context,empathy,symbolic,proverb_learned, {,", {",2025-09-28 19:43:00
mostlye2-6add-4a5b-b12e-7adfbcfd1c58,7,Amharic,cultural,", ",learning ,"learninger bes (.46,0.265, ",social_context,respect,"}Bh sarsingan s ini c singiw w, ",} ,primary_yearslogic,neural_or_type,2025-02-28 02:38:00
mostlya0-592f-42da-87c6-8c94cace5498,4,Shona,physical,K the,If- mer ,location,lesson_learned ,confidence,primary_development,activity_context,", {",:embedding,2024-08-26 14:15:00
mostlyf0-dbe5-4efb-bbea-aef970502bb4,10,Swahili,cultural,", ",", ","2025 ( scen andwmin in aw s a, then-.050.0806,1...92 ",proverb_at_wisdom,empathy,developmental_development,locationsocial,-_or: ,neural_at,2024-04-26 23:37:00
mostlya9-4071-4369-bf38-cd6d70b7c390,7,Igbo,storytelling,emotional_language,emotional_,},: ,curiosity,2025,age_milestone,age---2 ,neural_years,2024-07-12 20:19:00
mostlyca-acaf-4dce-ac2e-876c03004e35,6,Yoruba,storytelling,E_milestone,Pia a of (oy in;,social_,age_years,creativity,{,location-.,: ,"20241k.8,-0.080.02,00.29-1..0.38",2025-02-03 16:11:00
mostly8b-d7ad-422a-b75a-701ebdade80a,3,Swahili,social,",",: ,,} the,empathy,H_wisdom,Ift a the,activity_embeddingdevelopment,developmental_years,2024-01-15 13:19:00
mostly4e-2308-478b-99e8-211863250238,10,Swahili,creative,_,I,neural,,confidence,neural_learned,C_context,primaryembedding_at,If_logic,2024-01-14 03:29:00
mostly72-e67d-4e8a-b536-da2f3fb43721,4,Swahili,game,"2025-16.7922:9,, ",} ,ageor.6,Bdevelopment,respect,: ,: ,"learningu, ",", ",2024-12-19 18:24:00
mostly3a-304b-4bf6-9231-1da1581b3871,9,Igbo,storytelling,symbolic0.,respect ,symbolic_development h; and,age_wisdom,creativity,developmental_type,"If you, and",social_embedding,} ,2025-08-08 02:19:00
mostlyef-eb88-44eb-81b7-e34c486c3781,12,Hausa,cultural,childhood: ,neural_type,2024inguai m s so aesb and with,proverb_or,respect,,Ifasa thes;,recorded_at,", ",2025-07-14 06:17:00
