id,primary_language,cultural_element,description,meaning_or_purpose,historical_context,modern_relevance,transmission_method,region,symbolic_representation,wisdom_encoded,neural_embedding,recorded_at
mostly9a-eab6-422c-a9f9-51854bd5f9b0,Yoruba,ceremony,cultural_element:,"Seses, and wa in.",P,2024,A ,C,:.,S,In ,2024-05-27 08:20:00
mostly30-0dba-45c2-a041-1bc95574bbf9,Yoruba,ceremony,"-0.17,02,1.88,--0.",E-,P_element,neural,cultural__ing..,: ,,"wisdomec, andeer f andof.",modern_purpose,2024-04-30 02:57:00
mostly6d-1c2d-4029-99bb-2d9cd02e7fcd,Zulu,ceremony,wisdom} ,Igbo,cultural_element,Cbu,recorded0.,", ",: ,", ..",To ,2024-10-04 02:32:00
mostlycc-3561-4462-a41d-2d29ee5c3804,Hausa,art,S,: ,modern_contextu: ,",S",cultural_encoded: ,}}historical and,meaning_method,P_,: 8,2024-10-25 07:38:00
mostlyb6-6100-4228-bb65-8b0989c05f5b,Igbo,festival,description,wisdom_relevanceere anding.,wisdom.,",region",cultural_-. and the.,transmission ,wisdom_representation,: ,"Swahili in00, and and.",2024-02-11 04:02:00
mostlyd3-f0e3-4bd5-a8e1-a982c3765864,Shona,music,} ,primary_encoded,transmission ands andi,In}.,description ,: ,historical-at,"2024-0.739,0380.8",} ,2025-06-26 00:09:00
mostly5c-1a1c-4851-b604-8bf7b4a91f07,Shona,folklore,"E, ",primary_language,cultural.,A of too and g.,: ,neural ,culture,historical_embedding,neural_relevance,2025-01-23 01:32:00
mostly2b-21ab-472b-8f92-be04dcd1c17b,Yoruba,art,,"wisdomcontext, ",transmission_purpose,cultural_element,Shona_representation,,neural_element,culturalT,Swahili,2024-10-17 04:37:00
mostly20-d534-43e8-b0c7-c8a3e28b18c9,Oromo,craft,description,,symbolic,"Southwestm ining ofednd ofysoedein,_es and community and c to, cre, and community fpom of.",recorded_relevance,", ",wisdom_language,R,S,2025-06-19 19:29:00
mostlyf0-943c-49d6-a1ca-2df933a94f41,Igbo,music,description,Zulu,culture,: ,", ",: ,recorded_or Africa,S,symbolic_purpose,2025-07-19 13:18:00
mostlyc1-e763-45c9-b29e-0a6665f880e3,Swahili,art,Igbo_relevance,,"-0.052,-1080.",,modern_language,transmission_encoded, ,M_embedding,meaning_context,2024-01-08 06:46:00
mostly0e-d51d-44a3-9bf1-58a1ebf56c90,Shona,craft,P ines d andy .,region,_relevance,transmission_representation,wisdomcontext,primary0_-00,}1.,S,historical_at,2025-02-13 16:52:00
mostly8d-6c6e-4865-8251-b412dfb74f1e,Zulu,craft,cultural,}embedding1 ,culture,symbolic,", ",transmission_or_representationlanguage,historicald,,: ,2024-08-18 04:13:00
mostlycc-ecc3-4175-b804-a116d9d4b2cf,Swahili,festival,symbolic_element,", ",2025,neural ,"Aeroar, s", ,"2025--0.3,1T,0.3-10.06.1090.1626,0.",,"cultural, in, ",2024-02-09 12:03:00
mostlyb4-2283-4be5-ae42-4663bd4be8ae,Igbo,music,description,transmission_,,meaning_context,modern__relevance,symbolic_purpose,"-T.181,00.27.",-speaking: {,historicalrecorded_{,2024-08-07 11:42:00
mostly65-d551-439b-bf4a-86fd0da66466,Shona,craft,cultural_encoded:,Swahili1:00,Amharicencoded ,}region,D,culture,: {,region, {,2024-05-17 21:53:00
mostly63-de9f-4371-9315-be895b37639f,Zulu,craft,: {,neural_,primary,neuraling.,Yoruba,D,,2024,historical_context,2024-01-01 15:19:00
mostly3c-4582-4be6-a75e-924a4fe8bac7,Zulu,ceremony,} ,: ,historical_relevance,: ,meaning_context,Zulu,modern_element,symbolic_,meaning_or ,2024-07-28 16:23:00
mostly67-c61a-43af-a082-f0a6fb3f91db,Oromo,music,meaning_encoded,"modernrelevance, andes sociales, and and. in6, and.",: ,description,: ,meaning_,,Amharic_.,Igbo,2024-04-20 04:59:00
mostly4a-4652-4274-9b20-45b4addcace0,Igbo,proverb,2025,: ,symbolic_representation,,modernT,-0.6281520.3,: ,recorded_al,modern_purpose,2025-09-20 19:39:00
mostlya1-acf2-48b6-94ce-483dc97b5f76,Hausa,proverb,: ,description and communal and communitytts in f.,"Eb,",,,primary_method,: ,description , ,2024-05-15 02:10:00
mostly85-1d57-4633-96de-0a0137f43cef,Swahili,proverb,C,"recordedse andcs, and clee c,","modern,{-T regions_context",symbolic_relevance,music,: ,: ,: ,Yoruba-,2024-02-13 09:42:00
mostly4a-92a2-4355-ad32-d3c1cf84dace,Hausa,folklore,: ,neural_language,region,"meaning, (",C,: ,,modern_relevance,modern_or_purpose,2024-08-02 10:42:00
mostly44-9127-4740-bf8b-c1d13c36406e,Amharic,folklore,,"2025-08T:12..93,-1.4,1.2346,1.1805,0.1591",culture,recordedes-speakingy,To1.,"Gd- iner, andes.",2024,wisdomembeddingutfing,meaning_representation,2024-01-22 16:33:00
mostlyc5-e793-4385-bd5d-eea689dc9138,Amharic,art,wisdom_method,neural,E,", ",: ,historical_method,,Igboi,description:00,2024-01-04 02:09:00
mostly14-6a0d-4ddb-9324-57d0d257e6f2,Amharic,art,,", ",transmission,dance_representation,recorded_or_at,B ( aani,"--04-3, ",_,region,2024-08-17 00:47:00
mostly7e-8522-4784-90cf-a96f03628c9b,Igbo,craft,", ",primary,,neural_embedding,"-104-06,_-100.","dance of_ andp communityeee, and s inled.",historical_purpose,2024at_purpose,recorded,2024-06-28 05:40:00
mostlyaf-6781-44dc-b690-0a91f1e15189,Amharic,art,culture,recordeddescription: ,wisdomale:,In,modern_purpose,Amharic,Igbo , des,: ,2024-06-01 20:00:00
mostly60-38f2-4b8b-9b65-8949152abd05,Amharic,craft,Ps,"Toes and g p c communityc s, and community s.",cultural_relevance,wisdom_element,Oromo,2024{,transmissionha,", ",S,2024-06-13 16:59:00
mostlyb5-5403-4e55-bd23-3e68d1f49328,Yoruba,music,neural_embedding,Eastlees andes.,modern__context,region,cultural_element,"A Africa, ",{,Oromo {,"2025-7,-03,0.23,0.",2024-08-31 08:34:00
mostly3e-aa32-4380-b494-c97935096612,Zulu,festival,: ,primary_encodedmethod,: ,: ,recorded_at,_embedding,Amharichistorical,C,"Mleded, and cultural-.",2024-02-29 20:38:00
mostly4b-aa4c-46fb-9336-a26c0f5844d7,Shona,music,: ,symbolic_element,,"neural, ",wisdom_representation,: ,M ,wisdom_embedding,historical,2025-09-20 19:39:00
mostly88-b1df-41ec-a7a6-1592cffde5eb,Oromo,folklore,culturear,"modern,","Zulu inaangald  sar, and le.",_symbolic,culture,", ",S-_method,meaning_context,P,2024-04-28 04:44:00
mostly1a-ec50-400c-84c7-4c67e2ff70d5,Hausa,dance,culture,}},W_relevance,Southwest,neural_encoded,} ,description ,meaning_or_representation,To-06speaking,2024-01-02 00:24:00
mostly29-e97d-47f2-b968-0ed097f2543d,Zulu,craft,neural: ,,Igbo s,neural_,: ,historicalt ,B: ,region,"Sspeaking,-0.0938.37,-0.-0.29,0.41807,-0.",2024-01-26 11:14:00
mostlyec-8ab0-418d-9c33-a6e49d9ee12e,Amharic,craft,C{{,"transmission_, c",Cs.,description,Amharic_context,2025t and spic.,meaning_language,modern_language,W,2024-10-18 13:00:00
mostly00-7434-42c3-b10c-12f8953b4a37,Zulu,ceremony,", ",} ,region,: ,"S1.{,0.071,-0.4670.847.",: ,wisdom, ,"-0,-0.2097.59,-speaking7,25,-0 and05-07,01,-0.,.39,,0.19-0.,0.0.471771.09,--2305,0.",2025-03-02 17:09:00
mostlye9-9a12-4908-ba92-f0e1ee848237,Shona,proverb,"recorded_language-0 andt to w theeedes and communityan and, and dy in and w communityerar, --",M_context,,transmission_method,cultural_at,G,B.,C {,"R cd,f",2024-10-17 22:55:00
mostly6a-1682-4c93-b07b-2007db020cb0,Amharic,art,neural,wisdom_encoded,Oromoor ,Swahili,D_encoded,transmission_encoded,", ",ATing c and.,: {,2025-09-20 19:39:00
mostlyb1-8a43-43d2-9fc9-a29ec1d87445,Swahili,ceremony,region,culture,culture,: ,Aoaep eic-iy csing,"recorded_methodmethod andesen, and.",meaning_context,culture,symbolic_representation,2025-04-25 02:27:00
mostly8c-5c67-4423-9751-f4208b6add87,Igbo,festival,region_language,20251.,To,primary,culture,Mars., ,C and community,"dance, ",2025-03-25 09:44:00
mostly51-3988-4af7-8d97-6b28bc4b0909,Igbo,ceremony,"2024-T,-1.4,0..397,1.46,-1-speaking13",S: ,modern_orelementol,transmission_encoded,To ,primarymodern},region:k,{-s.,"transmissionlanguage, ",2024-04-25 23:20:00
mostly7d-c9c8-4014-9581-673a1de82efe,Oromo,dance,,region_language,"2025-8.6,",recorded_at,modernregion,S_element,culture,: ,symbolic,2025-02-27 17:00:00
mostlye6-6c99-4c3b-9116-fb664a0b9627,Shona,music,recorded {,M,"2025-0.91.3618-0.606,-70.0.0.5600068,-0.",region,neural_embedding,description,In_k,"To_element, andcso and s, ces.",,2025-07-05 20:39:00
mostlybb-66d2-4831-9592-c056f9a002f3,Zulu,festival,historical_language,symbolic_language,"cultural Africa and community, and hali s cg andal",{,:00,primary_method,neural_relevance,"M_,-0.",symbolic_representation,2024-01-13 13:31:00
mostly04-7830-4d78-a0d2-c20093cb6ae0,Yoruba,folklore,historical_or,In ,meaning_relevance,", ",neural_element,meaning_or_embedding,"R and and w, ming",neural_context,,2024-06-15 04:00:00
mostlyad-06cb-4e44-9637-18dec4e952ef,Swahili,craft,2024--19.,region,In,To,transmission_,: ,},regioncontext,meaning Nigeriaspeaking ofa,2024-04-12 01:01:00
mostlyfa-34f1-43a9-b8bf-b7910fe4f6ba,Igbo,music,Oral Africa,2024{,"2024-10.8,",", ",culture,recordeded,: ,D_encoded,"2024--33.131,-042-speaking24,11,.9093,-09T08,0.036,-1.110.5 and03,19.7259,50...",2025-04-05 11:38:00
mostlycb-6fce-41c0-96fa-fee3476e45b5,Amharic,music,Amharic,neural_language,primary,cultural_language,neural_relevance,: ,culture,: ,cultural_representation,2025-02-01 22:10:00
mostlyb6-165e-43d9-9fc6-1076131146a4,Yoruba,folklore,: ,symbolic_al,", ",music,recorded_language,culturala,Oral,meaning_or,: ,2025-04-06 14:27:00
mostlya2-6b3f-475b-ab0c-0299c39337a7,Hausa,art,", ",,wisdom in.,C_encoded,: ,neural_language,transmission_or_contextcontext,neural ,region,2025-03-21 03:02:00
mostlya7-6931-4856-886d-ac46f29e3b33,Igbo,folklore,culturalm-.,: ,wisdom_encoded,"To,-1 and9701T: ",primary_relevanceat,wisdom,Amharic ,neural_at-1.,culturales in.,2024-01-23 16:48:00
mostlya4-4c20-48e3-a4a7-6779f6afb7ad,Hausa,festival,recorded_,historical,"2024-0.6,1,07-0..18,1.,3026.3,--.",: ,modern_element,neural_language,: ,: ,neural_method,2025-02-10 14:44:00
mostlyfa-c9c7-47c7-bc31-e4eaf5470e82,Swahili,craft,} {,_representation,,: ,meaning_method,historical_relevance,transmission,moderner at,Igbo_ and,2025-08-31 22:01:00
mostly89-ad87-4774-b96d-0134736523f3,Igbo,art,"Ee and socialing s,",P ses and,wisdomerm s s.,neural_or,To_ ,recorded_s,primary}_at,: ,2024,2024-07-15 14:31:00
mostly52-7ff4-4458-a351-3be43e0cf271,Amharic,craft,Swahili andb theedation and andes}.13,"Min1,-T-0.804.04",neuralrecorded_1,", ",festival_ ,culturalb,description,neural_encodedT: {,wisdom_purpose,2024-03-26 04:05:00
mostly44-fa04-47b7-96d8-12c6e4547ab1,Swahili,folklore,cultural__encoded,region,primary_method,recordedo anding andy.,A:-:00,neural_relevance,"meaning,1-0.07.27.",primary_embedding,"C, in rear l",2025-02-13 01:09:00
mostlyc6-f0d3-455f-bc41-e2b9ca7de5df,Hausa,folklore,historical_element,neural_,Yoruba,neural ,E ,cultural_context,modern,: ,A in,2025-04-08 20:17:00
mostly54-9114-4d8b-b1e9-d73bf334b930,Amharic,craft,primary_relevance,,description,recorded_context,", ",wisdomdescription ,R.,: ,}: {,2025-07-27 00:40:00
mostly91-ee54-459f-a0a5-9335006cfd3a,Oromo,ceremony,recorded_at,Oral,recorded_at,neural_,} {,R_or_context-or0..,dance2,meaninghistorical_-speaking,: {,2025-04-03 09:52:00
mostlyae-83b9-4632-93e8-1e570c383ae3,Zulu,ceremony,}-,,,", ",culturalelement,historical_representation,meaning_purpose,cultural_,-9.,2025-07-10 11:01:00
mostly47-a6c7-44ac-8cb3-2fa9672db666,Shona,folklore,"modern_-.040465,0..04390.13613",", {",,", ",transmissioncultural,region ,":-.12.8129,0.",: ,culturales ,2024-05-14 01:03:00
mostly13-75a3-45a0-bd44-8dcde61fecec,Yoruba,ceremony,culture,Igbo ,Toern theing.,: ,cultural_language,neural_language,C,} ,region,2025-09-20 19:39:00
mostly25-8d6d-4039-8c19-a597f1c26a65,Swahili,festival,,: ,neural_,Pss.,culture ,,symbolic_encoded:,transmission_elementembedding,: ,2025-01-18 16:20:00
mostly26-7274-4b09-bdf4-6f1c469e57b2,Yoruba,art,: ,cultural_languagepurpose,historical_relevance,Toned,"Ayl ineys and sa s.s, to in.",neural_language,Mdal ande andyd s,"Toaldaen,-16 in.","2025-00.51.6.7,00.",2024-02-02 09:14:00
mostlyad-d67b-472a-8c88-449897e70249,Yoruba,dance,: ,Zulu{,Aaat and religious.,-,primary ,transmission_encoded,Zulu andal cs.,"MTpes and the ander,-0.69,0.00.2,1.141038,-0.",-0.880.700,2025-05-26 16:27:00
mostly5f-bcd8-4124-8e24-4e722039a884,Amharic,dance,M_element ,202503es,Swahili,modern,neuralregion,W,historical_context,wisdom_encoded,"Ce as in in cc in andf social withgl and in ds, and, religious, and social",2024-01-17 23:36:00
mostlyd6-5789-428c-afff-54e1f0a323c7,Yoruba,ceremony,", {",recorded_or_relevance,", ","Cerin thes,","2024-1.1805,0.1 and community",,", ","meaning_,",P,2024-02-17 16:56:00
mostlyff-4c1c-468c-8a96-b7d2d8953c4d,Swahili,music,primary_at,historical__relevance,,2024 and: ,"2024-0,,-0.0743.18,-0.38.790218,.",", ",region,Oral:yneing and family s deseal.,neural_purpose,2025-07-04 23:08:00
mostly34-ae62-409e-945b-7b3bffe52752,Hausa,festival,description,Swahili,culture,symbolic_context,As.,M.,: ,Yoruba,}00,2024-01-06 20:12:00
mostly2a-a5fa-467f-8271-b2d31afa5529,Amharic,craft,,recorded_orlanguage: ,wisdome saalolan ca.,Hausa,"2024-15:-speaking0.1900,-2..",culture,"wisdom_or,-,0.070.917,-0.178,-17,-0.31,0.3,-0.05.360.78 and3.02148,.159,1.,-1.905252807,-0..3,0.12186,-113,_1730..-018,1.4856,-1.36",C,region,2024-06-02 22:23:00
mostlydd-e20c-4f1b-b910-d154f2e19bbd,Igbo,art,culture,"neural, ",- ,2024 , ,historical_embedding,G_at,cultural,Au.,2025-04-30 17:32:00
mostlyc4-5612-4585-afb4-d04aa17433dc,Shona,festival,: ,Yoruba_method,- {,culture,P,2024 ,Woringsed andingo social cct aid-_y.,symbolic: ,{,2025-02-14 22:01:00
mostlyae-253d-459b-9eb0-a5739e5d086f,Yoruba,music,historical_context,"-3,-","Toako, ",Oromo , ,modern_a,S,B,: ,2025-06-09 14:41:00
mostlye3-4a84-4f9f-a588-1f00779e0202,Zulu,ceremony,{,primary_encoded:,"historicaledfaoparsstss, and s social.",neural_relevance,primary-0.78.3726T,"Coleu and thefer,.", {,"2025-2-07T8T19, ",wisdom_purpose,2025-05-18 13:46:00
mostly5d-c741-4e33-b505-5a1e8d271337,Yoruba,music,culture,"Shona, and cultural",,recorded ,",-05103T08, ",primary_encoded,meaning_-relevance,"Igbo Africa,d, ",2024-,2025-07-13 05:52:00
mostlyf0-a951-47f0-a528-ed2787562085,Oromo,folklore,: ,To ,} ,Igboor,primary_wisdom,wisdom,--0.8-0.910.,S,: ,2025-05-25 18:32:00
mostly0e-0461-4169-a322-83f2168079d9,Igbo,folklore,cultural-{,culturalelementoedg with cultural,2025es0.,wisdom,description,region{,",-0.57-1",", ",transmission_element,2024-02-19 07:02:00
mostly4c-27e8-4dfd-80b9-0f1dbceaba53,Yoruba,music,primary,{,Al of: ,Zulu,-.0502,dance_representation,: ,: ,: ,2024-09-23 00:20:00
mostlyca-2db3-4d2b-b9ab-f28c681ca765,Swahili,festival,P,primary_element,_encoded: ,musice_: and,: ,culture,C,region,primary_language ,2024-10-13 23:58:00
mostly5b-21fb-4699-9566-3dc8f790014e,Zulu,festival,", ",description,C , ,In_encoded,meaning_at,primary,In{,meaning_,2024-01-25 10:51:00
mostly98-4e7a-4be4-a7e2-15b3d801d753,Igbo,festival,-.,music,description,_encoded,neural_method,wisdom,B., ,region,2025-09-17 16:06:00
mostlyfc-7cac-4ffb-ba55-6265a2741416,Swahili,dance,2024-06-T-0.,meaning_at,: ,,-_00,recorded_element,symbolic_at,-,cultural ,2024-10-10 17:16:00
mostly2d-56b4-4b8a-ae0a-c76fed6b2e80,Hausa,music,neural_purpose,", ",: ,B Africa_or_relevance,region,primary_embedding,"neural19T and.24 in,-0.","Mer, and cultural s da andven of-s,:00",,2025-09-20 19:39:00
mostly41-0e0f-4150-bdd0-df517b47e63c,Swahili,festival,2024,symbolic,modernal: ,description,description,: ,: {(,_region,: ,2025-07-07 05:42:00
mostlyc8-858b-47b6-a2d6-47fedd31824a,Yoruba,festival,In,meaningmeaningpurpose,primary_-,D_:,Smeaning_representation,Smeaning_purpose,:00,Po,: (al.,2024-04-28 04:09:00
mostlye1-2851-4e58-8b2f-e9d73981a11b,Hausa,dance,-05 {,recorded_context,G_representation,transmission_relevance,P,S,}-_00,symbolic,transmission_representation_representation,2024-04-30 04:36:00
mostly05-37e7-42d9-b403-2e07aee2d192,Hausa,craft,"W-0.---0.7660805,-0.43318}08,:13",neural_method,G: ,Zulu_embedding,,"Yoruba andesal p, ",historical_at,"P, s and m ands and g a and ands communal.","2025-_:s,0.8,-021..1205,0.31817905.",2024-02-19 01:56:00
mostly80-11d1-4059-9b6d-c4e48849898a,Hausa,festival,description,Shona,neuralregion,2025element: ,: ,Ger..,2025-0.,cultural_relevance ,"primary Africa,",2025-03-05 21:29:00
mostlyb5-3db2-4a19-8362-b6d55dbf2e16,Oromo,proverb,: ,symbolic_encoded,recorded_-_relevance,meaning_element,: {,meaning_encoded,transmission_,"music s, and to can the, and.",  Africa,2025-07-28 12:24:00
mostly7a-c585-47c2-bb83-ea33edaa0ed9,Amharic,festival,: ,In and.,region,modern_at,description,: ,Rear,: ,recorded_at,2024-10-13 05:11:00
mostlyb1-3cdc-4fe2-a894-47a35a82b8b6,Igbo,folklore,_representation,transmission_representation,transmission_or_relevance,Cmie s,2024 {,P,", {","Hausa-aedu, ts",", ",2025-03-05 18:20:00
mostly41-e684-4059-9f78-e44b53fe4020,Yoruba,art,transmission__at,meaning_,cultureo,description,Zulu_0.,wisdom_encoded_,: ,C_embedding,neural_relevance,2024-01-19 06:01:00
mostlyc3-32a2-45dd-81d6-a0faa7120529,Yoruba,dance,"M Africa. and8,, and.",Ml se in c to bdcsee ineden socials m.,region,"Planguageh,1",: ,D ,2025,M and community s in sociale.er f,cultural {,2025-09-20 19:39:00
mostlyc9-7932-4386-9f7d-470374520123,Oromo,ceremony,: ,}} ,historical_at,recorded_T,recorded_language,,meaning_or_at,recorded_t,", ",2025-03-04 22:29:00
mostly33-b96e-4107-8b49-6a4f83c06dee,Zulu,proverb,historical_method,To cs and social c.,B--ing.07,", ","Zulu-2.7.86, {","To-050.326-,-0.3190,-0.",W,region,symbolic_at,2025-03-08 22:02:00
mostly21-2bd0-419b-9b49-ed1eee3a6f7e,Hausa,ceremony,"neural in in as.,--0.67,0.1,-20.808.184,16,0.6.",modern{,Oralor s_u.,East,dancee,Amharicwisdom,meaning_method,recorded_language,: {2 and,2024-05-06 20:41:00
mostly9b-6210-41e8-93a0-f5cc7aea44f9,Zulu,proverb,region,transmission_context,: ,primary_purpose,culture,historical_representation,2025- ,: ,Amharic.,2025-06-15 14:21:00
mostly6d-918a-44ff-965b-872077a18122,Zulu,dance,"2024-2,--0.8,-05007,0.08, and18.2763-1.716,1.0.6 and617,0.4,-2721,.-250.9",}.,wisdom_encoded,"-0.931,0.67-14,,-2,0.0.702260.07", ,"symbolic_,at",modern_purpose,modern_purpose,} ,2025-04-04 15:52:00
mostlybb-aec6-4893-a9db-8cf5509f4b95,Yoruba,art,-,"symbolic Africa-s,0.70.18,1.177 .4,0..82,0.158.25,1.881,.3903,259-0.8,.77-1,.16.,",wisdom,symbolicembedding AfricagT sic.,neural_: ,transmission,modernat of,culture,M ,2025-07-28 04:20:00
mostly27-cadd-467b-8ade-6de5bc8b1082,Igbo,art,", {",C,neural-s and.,"wisdom_,","In-0171.366,,1.1514,0.619,-1.02,-0.1309237,0.185,0.066,0.2,004279,1.38,T0,01,19,1or040.07040.09,-0.18,-0,. and3T23--009,.12",wisdom Nigeriahistorical:.,Zulu,"-0.84,4,eT,-0.16,-02:0255,1.9107, and-1.2698,0..3,-6.7,0.3,.7 and91170,-0.6.",primary_at,2025-01-19 23:42:00
mostly39-9659-456a-b70e-4ed0f1fc2d65,Igbo,craft,meaningembedding Africa: ,Hausa ,music ,region,"Pd, ",recorded_context,culture,Toa- s:-05-00211,", ",2025-07-27 00:31:00
mostly5b-fa03-4b85-aba3-f8de18e356ce,Igbo,festival,: ,symbolic_embedding,neural_relevance,{,", ","historical.8-0.094,-0.849",primary_method,wisdom_purpose,Oralant f and.,2025-05-05 08:06:00
mostly92-d035-4201-a24f-aa15a05373bc,Oromo,craft,2024,cultural_representation of,"dancedescription and,-",transmission_context,culture,Oral  Africa.,: ,modern.,region,2024-02-29 19:17:00
mostly26-ccdc-447a-acac-77963a1e0b00,Zulu,proverb,dance,meaning,: ,,East_:,To,description,M,region ,2024-01-25 10:38:00
mostly7a-b844-41bf-bcaa-ec9146745fa8,Shona,festival,To ,", {",: ,"wisdom_or, and}",modern_embedding,"20240,-011}0604,-0-0.04-00.659,0.6,-0 and.109,102T48, and0..",region,"wisdom Africa, ","cultural_or ofy, pes.",2024-10-10 14:22:00
mostly96-e87f-4527-a4d1-c217509c01d9,Amharic,craft,B,: ,wisdom: ,Oralleedu.s,: {,"2024-,4-7,111, ",,"Gar Africa f, ",culturalu,2025-03-17 06:05:00
mostlyb7-477e-477f-95c5-e0e7af6f5e0a,Zulu,dance,Porar,-0:  Africa,recorded_purpose,region,} {, ,In{,_relevance,: ,2025-02-14 01:41:00
mostly2b-68df-4245-b7d3-08a2f930ab7d,Oromo,folklore,symbolic_relevance,} ,S ins,"-0.28116,0.1.6,0.2,.",To_:sing in.,symbolic and ,: ,meaning_2embedding,primarys and in communitytd.,2024-05-20 00:39:00
mostly10-b933-4b42-8bd4-a3d993c3aa26,Oromo,music,", ",music,neural,recorded__at_embedding,description,description(ol cn s-,recorded_ ,Oromo.,culture,2025-09-13 22:23:00
mostly83-6233-418c-9d4d-da23fa3788b7,Igbo,ceremony,{_language,meaning_purposelanguage,"2025-86071e1, and.09,speaking1214",2025 ,"-_-0.63, ",transmission_elementcontext,P,Mb,",",2025-06-25 20:24:00
mostly9d-2672-42c0-badc-b74697fec7c9,Swahili,ceremony,"Mbs andp c,.-speaking0, ",To Africa in., ,: ,neural_1,A,: ,culture,: ,2025-09-20 19:39:00
mostly76-99fe-42d0-9829-13ded5b1ffba,Shona,festival,"historical_,-",culture,E.,"Mor in fs, and and community.",historicaleru of ae cyeringyor_context,meaning_ ,historical_representation,symbolic_purpose,}} {,2024-05-17 04:40:00
mostly5f-732f-4778-8389-7be9098741e0,Oromo,proverb,regioningarityper toingy.{,"To s, the ande",Zulu ,meaning.,",meaning.8-6 and1.,",: ,Yoruba.,music ,}} ,2024-06-05 11:27:00
mostly9c-4757-4357-b5dd-6fb44629acef,Zulu,craft,P_method,modern , ing,: ,transmission_relevance,} ,wisdom ,Shona_,},2025-09-20 19:39:00
mostlyfd-1754-4714-866e-a256a9ce3193,Zulu,folklore,historical_at,meaning_,Amharic,", ",: ,modern_embedding,: ,description,: ,2024-03-19 07:31:00
mostly77-bc01-4b3c-b065-ab0f943f1b90,Zulu,festival,"Ma of s,1}:00_",Igbo ,music,wisdom-03T18:00,Amharic,meaning,"East-encodedT0.7.,010.91,1.90108, ","symbolic__, ",: ,2024-06-10 04:00:00
mostly89-24f2-41ec-a94f-bb15dc6482b6,Swahili,craft,symbolic,festivaling Africa,: ,"meaning anded.a,s,ing and ",recorded_relevance,culture,neural,wisdom_encoded,Amharic,2025-04-23 17:27:00
